LSOA_code,FoodPTt,FoodPT15n,FoodPT30n,FoodPT15pct,FoodCyct,FoodCyc15n,FoodCart,FoodCar15n
E01000668,3,5,10,100,6,10,6,10
E01000669,5,5,10,100,7,10,6,10
E01000670,6,6,10,100,7,10,7,10
E01000671,5,7,10,100,7,10,7,10
E01000672,5,7,10,100,7,10,7,10
E01000673,11,5,10,100,9,10,8,10
E01000674,4,9,10,100,6,10,6,10
E01000675,5,8,10,100,7,10,7,10
E01000676,5,9,10,100,7,10,7,10
E01000677,9,6,10,100,9,10,9,10
E01000678,9,6,10,100,8,10,8,10
E01000679,4,6,10,100,6,10,6,10
E01000680,10,2,9,100,9,2,7,10
E01000681,11,3,10,100,9,10,8,10
E01000682,4,6,10,100,7,10,6,10
E01000683,7,5,10,100,9,9,8,10
E01000684,9,3,10,100,8,8,7,10
E01000685,6,3,10,100,7,8,7,10
E01000686,7,4,10,100,7,8,7,10
E01000687,7,4,10,100,7,7,6,10
E01000688,8,1,10,100,8,6,7,10
E01000689,12,2,10,100,10,7,8,10
E01000690,6,4,10,100,7,10,7,10
E01000691,3,6,10,100,6,10,6,10
E01000692,3,4,10,100,7,9,6,10
E01000693,12,1,10,75,10,8,8,10
E01000694,14,2,10,57,10,9,8,10
E01000695,8,3,10,77,8,8,7,10
E01000696,13,2,10,81,10,7,9,10
E01000697,6,2,10,100,7,8,7,10
E01000698,15,1,10,49,10,10,8,10
E01000699,2,10,10,100,6,10,6,10
E01000700,6,10,10,100,7,10,7,10
E01000701,4,10,10,100,6,10,6,10
E01000702,5,10,10,100,7,10,6,10
E01000703,4,10,10,100,6,10,6,10
E01000704,5,9,10,100,7,10,6,10
E01000705,4,9,10,100,7,10,6,10
E01000706,8,9,10,100,8,10,7,10
E01000707,4,10,10,100,6,10,6,10
E01000708,6,8,10,100,7,10,7,10
E01000709,7,10,10,100,7,10,7,10
E01000710,8,6,10,100,8,10,7,10
E01000711,8,7,10,100,8,10,7,10
E01000712,6,6,10,100,7,10,7,10
E01000713,10,2,10,100,9,10,8,10
E01000714,3,10,10,100,6,10,6,10
E01000715,7,6,10,100,8,10,7,10
E01000716,7,2,10,100,7,10,6,10
E01000717,10,5,10,100,8,10,7,10
E01000718,11,3,10,100,9,10,8,10
E01000719,5,6,10,100,7,10,6,10
E01000720,14,2,9,81,10,7,8,10
E01000721,5,5,10,100,7,10,7,10
E01000722,3,9,10,100,8,10,6,10
E01000723,15,1,10,60,10,10,9,10
E01000724,8,7,10,100,8,10,7,10
E01000725,8,7,10,100,8,10,8,10
E01000726,11,6,10,100,10,10,8,10
E01000727,6,8,10,100,7,10,6,10
E01000728,5,5,10,100,7,10,6,10
E01000729,5,5,10,100,7,10,7,10
E01000730,6,7,10,100,7,10,7,10
E01000731,8,4,10,100,8,10,7,10
E01000732,7,6,10,100,8,10,7,10
E01000733,5,6,10,100,7,10,6,10
E01000734,10,3,10,100,9,10,8,10
E01000735,11,3,10,82,9,10,8,10
E01000736,10,4,10,100,9,8,8,10
E01000737,8,4,10,100,8,9,7,10
E01000738,6,6,10,100,8,10,7,10
E01000739,7,6,10,100,7,10,7,10
E01000740,3,10,10,100,6,10,6,10
E01000741,4,10,10,100,7,10,6,10
E01000742,6,9,10,100,7,10,7,10
E01000743,3,10,10,100,7,10,6,10
E01000744,4,10,10,100,7,10,7,10
E01000745,9,9,10,100,8,10,7,10
E01000746,5,10,10,100,7,10,7,10
E01000747,11,1,9,64,13,1,8,10
E01000748,13,1,8,77,13,2,9,6
E01000749,13,2,10,43,12,3,8,10
E01000750,14,2,10,81,11,5,9,10
E01000751,8,5,10,100,8,8,8,10
E01000752,10,5,10,100,9,8,7,10
E01000753,12,5,10,100,9,9,8,10
E01000754,7,7,10,100,8,10,7,10
E01000755,7,7,10,100,8,10,7,10
E01000756,8,5,10,100,8,7,7,10
E01000757,14,3,10,78,10,10,8,10
E01000758,12,6,10,100,10,10,8,10
E01000759,13,2,10,90,9,9,8,10
E01000760,7,6,10,100,8,10,7,10
E01000761,6,4,10,100,7,10,7,10
E01000762,12,6,10,100,9,10,8,10
E01000763,10,6,10,100,9,10,7,10
E01000764,12,4,10,100,9,10,8,10
E01000765,4,7,10,100,7,9,6,10
E01000766,7,6,10,100,7,10,7,10
E01000767,4,6,10,100,7,10,6,10
E01000768,7,7,10,100,7,10,7,10
E01000769,6,7,10,100,7,10,7,10
E01000770,7,8,10,100,8,10,7,10
E01000771,5,8,10,100,7,10,6,10
E01000772,11,6,10,100,9,10,8,10
E01000773,10,9,10,100,8,10,7,10
E01000774,6,7,10,100,7,10,7,10
E01000775,9,6,10,87,9,9,8,10
E01000777,5,8,10,100,7,10,7,10
E01000778,6,6,10,100,8,9,7,10
E01000779,5,5,10,100,7,10,6,10
E01000780,6,8,10,100,7,10,6,10
E01000781,7,9,10,100,7,10,7,10
E01000782,4,5,10,100,7,10,6,10
E01000783,5,5,10,100,7,10,6,10
E01000784,9,6,10,100,8,10,7,10
E01000785,5,3,10,100,7,10,6,10
E01000786,10,2,10,100,8,9,7,10
E01000787,8,6,10,100,8,10,8,10
E01000788,6,6,10,100,7,10,7,10
E01000789,5,2,10,100,7,9,6,10
E01000790,4,8,10,100,6,10,6,10
E01000791,11,5,10,100,9,10,8,10
E01000792,4,2,10,100,6,9,6,10
E01000793,7,5,10,100,7,10,7,10
E01000794,7,7,10,100,7,10,7,10
E01000795,8,3,10,100,8,9,7,10
E01000796,4,10,10,100,7,10,6,10
E01000797,6,9,10,100,7,10,7,10
E01000798,3,10,10,100,6,10,6,10
E01000799,3,10,10,100,6,10,6,10
E01000800,5,10,10,100,7,10,6,10
E01000801,3,10,10,100,6,10,6,10
E01000802,3,10,10,100,6,10,6,10
E01000803,4,10,10,100,6,10,6,10
E01000804,9,8,10,100,8,10,7,10
E01000805,5,10,10,100,7,10,7,10
E01000806,3,10,10,100,6,10,6,10
E01000807,6,8,10,100,7,10,7,10
E01000808,10,7,10,100,9,10,7,10
E01000809,8,7,10,100,8,10,7,10
E01000810,9,8,10,100,8,10,7,10
E01000811,6,9,10,100,7,10,7,10
E01000812,9,6,10,100,8,10,7,10
E01000813,4,9,10,100,6,10,6,10
E01000814,9,4,10,100,8,10,7,10
E01000815,8,8,10,100,8,10,7,10
E01000816,9,4,10,100,8,10,7,10
E01000818,9,2,10,100,8,9,7,10
E01000819,4,7,10,100,7,10,6,10
E01000820,4,6,10,100,6,10,6,10
E01000822,5,9,10,100,7,10,6,10
E01000823,6,8,10,100,7,10,7,10
E01000824,4,10,10,100,7,10,6,10
E01000825,9,7,10,100,8,10,7,10
E01000826,9,3,10,100,8,10,8,10
E01000827,6,6,10,100,7,10,6,10
E01000828,12,4,10,81,10,10,8,10
E01000829,9,5,10,100,8,10,8,10
E01000830,12,2,10,81,10,10,8,10
E01000831,12,2,10,83,10,10,8,10
E01000832,8,6,10,100,8,10,8,10
E01000833,9,2,10,100,8,10,7,10
E01000834,12,3,10,100,9,10,8,10
E01000835,2,10,10,100,6,10,6,10
E01000836,12,3,10,77,10,10,9,10
E01000837,7,9,10,100,8,10,7,10
E01000838,5,8,10,100,7,10,6,10
E01000839,7,7,10,100,7,10,7,10
E01000840,9,8,10,100,8,10,8,10
E01000841,5,9,10,100,7,10,6,10
E01000842,7,10,10,100,7,10,7,10
E01000843,3,10,10,100,6,10,6,10
E01000844,4,10,10,100,7,10,7,10
E01000845,4,9,10,100,6,10,6,10
E01000846,5,9,10,100,7,10,7,10
E01000847,4,10,10,100,6,10,6,10
E01000848,5,10,10,100,7,10,7,10
E01000849,2,10,10,100,6,10,6,10
E01000850,3,10,10,100,6,10,7,10
E01000851,3,10,10,100,6,10,7,10
E01000852,3,10,10,100,6,10,6,10
E01000853,2,10,10,100,6,10,6,10
E01000854,3,10,10,100,6,10,6,10
E01000855,3,10,10,100,6,10,7,10
E01000856,5,10,10,100,7,10,7,10
E01000857,5,8,10,100,7,10,7,10
E01000858,4,10,10,100,7,10,7,10
E01000859,5,8,10,100,7,10,6,10
E01000860,6,7,10,100,7,10,7,10
E01000861,3,10,10,100,6,10,7,10
E01000862,6,9,10,100,7,10,7,10
E01000863,2,10,10,100,6,10,6,10
E01000864,5,10,10,100,7,10,7,10
E01000865,3,10,10,100,6,10,6,10
E01000866,5,10,10,100,7,10,7,10
E01000867,5,10,10,100,7,10,7,10
E01000868,6,10,10,100,7,10,7,10
E01000869,3,10,10,100,6,10,7,10
E01000870,4,10,10,100,6,10,7,10
E01000871,6,10,10,100,7,10,7,10
E01000872,3,9,10,100,6,10,6,10
E01000873,4,9,10,100,6,10,6,10
E01000874,4,10,10,100,6,10,6,10
E01000875,5,10,10,100,7,10,7,10
E01000876,5,8,10,100,7,10,7,10
E01000877,5,10,10,100,7,10,6,10
E01000878,7,8,10,100,7,10,7,10
E01000879,4,9,10,100,6,10,7,10
E01000880,7,9,10,100,7,10,8,10
E01000881,4,10,10,100,7,10,8,10
E01000882,7,10,10,100,7,10,8,10
E01000883,3,10,10,100,6,10,9,10
E01000884,7,6,10,100,7,10,7,10
E01000885,10,3,10,100,8,10,9,10
E01000886,8,10,10,100,8,10,8,10
E01000887,4,10,10,100,6,10,7,10
E01000888,5,10,10,100,7,10,7,10
E01000889,7,9,10,100,7,10,7,10
E01000890,4,10,10,100,6,10,6,10
E01000891,3,10,10,100,7,10,6,10
E01000892,4,10,10,100,6,10,6,10
E01000893,7,5,10,100,7,10,7,10
E01000894,6,5,10,100,7,10,7,10
E01000895,4,7,10,100,6,10,7,10
E01000896,6,6,10,100,7,10,7,10
E01000897,7,10,10,100,7,10,8,10
E01000898,4,10,10,100,6,10,6,10
E01000899,8,4,10,100,8,10,8,10
E01000900,3,10,10,100,6,10,6,10
E01000901,4,10,10,100,6,10,7,10
E01000902,6,9,10,100,7,10,7,10
E01000903,4,10,10,100,6,10,6,10
E01000904,3,10,10,100,6,10,6,10
E01000905,3,10,10,100,6,10,6,10
E01000906,6,10,10,100,7,10,7,10
E01000907,8,9,10,100,8,10,7,10
E01000908,7,5,10,100,7,10,7,10
E01000909,4,6,10,100,6,10,6,10
E01000910,5,9,10,100,7,10,7,10
E01000911,5,10,10,100,7,10,7,10
E01000912,3,10,10,100,6,10,6,10
E01000913,6,4,10,100,7,10,7,10
E01000914,3,10,10,100,6,10,7,10
E01000915,3,10,10,100,6,10,7,10
E01000916,2,10,10,100,6,10,6,10
E01000917,2,10,10,100,6,10,6,10
E01000918,4,10,10,100,7,10,8,10
E01000919,5,10,10,100,7,10,9,10
E01000920,3,10,10,100,6,10,6,10
E01000921,2,10,10,100,6,10,6,10
E01000922,4,10,10,100,6,10,7,10
E01000923,5,10,10,100,7,10,7,10
E01000924,6,10,10,100,7,10,7,10
E01000925,6,10,10,100,7,10,7,10
E01000926,5,10,10,100,7,10,7,10
E01000927,3,10,10,100,6,10,7,10
E01000928,3,10,10,100,7,10,6,10
E01000929,6,10,10,100,7,10,7,10
E01000930,3,10,10,100,6,10,6,10
E01000931,4,10,10,100,7,10,7,10
E01000932,5,10,10,100,7,10,7,10
E01000933,5,10,10,100,7,10,7,10
E01000934,5,10,10,100,7,10,7,10
E01000935,8,10,10,100,8,10,8,10
E01000936,5,10,10,100,7,10,7,10
E01000937,3,10,10,100,6,10,7,10
E01000938,1,10,10,100,6,10,6,10
E01000939,4,10,10,100,6,10,7,10
E01000940,5,10,10,100,7,10,7,10
E01000941,5,10,10,100,7,10,7,10
E01000942,4,10,10,100,6,10,7,10
E01000943,2,10,10,100,6,10,6,10
E01000944,4,10,10,100,6,10,6,10
E01000945,2,10,10,100,6,10,6,10
E01000946,3,10,10,100,6,10,6,10
E01000947,2,10,10,100,6,10,6,10
E01000948,3,10,10,100,6,10,7,10
E01000949,6,10,10,100,7,10,7,10
E01000950,6,10,10,100,7,10,7,10
E01000951,4,10,10,100,7,10,7,10
E01000952,3,10,10,100,7,10,7,10
E01000953,4,10,10,100,7,10,7,10
E01000954,5,10,10,100,7,10,7,10
E01000955,3,10,10,100,7,10,7,10
E01000956,3,10,10,100,6,10,7,10
E01000957,4,10,10,100,6,10,7,10
E01000958,4,10,10,100,7,10,7,10
E01000959,3,10,10,100,6,10,7,10
E01000960,3,10,10,100,6,10,7,10
E01000961,3,10,10,100,6,10,6,10
E01000962,4,10,10,100,7,10,7,10
E01000963,4,10,10,100,7,10,7,10
E01000964,4,10,10,100,7,10,7,10
E01000965,7,10,10,100,7,10,7,10
E01000966,8,10,10,100,7,10,8,10
E01000967,7,7,10,100,8,10,7,10
E01000968,4,10,10,100,6,10,6,10
E01000969,3,10,10,100,6,10,6,10
E01000970,3,10,10,100,6,10,6,10
E01000971,4,9,10,100,6,10,6,10
E01000972,3,10,10,100,6,10,7,10
E01000973,3,10,10,100,6,10,6,10
E01000974,4,10,10,100,6,10,6,10
E01000975,4,10,10,100,6,10,7,10
E01000976,4,9,10,100,6,10,6,10
E01000977,4,10,10,100,6,10,6,10
E01000978,5,10,10,100,7,10,7,10
E01000979,6,10,10,100,7,10,7,10
E01000980,8,7,10,100,8,10,7,10
E01000981,4,9,10,100,7,10,6,10
E01000982,5,9,10,100,7,10,6,10
E01000983,4,10,10,100,6,10,6,10
E01000984,4,9,10,100,7,10,7,10
E01000985,5,6,10,100,7,10,6,10
E01000986,6,8,10,100,7,10,7,10
E01000987,4,8,10,100,7,10,6,10
E01000989,7,4,10,100,7,10,7,10
E01000990,8,8,10,100,8,10,8,10
E01000991,10,3,10,100,8,9,7,10
E01000992,8,6,10,100,8,10,8,10
E01000993,3,9,10,100,6,10,6,10
E01000994,9,5,10,100,8,10,7,10
E01000995,4,6,10,100,6,10,6,10
E01000996,8,4,10,100,8,10,7,10
E01000997,8,6,10,100,8,10,7,10
E01000998,5,7,10,100,7,10,6,10
E01000999,5,5,10,100,7,10,7,10
E01001000,4,3,10,100,6,10,6,10
E01001001,8,5,10,100,8,10,7,10
E01001002,9,6,10,100,8,10,7,10
E01001003,9,6,10,100,8,10,7,10
E01001004,9,4,10,100,8,10,8,10
E01001005,3,9,10,100,6,10,7,10
E01001006,13,2,10,76,10,10,9,10
E01001007,7,4,10,100,7,10,7,10
E01001008,4,8,10,100,7,10,7,10
E01001009,4,9,10,100,7,10,6,10
E01001010,4,7,10,100,7,10,8,10
E01001011,3,10,10,100,6,10,6,10
E01001012,4,10,10,100,6,10,6,10
E01001013,4,10,10,100,7,10,6,10
E01001014,5,9,10,100,7,10,8,10
E01001015,13,2,10,52,10,6,9,10
E01001016,10,3,10,100,11,5,9,10
E01001017,16,1,9,38,11,5,10,10
E01001018,9,2,9,100,8,3,8,9
E01001019,11,2,10,100,10,5,8,10
E01001020,6,3,10,100,7,4,6,10
E01001021,12,1,9,100,9,3,8,10
E01001022,14,2,8,60,11,3,8,10
E01001023,3,6,10,100,6,9,6,10
E01001024,6,5,10,100,7,7,7,10
E01001025,9,6,10,100,9,7,8,10
E01001026,4,6,10,100,7,7,6,10
E01001027,8,5,10,75,8,7,7,10
E01001028,15,1,10,43,11,7,9,10
E01001029,10,4,10,100,9,7,8,10
E01001030,12,3,10,75,9,8,9,10
E01001031,8,3,10,100,8,7,7,10
E01001032,16,0,10,19,11,10,9,10
E01001033,4,7,10,100,7,10,6,10
E01001034,8,5,10,100,8,9,7,10
E01001035,9,4,10,100,8,10,8,10
E01001036,14,2,10,82,10,10,9,10
E01001037,3,10,10,100,6,10,6,10
E01001038,10,4,10,100,8,10,8,10
E01001039,13,3,10,82,10,9,8,10
E01001040,6,7,10,100,7,10,7,10
E01001041,4,7,10,100,7,10,6,10
E01001042,3,10,10,100,6,10,8,10
E01001043,3,10,10,100,6,10,6,10
E01001044,14,2,10,60,10,10,9,10
E01001045,6,10,10,100,7,10,7,10
E01001046,11,4,10,100,9,10,8,10
E01001047,6,10,10,100,7,10,7,10
E01001048,5,10,10,100,7,10,7,10
E01001049,12,3,10,78,9,10,8,10
E01001050,8,9,10,100,8,10,8,10
E01001051,3,2,10,100,7,8,6,10
E01001052,6,3,10,100,8,7,7,10
E01001053,9,6,10,100,8,8,7,10
E01001054,5,5,10,100,7,9,6,10
E01001055,6,4,10,100,7,8,7,10
E01001056,5,4,10,100,7,9,6,10
E01001057,7,5,10,100,7,10,7,10
E01001058,8,3,10,100,9,6,7,10
E01001059,11,4,10,100,9,6,7,10
E01001060,11,3,10,100,10,5,8,9
E01001061,10,5,10,100,9,6,8,10
E01001062,7,3,10,100,7,10,7,10
E01001063,7,3,10,100,7,10,7,10
E01001064,10,4,10,100,9,5,8,10
E01001065,5,4,10,100,9,5,8,9
E01001066,10,6,10,100,9,6,8,10
E01001067,15,1,9,60,11,7,8,10
E01001068,9,2,10,100,8,3,7,10
E01001069,11,2,10,100,9,5,7,10
E01001070,8,1,9,100,8,3,7,10
E01001071,8,2,10,100,10,2,8,10
E01001072,18,0,3,0,12,1,9,10
E01001073,8,4,10,100,8,7,7,10
E01001074,12,3,10,100,10,8,8,10
E01001075,8,4,10,100,8,5,7,10
E01001076,4,5,10,100,7,6,6,10
E01001077,5,6,10,100,7,8,6,10
E01001078,5,5,10,100,7,8,7,10
E01001079,6,5,10,100,7,6,7,10
E01001080,6,5,10,100,7,7,7,10
E01001081,5,5,10,100,7,5,6,10
E01001082,5,5,10,100,7,6,6,10
E01001083,7,4,10,100,7,10,6,10
E01001084,9,3,10,100,8,10,7,10
E01001085,4,7,10,100,6,10,6,10
E01001086,7,6,10,100,7,10,7,10
E01001087,4,8,10,100,6,10,6,10
E01001088,10,5,10,100,8,10,7,10
E01001089,5,6,10,100,7,10,7,10
E01001090,4,6,10,100,7,10,6,10
E01001091,7,5,10,100,7,10,7,10
E01001092,11,3,10,100,9,7,9,10
E01001093,9,5,10,100,8,9,8,10
E01001094,14,1,10,77,11,5,9,10
E01001095,7,7,10,100,8,9,7,10
E01001096,12,2,10,100,10,9,8,10
E01001097,4,5,10,100,6,8,7,10
E01001098,10,3,10,100,9,7,8,10
E01001099,8,3,10,100,8,6,8,10
E01001100,9,4,10,79,9,9,8,10
E01001101,13,3,10,74,9,9,8,10
E01001102,6,6,10,100,7,7,7,10
E01001103,5,5,10,100,7,6,6,10
E01001104,12,2,10,100,11,8,8,10
E01001105,8,6,10,100,8,6,7,10
E01001106,5,6,10,100,7,7,7,10
E01001107,15,3,10,58,11,10,8,10
E01001108,12,4,10,100,9,9,8,10
E01001109,5,8,10,100,7,10,6,10
E01001110,6,10,10,100,7,10,7,10
E01001111,7,8,10,100,7,10,7,10
E01001112,9,9,10,100,8,10,7,10
E01001113,7,8,10,100,7,10,7,10
E01001114,8,7,10,100,8,10,7,10
E01001115,6,7,10,100,7,10,7,10
E01001116,5,7,10,100,7,10,6,10
E01001117,3,9,10,100,7,10,7,10
E01001118,3,9,10,100,6,10,6,10
E01001119,11,4,10,100,10,6,8,10
E01001120,5,4,10,100,7,7,7,10
E01001121,13,2,10,74,11,5,9,10
E01001122,15,2,10,55,12,5,9,10
E01001123,13,2,10,42,11,5,9,10
E01001124,13,1,10,82,9,6,8,10
E01001125,4,4,10,100,7,9,7,10
E01001126,8,5,10,100,8,7,7,10
E01001127,6,4,10,100,7,10,7,10
E01001128,6,4,10,100,7,10,7,10
E01001129,10,4,10,100,8,10,8,10
E01001130,8,4,10,100,8,9,7,10
E01001131,3,3,10,100,6,10,6,10
E01001132,7,2,10,100,8,10,7,10
E01001133,7,7,10,100,7,10,7,10
E01001134,8,3,10,100,8,9,8,10
E01001135,4,10,10,100,7,10,6,10
E01001136,3,10,10,100,6,10,6,10
E01001137,7,7,10,100,7,10,7,10
E01001138,8,8,10,100,8,10,7,10
E01001139,5,9,10,100,7,10,7,10
E01001140,8,8,10,100,8,10,7,10
E01001141,10,5,10,100,8,10,8,10
E01001142,4,8,10,100,7,10,6,10
E01001143,9,10,10,100,8,10,8,10
E01001144,5,9,10,100,7,10,7,10
E01001145,5,10,10,100,7,10,7,10
E01001146,4,4,10,100,7,10,6,10
E01001147,6,4,10,100,7,10,7,10
E01001148,7,4,10,100,7,10,7,10
E01001149,6,4,10,100,7,10,7,10
E01001150,7,7,10,100,7,10,7,10
E01001151,8,4,10,100,8,10,7,10
E01001152,4,5,10,100,6,10,6,10
E01001153,7,4,10,100,7,10,7,10
E01001154,2,7,10,100,6,10,7,10
E01001155,3,7,10,100,6,10,7,10
E01001156,9,8,10,100,8,10,7,10
E01001157,8,2,10,100,8,10,7,10
E01001158,5,6,10,100,7,10,7,10
E01001159,13,3,10,83,9,10,8,10
E01001160,5,3,10,100,7,10,7,10
E01001161,8,4,10,100,8,10,7,10
E01001162,10,8,10,100,8,10,7,10
E01001163,6,8,10,100,7,10,7,10
E01001164,4,9,10,100,6,10,6,10
E01001165,7,9,10,100,7,10,7,10
E01001166,7,9,10,100,8,10,8,10
E01001167,4,7,10,100,7,10,6,10
E01001168,7,9,10,100,8,10,8,10
E01001169,8,4,10,100,8,10,7,10
E01001170,7,9,10,100,7,10,7,10
E01001171,9,8,10,100,8,10,7,10
E01001172,5,5,10,100,7,10,7,10
E01001173,11,5,10,100,9,10,8,10
E01001174,6,4,10,100,7,10,7,10
E01001175,5,8,10,100,7,10,7,10
E01001176,5,6,10,100,7,10,7,10
E01001177,7,2,10,100,7,10,7,10
E01001178,5,9,10,100,7,10,7,10
E01001179,6,5,10,100,7,10,7,10
E01001180,9,6,10,100,8,10,7,10
E01001181,6,9,10,100,7,10,7,10
E01001182,4,6,10,100,6,10,6,10
E01001183,1,7,10,100,6,10,6,10
E01001184,6,5,10,100,8,10,8,10
E01001185,3,9,10,100,6,10,6,10
E01001186,6,8,10,100,7,10,6,10
E01001187,6,6,10,100,7,10,7,10
E01001188,5,9,10,100,7,10,7,10
E01001189,9,8,10,100,8,10,8,10
E01001190,8,7,10,100,8,10,8,10
E01001191,3,10,10,100,6,10,6,10
E01001192,4,9,10,100,6,10,7,10
E01001193,6,6,10,100,7,10,7,10
E01001194,7,7,10,100,7,10,7,10
E01001195,10,4,10,100,9,10,7,10
E01001196,4,8,10,100,6,10,6,10
E01001197,7,8,10,100,8,10,7,10
E01001198,3,7,10,100,6,10,6,10
E01001199,3,9,10,100,6,10,6,10
E01001200,3,8,10,100,6,10,6,10
E01001201,5,8,10,100,7,10,7,10
E01001202,4,10,10,100,7,10,7,10
E01001203,2,10,10,100,6,10,6,10
E01001204,13,5,10,100,10,10,9,10
E01001205,12,7,10,100,9,10,8,10
E01001206,12,3,10,100,9,10,9,10
E01001207,8,9,10,100,8,10,8,10
E01001208,10,4,10,100,8,10,7,10
E01001209,2,3,10,100,6,10,6,10
E01001210,11,6,10,100,10,10,9,10
E01001211,5,3,10,100,7,10,6,10
E01001212,7,4,10,100,7,10,7,10
E01001213,9,3,10,100,8,10,9,10
E01001214,11,3,10,100,9,10,8,10
E01001215,5,4,10,100,7,10,7,10
E01001216,7,4,10,100,8,10,7,10
E01001217,7,4,10,100,7,10,7,10
E01001218,5,5,10,100,7,10,7,10
E01001219,9,2,10,100,8,10,8,10
E01001220,7,3,10,100,7,10,7,10
E01001221,3,10,10,100,6,10,7,10
E01001222,4,10,10,100,7,10,6,10
E01001223,8,6,10,100,8,10,8,10
E01001224,12,5,10,100,9,10,8,10
E01001225,6,9,10,100,7,10,8,10
E01001226,10,7,10,100,8,10,8,10
E01001227,11,7,10,100,9,10,8,10
E01001228,8,9,10,100,8,10,7,10
E01001229,5,6,10,100,7,10,6,10
E01001230,9,8,10,100,8,10,7,10
E01001231,5,7,10,100,7,10,7,10
E01001232,11,6,10,100,9,10,8,10
E01001233,3,10,10,100,6,10,6,10
E01001234,5,7,10,100,7,10,7,10
E01001235,3,10,10,100,6,10,6,10
E01001236,6,10,10,100,7,10,7,10
E01001237,10,9,10,100,8,10,8,10
E01001238,5,7,10,100,7,10,7,10
E01001239,9,4,10,100,8,10,8,10
E01001240,7,3,10,100,7,10,7,10
E01001241,8,5,10,100,8,10,8,10
E01001242,9,6,10,100,8,10,9,10
E01001243,4,9,10,100,7,10,7,10
E01001244,4,10,10,100,6,10,6,10
E01001245,3,10,10,100,6,10,6,10
E01001246,8,4,10,100,8,10,8,10
E01001247,7,7,10,100,8,10,7,9
E01001248,3,8,10,100,6,10,6,10
E01001249,2,10,10,100,6,10,6,10
E01001250,5,10,10,100,7,10,7,10
E01001251,2,10,10,100,6,10,6,10
E01001252,2,10,10,100,6,10,6,10
E01001253,4,7,10,100,6,10,6,10
E01001254,6,7,10,100,7,10,7,10
E01001255,7,7,10,100,7,10,7,10
E01001257,8,3,10,100,8,10,8,10
E01001258,8,4,10,100,8,10,7,10
E01001259,8,8,10,100,8,10,7,10
E01001260,5,7,10,100,7,10,7,10
E01001261,3,8,10,100,7,10,6,10
E01001262,8,4,10,100,8,10,7,10
E01001263,9,3,10,100,8,10,8,10
E01001264,12,3,10,100,10,10,9,10
E01001265,11,1,10,100,9,8,8,10
E01001266,6,5,10,100,7,10,7,10
E01001267,6,6,10,100,7,10,8,10
E01001268,10,5,10,100,8,10,8,10
E01001269,5,4,10,100,7,10,7,10
E01001270,9,2,10,100,9,10,7,10
E01001271,5,5,10,100,7,10,6,10
E01001272,4,6,10,100,7,10,6,10
E01001273,7,4,10,100,7,10,7,10
E01001274,12,3,10,100,9,10,9,10
E01001275,5,7,10,100,7,10,7,10
E01001276,10,2,10,100,11,10,10,10
E01001277,10,4,10,100,9,10,8,10
E01001278,6,5,10,100,7,10,7,10
E01001279,13,1,10,80,9,10,8,10
E01001280,13,3,10,100,9,10,8,10
E01001281,8,3,10,100,8,10,7,10
E01001282,8,2,10,100,7,10,7,10
E01001283,5,7,10,100,7,10,6,10
E01001284,7,6,10,100,8,10,7,10
E01001285,5,7,10,100,6,10,6,10
E01001286,9,5,10,100,7,10,7,10
E01001287,7,4,10,100,8,10,8,10
E01001288,6,7,10,100,6,10,7,10
E01001289,5,7,10,100,7,10,7,10
E01001290,4,9,10,100,7,10,6,10
E01001291,6,5,10,100,7,10,7,10
E01001292,6,4,10,100,7,10,7,10
E01001293,5,3,10,100,7,10,7,10
E01001294,9,3,10,100,8,10,7,10
E01001295,8,3,10,100,8,10,7,10
E01001296,11,2,10,100,8,10,7,10
E01001297,13,3,10,100,10,10,8,10
E01001298,12,3,10,100,9,10,8,10
E01001299,6,7,10,100,7,10,7,10
E01001300,5,10,10,100,7,10,6,10
E01001301,5,9,10,100,7,10,7,10
E01001302,3,9,10,100,7,10,6,10
E01001303,3,9,10,100,6,10,6,10
E01001304,8,10,10,100,8,10,7,10
E01001305,7,7,10,100,7,10,7,10
E01001306,5,7,10,100,7,10,6,10
E01001307,8,3,10,100,8,10,8,10
E01001308,9,2,10,100,8,10,7,10
E01001309,9,5,10,100,9,10,8,10
E01001310,7,5,10,100,8,10,8,10
E01001311,11,4,10,100,9,10,9,10
E01001312,5,5,10,100,7,10,7,10
E01001313,12,3,10,100,9,10,8,10
E01001314,13,2,10,100,9,10,9,10
E01001315,9,4,10,100,8,10,8,10
E01001316,6,4,10,100,8,10,7,10
E01001317,10,3,10,100,9,9,8,10
E01001318,9,5,10,100,9,10,8,10
E01001319,11,5,10,100,9,10,8,10
E01001320,13,2,10,100,10,6,9,10
E01001321,8,2,10,100,8,8,8,10
E01001322,7,5,10,100,8,9,8,10
E01001323,4,5,10,100,7,9,7,10
E01001324,12,4,10,100,9,9,9,10
E01001325,4,4,10,100,7,8,6,10
E01001326,10,4,10,100,9,8,9,10
E01001327,5,5,10,100,7,10,8,10
E01001328,6,5,10,100,7,10,7,10
E01001329,6,5,10,100,7,10,7,10
E01001330,11,4,10,100,9,9,9,10
E01001331,5,6,10,100,7,10,7,10
E01001332,12,4,10,100,9,10,8,10
E01001333,8,3,10,100,8,9,8,10
E01001334,11,1,10,100,9,8,9,10
E01001335,12,2,10,76,9,9,7,10
