LSOA_code,FoodPTt,FoodPT15n,FoodPT30n,FoodPT15pct,FoodCyct,FoodCyc15n,FoodCart,FoodCar15n
E01002028,6,7,10,100,7,10,7,10
E01002029,2,9,10,100,6,10,6,10
E01002030,5,8,10,100,7,10,7,10
E01002031,3,9,10,100,6,10,7,10
E01002032,5,7,10,100,7,10,6,10
E01002033,5,8,10,100,7,10,7,10
E01002034,4,9,10,100,7,10,7,10
E01002036,5,4,10,100,7,10,6,10
E01002037,4,4,10,100,6,10,6,10
E01002038,4,7,10,100,6,10,6,10
E01002039,4,5,10,100,6,10,6,10
E01002040,6,5,10,100,7,10,7,10
E01002041,4,7,10,100,7,10,6,10
E01002042,5,5,10,100,7,10,7,10
E01002043,3,6,10,100,6,10,6,10
E01002044,3,7,10,100,6,10,6,10
E01002045,8,6,10,100,8,10,8,10
E01002046,5,9,10,100,7,10,7,10
E01002047,6,5,10,100,7,10,7,10
E01002048,5,7,10,100,7,10,7,10
E01002049,5,6,10,100,7,10,7,10
E01002050,7,6,10,100,7,10,7,10
E01002051,6,9,10,100,7,10,7,10
E01002052,9,5,10,100,8,10,7,10
E01002053,6,7,10,100,7,10,7,10
E01002054,3,6,10,100,6,10,6,10
E01002055,3,8,10,100,6,10,6,10
E01002056,5,6,10,100,7,10,7,10
E01002057,7,2,10,100,7,10,7,10
E01002058,7,3,10,100,8,10,8,10
E01002059,9,4,10,79,8,10,7,10
E01002060,5,7,10,100,7,10,6,10
E01002061,8,8,10,100,7,10,7,10
E01002062,3,8,10,100,6,10,6,10
E01002063,6,8,10,100,7,10,6,10
E01002064,3,9,10,100,6,10,6,10
E01002065,4,10,10,100,6,10,6,10
E01002066,4,8,10,100,7,10,7,10
E01002067,9,5,10,100,8,10,8,10
E01002068,6,5,10,100,7,10,7,10
E01002069,4,9,10,100,7,10,7,10
E01002070,8,6,10,100,8,10,8,10
E01002071,6,6,10,100,7,10,7,10
E01002072,5,10,10,100,7,10,8,10
E01002073,6,8,10,100,8,10,8,10
E01002074,7,6,10,100,8,10,7,10
E01002075,7,6,10,100,7,10,7,10
E01002076,10,5,10,100,8,10,8,10
E01002077,4,8,10,100,7,10,7,10
E01002078,6,4,10,100,7,10,7,10
E01002079,7,5,10,100,8,10,7,10
E01002080,6,7,10,100,8,10,8,10
E01002081,6,8,10,100,8,10,8,10
E01002082,8,5,10,100,8,10,8,10
E01002083,6,7,10,100,7,10,6,10
E01002084,8,5,10,100,8,10,7,10
E01002085,7,8,10,100,7,10,8,10
E01002086,10,4,10,100,8,10,8,10
E01002087,5,6,10,100,7,10,7,10
E01002088,5,6,10,100,7,10,7,10
E01002089,9,4,10,100,8,10,8,10
E01002090,14,1,10,76,10,10,10,10
E01002091,14,2,10,83,11,10,9,10
E01002092,12,5,10,100,9,10,9,10
E01002093,12,3,10,100,10,10,8,10
E01002094,7,4,10,100,8,10,7,10
E01002095,5,6,10,100,7,10,6,10
E01002096,10,3,10,100,8,10,7,10
E01002097,5,6,10,100,7,10,6,10
E01002098,6,10,10,100,7,10,7,10
E01002099,5,7,10,100,7,10,8,10
E01002100,6,6,10,100,7,10,7,10
E01002101,6,5,10,100,7,10,7,10
E01002102,6,8,10,100,7,10,7,10
E01002103,4,5,10,100,6,10,7,10
E01002104,8,4,10,100,8,10,7,10
E01002105,4,10,10,100,7,10,7,10
E01002106,9,3,10,100,8,10,8,10
E01002107,11,2,10,100,9,10,8,10
E01002108,8,2,10,100,8,10,7,10
E01002109,12,3,10,100,9,10,8,10
E01002110,11,3,10,100,9,10,8,10
E01002111,7,2,10,100,7,10,7,10
E01002112,6,5,10,100,7,10,7,10
E01002113,11,2,10,100,9,10,8,10
E01002114,9,3,10,79,8,7,8,10
E01002115,9,3,10,100,8,10,8,10
E01002116,10,7,10,100,8,10,7,10
E01002117,4,6,10,100,7,10,7,10
E01002118,3,10,10,100,6,10,6,10
E01002119,6,9,10,100,7,10,7,10
E01002120,8,9,10,100,8,10,7,10
E01002121,9,7,10,100,8,10,8,10
E01002122,8,8,10,100,8,10,8,10
E01002123,4,9,10,100,7,10,7,10
E01002124,5,3,10,100,7,10,7,10
E01002125,4,7,10,100,7,10,7,10
E01002126,5,8,10,100,7,10,7,10
E01002127,10,7,10,100,8,10,8,10
E01002128,4,10,10,100,6,10,6,10
E01002129,5,9,10,100,7,10,7,10
E01002130,6,8,10,100,7,10,7,10
E01002131,10,4,10,100,9,10,9,10
E01002132,10,6,10,100,9,10,9,10
E01002133,6,7,10,100,7,10,7,10
E01002134,12,2,10,82,9,10,8,10
E01002135,7,5,10,100,7,10,7,10
E01002136,5,7,10,100,7,10,6,10
E01002137,10,4,10,100,9,10,8,10
E01002138,4,4,10,100,7,10,7,10
E01002139,12,3,10,76,9,10,8,10
E01002140,9,3,10,100,8,10,8,10
E01002141,10,4,10,100,9,10,8,10
E01002142,6,6,10,100,7,10,7,10
E01002143,11,4,10,100,9,10,8,10
E01002144,13,2,10,69,10,9,8,10
E01002145,13,2,10,100,11,10,9,10
E01002146,8,3,10,100,8,5,7,10
E01002147,13,2,10,78,9,5,8,10
E01002148,8,3,10,100,8,7,7,10
E01002149,11,2,10,75,9,9,8,10
E01002150,5,4,10,100,7,7,6,10
E01002151,9,6,10,100,9,10,7,10
E01002152,9,5,10,100,8,10,7,10
E01002153,9,5,10,100,8,10,8,10
E01002154,6,5,10,100,7,10,7,10
E01002155,10,5,10,100,9,10,8,10
E01002156,7,8,10,100,8,10,7,10
E01002157,5,9,10,100,7,10,7,10
E01002158,10,4,10,100,9,10,8,10
E01002159,5,9,10,100,7,10,6,10
E01002160,2,10,10,100,6,10,6,10
E01002161,4,9,10,100,7,10,6,10
E01002162,12,7,10,100,9,10,8,10
E01002163,7,5,10,100,8,10,7,10
E01002164,7,7,10,100,8,10,7,10
E01002165,7,5,10,100,7,10,7,10
E01002166,8,4,10,100,8,10,7,10
E01002167,7,3,10,100,7,9,7,10
E01002168,8,3,10,100,8,10,7,10
E01002169,9,5,10,100,8,10,8,10
E01002170,11,4,10,100,8,10,8,10
E01002171,5,3,10,100,7,10,7,10
E01002172,12,2,10,100,9,10,8,10
E01002173,14,1,10,50,10,10,9,10
E01002174,13,4,10,100,9,10,8,10
E01002175,7,4,10,100,7,10,7,10
E01002176,8,2,10,100,8,10,8,10
E01002177,5,3,10,100,7,10,6,10
E01002178,9,2,10,100,8,10,7,10
E01002179,5,9,10,100,7,10,7,10
E01002180,6,8,10,100,7,10,7,10
E01002181,9,6,10,100,8,10,7,10
E01002182,4,8,10,100,7,10,6,10
E01002183,5,8,10,100,7,10,6,10
E01002184,8,6,10,100,8,10,7,10
E01002185,8,7,10,100,8,10,7,10
E01002186,4,5,10,100,6,10,6,10
E01002187,10,5,10,100,8,10,8,10
E01002188,9,3,10,100,9,10,8,10
E01002189,6,6,10,100,8,10,7,10
E01002190,14,2,10,61,10,10,9,10
E01002191,12,5,10,83,10,10,8,10
E01002192,8,5,10,100,8,10,7,10
E01002193,9,6,10,100,8,10,8,10
E01002194,12,3,10,100,9,10,8,10
E01002195,12,5,10,100,10,10,9,10
E01002196,13,3,10,100,10,10,8,10
E01002197,12,4,10,100,9,9,8,10
E01002198,8,5,10,100,8,10,7,10
E01002199,10,4,10,100,8,10,7,10
E01002200,9,7,10,100,9,10,7,10
E01002201,5,3,10,100,7,10,6,10
E01002202,4,6,10,100,7,10,7,10
E01002203,6,3,10,100,7,10,6,10
E01002204,4,7,10,100,7,10,6,10
E01002206,2,4,10,100,6,10,6,10
E01002207,10,2,10,100,9,10,8,10
E01002208,9,5,10,100,8,10,8,10
E01002209,4,8,10,100,6,10,8,10
E01002210,8,4,10,100,8,9,7,10
E01002211,10,6,10,100,9,10,7,10
E01002212,9,8,10,100,8,10,7,10
E01002213,7,7,10,100,8,10,7,10
E01002214,6,4,10,100,7,10,7,10
E01002215,6,2,10,100,8,10,7,10
E01002216,12,5,10,100,9,10,8,10
E01002217,7,5,10,100,8,10,7,10
E01002218,7,7,10,100,8,10,7,10
E01002219,2,9,10,100,6,10,6,10
E01002220,7,4,10,100,8,10,7,10
E01002221,4,6,10,100,7,10,6,10
E01002222,7,4,10,100,8,10,7,10
E01002223,5,4,10,100,7,10,7,10
E01002224,11,3,10,100,9,10,8,10
E01002225,9,3,10,100,8,6,8,10
E01002226,5,4,10,100,7,6,7,10
E01002227,13,3,10,100,12,7,9,10
E01002228,12,3,10,82,9,5,8,10
E01002229,10,2,10,85,8,7,7,10
E01002230,16,2,10,39,11,9,9,10
E01002231,7,5,10,100,8,10,7,10
E01002232,5,7,10,100,7,10,6,10
E01002233,3,8,10,100,6,10,6,10
E01002234,9,5,10,100,8,10,7,10
E01002235,4,7,10,100,7,10,6,10
E01002236,3,9,10,100,6,10,6,10
E01002237,5,10,10,100,7,10,6,10
E01002238,4,9,10,100,7,10,6,10
E01002239,9,6,10,100,8,10,8,10
E01002240,6,9,10,100,7,10,7,10
E01002241,11,3,10,100,9,10,9,10
E01002242,11,7,10,100,9,10,8,10
E01002243,6,9,10,100,7,10,7,10
E01002244,5,7,10,100,7,10,7,10
E01002245,6,8,10,100,7,10,7,10
E01002246,5,4,10,100,7,10,7,10
E01002247,6,7,10,100,7,10,7,10
E01002248,5,8,10,100,7,10,6,10
E01002249,5,10,10,100,7,10,7,10
E01002250,11,3,10,100,9,10,8,10
E01002251,9,7,10,100,8,10,7,10
E01002252,11,2,10,100,9,3,8,10
E01002253,9,3,10,100,9,10,7,10
E01002254,5,5,10,100,7,10,6,10
E01002255,13,1,10,100,10,9,9,10
E01002256,7,4,10,100,7,8,7,10
E01002257,8,8,10,100,8,10,7,10
E01002258,6,2,10,100,7,5,7,10
E01002259,6,2,10,100,8,5,7,10
E01002260,10,4,10,100,9,9,8,10
E01002261,5,7,10,100,7,10,6,10
E01002262,7,5,10,100,8,9,7,10
E01002263,8,6,10,100,8,9,7,10
E01002264,6,6,10,100,7,10,6,10
E01002265,4,4,10,100,7,8,6,10
E01002266,4,5,10,100,7,10,6,10
E01002267,6,5,10,100,8,9,7,10
E01002268,10,3,10,100,8,9,9,10
E01002269,17,0,10,0,9,9,9,10
E01002270,9,4,10,100,8,10,7,10
E01002271,15,0,10,49,10,10,8,10
E01002272,4,6,10,100,7,10,6,10
E01002273,15,0,10,48,10,9,8,10
E01002274,6,7,10,100,7,10,6,10
E01002275,11,4,10,100,9,10,8,10
E01002276,18,0,9,45,11,3,9,10
E01002277,7,2,10,100,8,7,7,10
E01002278,13,1,10,80,9,6,8,10
E01002279,11,1,10,81,9,5,8,10
E01002280,10,1,10,100,8,5,8,10
E01002281,7,2,10,100,8,8,7,10
E01002282,5,2,10,100,7,8,7,10
E01002283,6,2,10,100,7,8,7,10
E01002284,8,3,10,100,8,9,7,10
E01002285,8,4,10,100,8,8,7,10
E01002286,11,3,10,80,8,9,7,10
E01002287,6,6,10,100,7,10,6,10
E01002288,9,3,10,100,9,6,8,10
E01002289,9,4,10,79,9,9,7,10
E01002290,7,3,10,100,7,10,7,10
E01002291,8,5,10,100,8,10,7,10
E01002292,12,2,10,100,10,10,8,10
E01002293,5,5,10,100,7,10,7,10
E01002294,6,3,10,100,7,8,7,10
E01002295,7,3,10,100,7,10,7,10
E01002296,10,2,9,86,9,5,8,10
E01002297,10,5,10,100,9,10,8,10
E01002298,9,2,10,100,8,8,7,10
E01002299,10,4,10,100,9,10,8,10
E01002300,6,4,10,100,8,10,7,10
E01002301,6,5,10,100,7,9,6,10
E01002302,6,6,10,100,7,8,7,10
E01002303,4,4,10,100,7,9,7,10
E01002304,9,3,10,100,9,6,7,10
E01002305,7,5,10,100,7,8,7,10
E01002306,3,4,10,100,6,9,6,10
E01002307,5,6,10,100,7,8,6,10
E01002308,4,5,10,100,6,8,6,10
E01002309,8,2,10,100,8,7,7,10
E01002310,4,5,10,100,7,10,7,10
E01002311,10,3,10,100,8,8,8,10
E01002312,16,0,10,45,11,3,9,10
E01002313,12,1,10,76,9,5,9,10
E01002314,9,2,10,100,8,8,8,10
E01002315,11,3,10,100,9,7,8,10
E01002316,7,4,10,100,9,9,8,10
E01002317,8,5,10,100,8,10,7,10
E01002318,8,7,10,100,8,10,7,10
E01002319,6,7,10,100,7,10,7,10
E01002320,5,6,10,100,7,10,7,10
E01002321,4,6,10,100,7,10,6,10
E01002322,6,4,10,100,7,10,7,10
E01002323,6,5,10,100,7,10,6,10
E01002324,6,4,10,100,7,10,7,10
E01002325,8,6,10,100,8,10,7,10
E01002326,4,6,10,100,7,10,6,10
E01002327,9,4,10,100,8,10,7,10
E01002328,12,6,10,100,9,10,8,10
E01002329,7,6,10,100,8,10,7,10
E01002330,7,4,10,100,7,10,7,10
E01002331,6,4,10,100,7,9,7,10
E01002332,7,5,10,100,8,10,7,10
E01002333,5,3,10,100,7,10,7,10
E01002334,13,2,10,77,9,10,8,10
E01002335,12,4,10,100,9,10,7,10
E01002336,9,3,10,100,8,10,8,10
E01002337,6,4,10,100,7,10,7,10
E01002338,7,5,10,100,8,10,8,10
E01002339,10,2,10,100,9,10,7,10
E01002340,6,7,10,100,7,10,7,10
E01002341,7,3,10,100,7,9,7,10
E01002342,3,3,10,100,6,5,6,10
E01002343,10,2,9,100,8,4,8,10
E01002344,8,2,10,100,8,4,7,10
E01002345,8,3,10,100,8,6,7,10
E01002346,10,3,10,100,8,5,7,10
E01002347,14,1,10,72,10,3,8,10
E01002348,12,2,10,100,10,3,8,10
E01002349,15,1,8,38,11,2,9,9
E01002350,7,10,10,100,8,10,7,10
E01002351,8,8,10,100,8,10,7,10
E01002352,4,9,10,100,6,10,6,10
E01002353,6,8,10,100,7,10,6,10
E01002354,6,5,10,100,7,10,6,10
E01002355,7,5,10,100,7,10,7,10
E01002356,5,10,10,100,7,10,7,10
E01002358,6,9,10,100,7,10,7,10
E01002359,5,7,10,100,7,10,7,10
E01002360,8,8,10,100,8,10,7,10
E01002361,5,9,10,100,7,10,7,10
E01002362,5,8,10,100,7,10,6,10
E01002363,10,6,10,100,9,10,8,10
E01002364,10,4,10,100,9,10,7,10
E01002365,4,8,10,100,7,10,6,10
E01002366,8,8,10,100,8,10,7,10
E01002367,4,8,10,100,7,10,6,10
E01002368,3,4,10,100,6,10,6,10
E01002369,10,4,10,100,8,10,8,10
E01002370,7,5,10,100,8,9,7,10
E01002371,7,5,10,100,8,9,7,10
E01002372,8,6,10,100,8,10,7,10
E01002373,7,4,10,100,8,10,7,10
E01002374,8,4,10,100,8,10,7,10
E01002375,4,4,10,100,7,10,6,10
E01002376,7,4,10,100,7,10,7,10
E01002377,5,5,10,100,7,10,7,10
E01002378,7,2,10,100,8,10,8,10
E01002379,4,8,10,100,6,10,6,10
E01002380,9,5,10,100,8,10,7,10
E01002381,8,6,10,100,7,10,7,10
E01002382,7,8,10,100,8,10,7,10
E01002383,5,4,10,100,7,10,7,10
E01002384,5,9,10,100,7,10,6,10
E01002385,13,2,10,100,11,7,8,10
E01002386,5,10,10,100,7,10,6,10
E01002387,7,7,10,100,7,10,7,10
E01002388,9,6,10,100,8,10,7,10
E01002389,7,4,10,100,8,10,7,10
E01002390,3,7,10,100,6,10,6,10
E01002391,12,4,10,100,12,8,8,10
E01002392,4,4,10,100,7,10,7,10
E01002393,6,3,10,100,7,10,7,10
E01002394,9,4,10,100,8,10,7,10
E01002395,10,3,10,100,9,10,8,10
E01002396,8,6,10,100,8,10,7,10
E01002397,3,4,10,100,6,10,6,10
E01002398,6,4,10,100,7,10,7,10
E01002399,8,5,10,100,8,10,7,10
E01002400,12,3,10,100,9,9,8,10
E01002401,12,3,10,100,9,10,8,10
E01002402,11,2,10,100,9,10,8,10
E01002403,9,1,10,100,8,10,8,10
E01002404,10,2,10,100,9,10,7,10
E01002405,6,3,10,100,8,10,7,10
E01002406,5,6,10,100,7,10,7,10
E01002407,4,7,10,100,7,10,7,10
E01002408,6,5,10,100,7,8,7,10
E01002409,8,4,10,100,8,9,8,10
E01002410,5,6,10,100,7,8,7,10
E01002411,10,3,10,100,9,10,7,10
E01002412,7,4,10,100,7,10,7,10
E01002413,9,7,10,100,8,10,7,10
E01002414,5,5,10,100,8,10,8,10
E01002415,7,4,10,100,8,10,7,10
E01002416,6,4,10,100,7,10,7,10
E01002417,6,6,10,100,7,10,7,10
E01002418,10,3,10,100,8,10,7,10
E01002419,7,5,10,100,7,10,7,10
E01002420,12,4,10,100,9,10,8,10
E01002421,4,4,10,100,7,10,6,10
E01002422,5,3,10,100,6,10,6,10
E01002423,11,3,10,100,9,10,8,10
E01002424,8,5,10,100,8,8,7,10
E01002425,6,3,10,100,8,9,7,10
E01002426,6,5,10,100,7,10,7,10
E01002427,9,4,10,100,8,10,7,10
E01002428,9,2,10,100,8,9,7,10
E01002429,13,2,10,100,11,6,9,10
E01002430,10,4,10,100,8,10,7,10
E01002431,7,6,10,100,8,10,7,10
E01002432,4,5,10,100,7,10,6,10
E01002433,7,4,10,100,8,10,7,10
E01002434,8,7,10,100,8,10,7,10
E01002435,9,5,10,100,8,10,7,10
E01002436,6,2,10,100,8,10,7,10
E01002437,12,5,10,79,9,10,7,10
E01002438,15,1,5,79,10,2,9,9
E01002439,7,3,9,100,7,3,7,10
E01002440,10,2,10,100,9,2,7,10
E01002441,7,3,10,92,7,3,7,10
E01002442,6,3,10,100,8,4,7,10
E01002443,11,4,10,100,9,7,8,10
E01002444,17,0,10,23,14,1,10,10
E01002445,13,2,10,79,10,6,9,10
E01002446,14,1,10,77,11,4,9,10
E01002447,8,2,10,100,8,4,8,9
E01002448,4,5,10,100,7,8,6,10
E01002449,6,3,10,100,7,5,7,10
E01002450,5,1,10,100,8,2,7,10
E01002451,8,3,10,100,8,8,7,10
E01002452,5,2,10,100,6,8,6,10
E01002453,8,2,10,100,8,7,7,10
E01002454,5,2,10,100,7,4,7,10
E01002455,4,5,10,100,6,10,6,10
E01002456,10,3,10,100,9,7,8,10
E01002457,5,5,10,100,7,8,7,10
E01002458,11,4,10,75,9,7,8,10
E01002459,9,4,10,100,8,7,8,10
E01002460,4,7,10,100,6,10,6,10
E01002461,15,1,10,55,12,8,10,10
E01002462,16,0,10,27,11,6,9,10
E01002463,9,4,10,100,8,7,8,10
E01002464,11,5,10,100,9,7,8,10
E01002465,14,4,10,79,10,10,8,10
E01002466,9,5,10,100,9,10,7,10
E01002467,10,7,10,100,8,10,7,10
E01002468,10,6,10,100,8,10,7,10
E01002469,8,4,10,100,8,10,7,10
E01002470,4,10,10,100,7,10,7,10
E01002471,5,7,10,100,7,10,7,10
E01002472,7,3,10,100,7,7,7,10
E01002473,17,1,9,41,12,4,9,9
E01002474,7,5,10,100,7,9,7,10
E01002475,12,3,10,100,10,4,10,10
E01002476,10,3,10,82,8,6,8,10
E01002477,11,3,10,100,8,8,8,10
E01002478,5,5,10,100,7,8,6,10
E01002479,11,2,10,83,9,8,7,10
E01002480,9,3,10,100,8,10,7,10
E01002481,12,3,10,100,9,9,7,10
E01002482,10,4,10,100,8,9,8,10
E01002483,7,6,10,100,8,10,7,10
E01002484,7,5,10,100,8,9,7,10
E01002485,4,8,10,100,7,10,6,10
E01002486,13,1,10,100,9,6,8,10
E01002487,8,3,10,100,7,10,7,10
E01002488,8,4,10,100,7,9,7,10
E01002489,5,5,10,100,7,10,7,10
E01002490,6,6,10,100,7,10,7,10
E01002491,9,3,10,100,9,9,8,10
E01002492,11,3,10,100,9,9,8,10
E01002493,9,3,10,100,8,10,8,10
E01002494,16,0,10,20,12,10,9,10
E01002495,6,4,10,100,8,9,7,10
E01002496,8,3,10,100,8,10,7,10
E01002497,5,4,10,100,7,7,7,10
E01002498,7,5,10,100,8,9,7,10
E01002499,13,1,10,60,10,8,9,10
E01002501,6,6,10,100,7,10,7,10
E01002502,8,7,10,100,8,10,7,10
E01002503,3,6,10,100,6,10,6,10
E01002504,9,4,10,100,8,10,7,10
E01002505,7,4,10,100,8,10,7,10
E01002506,5,6,10,100,8,10,7,10
E01002507,9,4,10,100,8,10,8,10
E01002508,6,5,10,100,7,10,7,10
E01002509,9,3,10,100,9,9,8,10
E01002511,8,3,10,100,9,7,9,10
E01002512,9,3,10,100,8,7,7,10
E01002513,8,1,10,100,8,9,8,10
E01002514,6,5,10,100,7,7,7,10
E01002515,10,3,10,100,9,8,8,10
E01002516,13,2,10,78,9,7,8,10
E01002518,7,4,10,100,7,10,7,10
E01002519,3,6,10,100,6,9,6,10
E01002520,11,3,10,100,9,9,8,10
E01002521,5,6,10,100,7,9,7,10
E01002523,10,4,10,100,9,10,8,10
E01002525,8,4,10,100,8,7,7,10
E01002526,7,2,10,100,7,7,7,10
E01002527,6,3,10,100,7,8,6,10
E01002528,10,1,10,100,9,6,8,10
E01002529,8,6,10,100,8,8,7,10
E01002530,12,1,10,100,9,6,8,10
E01002531,7,5,10,100,7,8,7,10
E01002532,10,2,10,100,8,7,8,10
E01002533,17,1,9,21,11,6,9,10
E01002534,8,7,10,100,8,10,7,10
E01002535,3,9,10,100,7,10,6,10
E01002536,10,6,10,100,9,10,8,10
E01002537,5,7,10,100,7,10,7,10
E01002538,7,4,10,100,8,7,7,10
E01002539,10,6,10,100,9,10,7,10
E01002540,8,3,10,100,8,10,7,10
E01002541,11,2,10,100,9,8,8,10
E01002542,4,4,10,100,6,10,6,10
E01002543,8,3,10,100,8,10,7,10
E01002544,10,1,10,100,8,7,8,10
E01002545,11,1,10,75,8,8,8,10
E01002546,10,3,10,100,8,8,8,10
E01002547,7,2,10,100,7,8,8,10
E01002548,9,4,10,100,8,9,7,10
E01002549,12,2,10,100,9,8,8,10
E01002550,13,3,10,100,10,8,10,10
E01002551,11,2,10,100,9,10,8,10
E01002552,8,5,10,100,8,10,7,10
E01002553,11,5,10,100,9,9,9,10
E01002554,4,7,10,100,7,9,7,10
E01002555,13,1,10,81,10,6,8,10
E01002556,7,6,10,100,7,10,7,10
E01002557,6,4,10,100,7,5,7,10
E01002558,5,5,10,100,7,9,6,10
E01002559,7,3,10,100,8,5,7,10
E01002560,7,4,10,100,7,10,7,10
E01002561,11,2,10,100,9,6,8,10
E01002562,6,5,10,100,7,10,7,10
E01002563,5,8,10,100,7,10,7,10
E01002564,7,9,10,100,7,10,8,10
E01002565,5,10,10,100,7,10,7,10
E01002566,5,9,10,100,7,10,7,10
E01002567,2,10,10,100,6,10,6,10
E01002568,3,9,10,100,6,10,6,10
E01002569,6,9,10,100,7,10,7,10
E01002570,2,10,10,100,6,10,6,10
E01002571,13,2,10,81,10,10,9,10
E01002572,14,2,10,82,11,10,9,10
E01002573,6,10,10,100,7,10,7,10
E01002574,7,10,10,100,7,10,7,10
E01002575,4,9,10,100,7,10,7,10
E01002576,4,3,10,100,7,10,6,10
E01002577,6,5,10,100,7,10,7,10
E01002578,9,5,10,100,8,10,7,10
E01002579,13,1,10,83,9,10,8,10
E01002580,6,6,10,100,7,10,9,10
E01002581,8,5,10,100,8,10,8,10
E01002582,7,2,10,100,8,10,7,10
E01002583,6,4,10,100,7,9,8,10
E01002584,4,3,10,100,6,10,6,10
E01002585,5,4,10,100,7,10,8,10
E01002586,7,2,10,100,7,8,7,10
E01002587,7,4,10,100,7,10,7,10
E01002588,10,5,10,100,9,10,8,10
E01002589,8,3,10,100,8,10,8,10
E01002590,5,7,10,100,7,10,6,10
E01002591,13,2,10,81,9,10,8,10
E01002592,5,6,10,100,7,10,6,10
E01002593,7,8,10,100,8,10,7,10
E01002594,7,6,10,100,7,10,7,10
E01002595,8,8,10,100,8,10,7,10
E01002596,10,3,10,100,8,10,8,10
E01002598,5,6,10,100,7,10,7,10
E01002599,8,5,10,100,8,9,7,10
E01002600,7,3,10,100,8,10,7,10
E01002601,10,3,10,100,9,10,8,10
E01002602,12,2,10,78,10,10,8,10
E01002603,7,2,10,100,7,10,7,10
E01002604,11,3,10,100,9,8,9,10
E01002605,10,4,10,100,8,10,8,10
E01002606,9,5,10,100,8,9,7,10
E01002607,5,5,10,100,7,10,7,10
E01002608,4,6,10,100,7,10,6,10
E01002609,6,5,10,100,7,10,7,10
E01002610,6,4,10,100,7,10,7,10
E01002611,14,2,10,79,10,10,9,10
E01002612,8,8,10,100,8,10,8,10
E01002613,6,3,10,100,7,10,7,10
E01002614,9,5,10,100,9,10,8,10
E01002615,9,4,10,100,9,9,8,10
E01002616,4,5,10,100,7,10,6,10
E01002617,11,1,10,62,9,10,8,10
E01002618,8,4,10,100,8,10,7,10
E01002619,12,4,10,100,9,10,8,10
E01002620,5,5,10,100,7,10,7,10
E01002621,8,3,10,100,7,10,7,10
E01002622,7,3,10,100,7,10,7,10
E01002623,8,4,10,100,8,10,7,10
E01002624,6,4,10,100,8,10,7,10
E01002625,5,4,10,100,7,10,7,10
E01002626,3,5,10,100,6,10,6,10
E01002627,4,3,10,100,7,8,7,10
E01002628,6,3,10,100,7,10,7,10
E01002629,6,5,10,100,7,10,7,10
E01002630,8,3,10,100,8,10,7,10
E01002631,7,2,10,78,7,9,7,10
E01002632,10,4,10,100,8,10,8,10
E01002633,7,3,10,100,7,10,7,10
E01002634,4,2,10,100,6,10,6,10
E01002635,4,3,10,100,6,10,6,10
E01002636,9,3,10,100,8,10,8,10
E01002637,7,3,10,100,8,9,7,10
E01002638,7,2,10,100,7,10,7,10
E01002639,11,4,10,100,9,10,8,10
E01002640,9,5,10,100,8,10,8,10
E01002641,8,6,10,100,8,10,7,10
E01002642,9,7,10,100,8,10,8,10
E01002643,7,8,10,100,7,10,7,10
E01002645,9,7,10,100,8,10,8,10
E01002646,7,6,10,100,7,10,7,10
E01002647,10,4,10,100,8,10,8,10
E01002648,6,7,10,100,7,10,7,10
E01002649,8,8,10,100,8,10,7,10
E01002650,9,5,10,100,8,10,7,10
E01002651,7,4,10,100,7,10,7,10
E01002652,6,4,10,100,7,10,7,10
E01002653,14,2,10,100,11,10,8,10
E01002654,10,3,10,100,9,10,8,10
E01002655,11,3,10,100,9,10,8,10
E01002656,6,4,10,100,8,10,7,10
E01002657,4,6,10,100,7,10,6,10
E01002658,7,6,10,100,8,10,7,10
E01002659,14,4,10,71,10,10,9,10
E01002660,7,5,10,100,7,10,7,10
E01002661,4,6,10,100,7,10,7,10
E01002662,7,7,10,100,8,10,8,10
E01002663,7,8,10,100,7,10,7,10
E01002664,6,7,10,100,7,10,7,10
E01002665,6,8,10,100,7,10,7,10
E01002666,3,7,10,100,7,10,8,10
E01002667,4,8,10,100,7,10,6,10
E01002668,6,8,10,100,8,9,8,10
E01002669,9,6,10,79,10,10,9,10
E01002670,5,5,10,100,7,10,7,10
E01002671,5,6,10,100,7,10,7,10
E01002672,6,5,10,100,8,10,8,10
E01002673,6,4,10,100,7,10,8,10
E01002674,10,4,10,100,8,10,7,10
E01002675,8,8,10,100,8,10,7,10
E01002676,11,2,10,100,8,10,8,10
E01002677,3,9,10,100,6,10,6,10
E01002678,9,3,10,100,8,10,8,10
E01002679,7,7,10,100,7,10,8,10
E01002680,8,5,10,100,8,10,7,10
E01002681,6,9,10,100,7,10,6,10
E01002682,4,10,10,100,7,10,6,10
E01002683,5,10,10,100,7,10,6,10
E01002684,4,10,10,100,7,10,7,10
E01002686,8,8,10,100,8,10,7,10
E01002687,8,8,10,100,8,10,8,10
E01002689,5,9,10,100,7,10,7,10
E01002690,8,9,10,100,8,10,8,10
E01002691,5,6,10,100,7,10,7,10
E01002692,5,9,10,100,7,10,8,10
E01002693,3,10,10,100,6,10,6,10
E01002694,4,10,10,100,6,10,6,10
E01002695,4,10,10,100,6,10,7,10
E01002696,4,10,10,100,7,10,7,10
E01002697,4,10,10,100,6,10,6,10
E01002698,7,10,10,100,8,10,7,10
E01002699,4,10,10,100,7,10,6,10
E01002700,6,10,10,100,7,10,7,10
E01002701,2,10,10,100,6,10,6,10
E01002702,2,10,10,100,6,10,6,10
