LSOA11CD,"(0, '15,069 < 30,138 ft2 (1,400 < 2,800 m2)')","(0, '3,013 < 15,069 ft2 (280 < 1,400 m2)')","(0, '30,138 ft2 > (2,800 m2)')","(0, '< 3,013 ft2 (280m2)')",FoodPTt,FoodPT15n,FoodPT30n,FoodPT15pct,FoodCyct,FoodCyc15n,FoodCart,FoodCar15n,PointsDens,0-18,19-34,35-49,50-64,65+,Cars: No cars or vans in household; measures: Value,Cars: 1 car or van in household; measures: Value,Cars: 2 cars or vans in household; measures: Value,Cars: 3 cars or vans in household; measures: Value,Cars: 4 or more cars or vans in household; measures: Value,WA_HubDist,WA_NUMPOINTS(500m),WA_NUMPOINTS(1km),WA_NUMPOINTS(2km),pop_den,employee/pop
E01002064,0,0,0,0,3,9,10,100,6,10,6,10,0,0.156366344,0.193596426,0.306775875,0.256887565,0.08637379,0.62345679,0.320987654,0.044753086,0.010802469,0,205.691,2,7,35,143.9442658,0.167535369
E01002065,0,0,0,0,4,10,10,100,6,10,6,10,0,0.127108434,0.225903614,0.360843373,0.195180723,0.090963855,0.688343558,0.287116564,0.024539877,0,0,283.785,3,7,35,123.7882177,0.322289157
E01002066,0,0,0,0,4,8,10,100,7,10,7,10,0,0.240231548,0.197780994,0.242161119,0.243608297,0.076218041,0.686299616,0.267605634,0.039692702,0.00128041,0.005121639,314.334,3,9,15,105.2284264,0.583695128
E01002067,0,0,0,0,9,5,10,100,8,10,8,10,0,0.179069767,0.168604651,0.254069767,0.264534884,0.13372093,0.595714286,0.347142857,0.05,0.004285714,0.002857143,656.647,0,4,23,118.9488243,0.205232558
E01002068,0.333333333,0.666666667,0,0,6,5,10,100,7,10,7,10,1.009,0.152201258,0.232285115,0.355136268,0.198742138,0.06163522,0.644113667,0.299052774,0.048714479,0.0067659,0.00135318,266.911,4,8,15,80.19502354,0.59706499
E01002069,0.5,0,0,0.5,4,9,10,100,7,10,7,10,1.252,0.145168747,0.193250116,0.28247804,0.257512714,0.121590384,0.735227273,0.214772727,0.044318182,0.005681818,0,273.038,2,3,19,135.4414527,0.237632917
E01002070,0,0,0,0,8,6,10,100,8,10,8,10,0,0.205357143,0.188276398,0.329968944,0.196040373,0.080357143,0.548795944,0.381495564,0.057034221,0.010139417,0.002534854,602.838,0,4,21,159.2088999,0.190993789
E01002071,0,0,0,0,6,6,10,100,7,10,7,10,0,0.237298267,0.193066348,0.229527794,0.25343694,0.086670652,0.674074074,0.287407407,0.031111111,0.007407407,0,276.049,3,6,15,155.1948052,0.193664077
E01002072,0,0,0,0,5,10,10,100,7,10,8,10,0,0.172073343,0.270333803,0.219087917,0.208274565,0.130230371,0.676470588,0.279411765,0.039705882,0.004411765,0,223.187,2,7,18,117.0610897,0.406205924
E01002073,0,0,0,0,6,8,10,100,8,10,8,10,0,0.213727679,0.191964286,0.282924107,0.219866071,0.091517857,0.635829662,0.306901615,0.054331865,0.002936858,0,342.695,1,2,19,161.4414414,0.181361607
E01002074,0,0,0,0,7,6,10,100,8,10,7,10,0,0.261152014,0.165439584,0.210913816,0.263750541,0.098744045,0.626619552,0.322732627,0.044758539,0.005889282,0,266.272,2,5,16,174.13273,0.182330013
E01002075,0,0,0,0,7,6,10,100,7,10,7,10,0,0.223381139,0.328987397,0.185571491,0.192959583,0.069100391,0.54789916,0.374789916,0.068907563,0.006722689,0.001680672,1147.58,0,5,17,61.67247387,0.414167753
E01002076,0,0,0,0,10,5,10,100,8,10,8,10,0,0.22061753,0.24750996,0.230577689,0.199701195,0.101593625,0.533646322,0.400625978,0.056338028,0.009389671,0,541.124,0,5,17,184.8987109,0.096613546
E01002077,0,1,0,0,4,8,10,100,7,10,7,10,2.125,0.231574357,0.2599215,0.231138247,0.21936328,0.058002617,0.590379009,0.349854227,0.052478134,0.002915452,0.004373178,180.048,3,8,15,162.3937677,0.340165722
E01002078,0,0,0,0,6,4,10,100,7,10,7,10,0,0.165641814,0.225595696,0.270945427,0.262874712,0.074942352,0.575184017,0.36382755,0.052576236,0.007360673,0.001051525,396.877,4,5,18,92.10619469,0.102997694
E01002079,0,0,0,0,7,5,10,100,8,10,7,10,0,0.201796091,0.188061278,0.255678817,0.263074485,0.091389329,0.489795918,0.417439703,0.079777365,0.009276438,0.003710575,312.31,3,8,17,180.2857143,0.134706815
E01002080,0,0,0,1,6,7,10,100,8,10,8,10,0.159,0.168385766,0.335997937,0.283393502,0.161681279,0.050541516,0.525490196,0.38627451,0.068627451,0.017647059,0.001960784,375.396,3,9,13,61.61423578,0.564981949
E01002081,0,0,0,0,6,8,10,100,8,10,8,10,0,0.181445413,0.286519733,0.180420297,0.231163506,0.120451051,0.632520325,0.312195122,0.042276423,0.011382114,0.001626016,357.39,2,9,17,140.2588066,0.354689903
E01002082,0,0,0,0,8,5,10,100,8,10,8,10,0,0.192468619,0.212552301,0.193305439,0.275313808,0.126359833,0.565140845,0.362676056,0.063380282,0.007042254,0.001760563,650.293,0,3,23,62.11018711,0.443514644
E01002083,0,0,0,0,6,7,10,100,7,10,6,10,0,0.153012864,0.170616114,0.32633717,0.205145565,0.144888287,0.523020258,0.344383057,0.104972376,0.018416206,0.009208103,652.532,0,8,22,95.97141001,0.274881517
E01002084,0,0,0,1,8,5,10,100,8,10,7,10,0.327,0.177639047,0.185017026,0.291146425,0.219636776,0.126560726,0.513731826,0.387722132,0.069466882,0.021001616,0.008077544,467.019,1,6,21,57.67594108,0.376844495
E01002085,0,0,0,0,7,8,10,100,7,10,8,10,0,0.177128117,0.230438521,0.303955288,0.199914015,0.088564058,0.617539586,0.314250914,0.062119367,0.004872107,0.001218027,304.816,2,8,18,178.2375479,0.178417885
E01002086,0,0,0,0,10,4,10,100,8,10,8,10,0,0.183644189,0.196556671,0.227403156,0.246054519,0.146341463,0.492561983,0.396694215,0.094214876,0.016528926,0,643.398,0,3,24,56.94444444,0.466284075
E01002087,0,0,0,0,5,6,10,100,7,10,7,10,0,0.166182452,0.198721673,0.315514236,0.219639744,0.099941894,0.619047619,0.31372549,0.054621849,0.007002801,0.005602241,317.722,2,6,21,150.4370629,0.172574085
E01002088,0,0,0,1,5,6,10,100,7,10,7,10,0.475,0.181063934,0.198145437,0.309419229,0.199121523,0.112249878,0.479651163,0.421511628,0.068313953,0.020348837,0.010174419,252.542,1,5,21,97.33966746,0.148365056
E01002089,0,0,0,0,9,4,10,100,8,10,8,10,0,0.291831357,0.165349144,0.17654809,0.252964427,0.113306983,0.690993789,0.281055901,0.026397516,0.001552795,0,795.673,0,4,22,327.1551724,0.07773386
E01002090,0,0,0,0,14,1,10,76,10,10,10,10,0,0.207277453,0.187784276,0.209876543,0.275503574,0.119558155,0.323917137,0.470809793,0.165725047,0.035781544,0.003766478,193.926,1,1,15,68.18785999,0.256010396
E01002091,0,0,0,0,14,2,10,83,11,10,9,10,0,0.223439211,0.191128149,0.191675794,0.267798467,0.125958379,0.488188976,0.385826772,0.102362205,0.012598425,0.011023622,559.658,0,1,12,87.78846154,0.113910186
E01002092,0,0,0,0,12,5,10,100,9,10,9,10,0,0.26443769,0.172644377,0.266261398,0.231610942,0.065045593,0.6095791,0.322206096,0.059506531,0.007256894,0.001451379,690.191,0,3,10,79.6996124,0.283282675
E01002093,0,0,0,1,12,3,10,100,10,10,8,10,0.438,0.218609865,0.180493274,0.204596413,0.303811659,0.092488789,0.510077519,0.392248062,0.07751938,0.013953488,0.00620155,227.007,1,2,19,78.21131083,0.183295964
E01002094,0,0,0,0,7,4,10,100,8,10,7,10,0,0.195527157,0.2,0.216613419,0.295846645,0.09201278,0.463955638,0.426987061,0.097966728,0.011090573,0,715.668,0,2,18,61.95566112,0.090095847
E01002095,0,0,0,0,5,6,10,100,7,10,6,10,0,0.203680203,0.194162437,0.243020305,0.26142132,0.097715736,0.541390728,0.390728477,0.056291391,0.009933775,0.001655629,738.983,0,4,22,55.57122708,0.180203046
E01002096,0,0,0,0,10,3,10,100,8,10,7,10,0,0.231140616,0.171997586,0.211828606,0.271575136,0.113458057,0.507718696,0.387650086,0.089193825,0.006861063,0.008576329,503.129,0,2,18,89.90775909,0.115872058
E01002097,0,0,0,0,5,6,10,100,7,10,6,10,0,0.253078818,0.206280788,0.211206897,0.253078818,0.07635468,0.523648649,0.390202703,0.076013514,0.010135135,0,235.103,1,3,18,149.6774194,0.104679803
E01002098,0,0,0,0,6,10,10,100,7,10,7,10,0,0.162727887,0.159351789,0.338284943,0.229574612,0.11006077,0.506622517,0.420529801,0.064569536,0.006622517,0.001655629,351.088,2,8,14,75.59979581,2.814989872
E01002099,0,0,0,0,5,7,10,100,7,10,8,10,0,0.218148488,0.200274977,0.249770852,0.24152154,0.090284143,0.639606396,0.306273063,0.043050431,0.011070111,0,240.367,2,7,16,137.9266751,0.174610449
E01002100,0,0,0,0,6,6,10,100,7,10,7,10,0,0.215119229,0.171486555,0.31253171,0.200913242,0.099949264,0.482352941,0.416176471,0.082352941,0.017647059,0.001470588,278.312,1,3,17,139.3917963,0.250634196
E01002101,0,0,0,0,6,5,10,100,7,10,7,10,0,0.194482135,0.179556762,0.325644505,0.235639982,0.064676617,0.461318052,0.428366762,0.097421203,0.011461318,0.001432665,349.684,1,2,14,107.486631,0.118950701
E01002102,0,0,0,0,6,8,10,100,7,10,7,10,0,0.174874372,0.182914573,0.335678392,0.19798995,0.108542714,0.54787234,0.369680851,0.071808511,0.009308511,0.001329787,247.99,1,4,15,62.5,0.37839196
E01002103,0,0,0,1,4,5,10,100,6,10,7,10,0.582,0.17038961,0.224935065,0.285194805,0.20987013,0.10961039,0.496904025,0.385448916,0.105263158,0.010835913,0.001547988,233.536,1,8,17,112.1141526,0.16987013
E01002104,0,0,0,0,8,4,10,100,8,10,7,10,0,0.163253012,0.180120482,0.306626506,0.223493976,0.126506024,0.453093812,0.425149701,0.089820359,0.027944112,0.003992016,571.063,0,3,15,97.81968179,0.210843373
E01002105,0,0,0,0,4,10,10,100,7,10,7,10,0,0.171597633,0.222485207,0.332544379,0.197238659,0.076134122,0.678281069,0.256678281,0.056910569,0.006968641,0.00116144,297.172,3,7,16,193.3638444,0.235897436
E01002106,0,0,0,0,9,3,10,100,8,10,8,10,0,0.197967086,0.172797677,0.1839303,0.267182962,0.178121975,0.115207373,0.420890937,0.351766513,0.086021505,0.026113671,384.242,2,2,10,77.08955224,0.163117135
E01002107,0,0,0,0,11,2,10,100,9,10,8,10,0,0.246197183,0.134647887,0.204507042,0.253521127,0.161126761,0.086956522,0.436521739,0.356521739,0.106086957,0.013913043,818.094,0,2,9,62.58815233,0.241126761
E01002108,0,0,0,0,8,2,10,100,8,10,7,10,0,0.227401933,0.156338829,0.208072769,0.259238204,0.148948266,0.078711986,0.429338104,0.364937388,0.096601073,0.030411449,422.839,2,2,8,87.16551041,0.115406481
E01002109,0,0,0,0,12,3,10,100,9,10,8,10,0,0.213214881,0.134925042,0.185452526,0.272626319,0.193781233,0.091743119,0.403669725,0.373088685,0.094801223,0.036697248,823.821,0,3,7,35.34144427,0.262631871
E01002110,0,0,0,0,11,3,10,100,9,10,8,10,0,0.217391304,0.175699821,0.1935676,0.24836212,0.164979154,0.103321033,0.422509225,0.363468635,0.084870849,0.025830258,819.461,0,3,9,68.95277207,0.194758785
E01002111,0,0.5,0,0.5,7,2,10,100,7,10,7,10,0.734,0.216981132,0.18567753,0.199828473,0.258576329,0.138936535,0.189427313,0.3979442,0.308370044,0.079295154,0.024963289,218.01,2,2,11,85.60939794,0.173670669
E01002112,0,0,0,0,6,5,10,100,7,10,7,10,0,0.194818137,0.149476831,0.192326856,0.254110613,0.209267564,0.140602582,0.368723099,0.335724534,0.106169297,0.048780488,378.225,1,2,10,25.62236691,0.369706029
E01002113,0,0,0,0,11,2,10,100,9,10,8,10,0,0.193737769,0.131767776,0.175472929,0.294846706,0.204174821,0.252086811,0.312186978,0.313856427,0.088480801,0.033388982,541.678,0,1,10,24.90658002,0.377038487
E01002114,0,0,0,0,9,3,10,79,8,7,8,10,0,0.212364323,0.123171307,0.202453988,0.202925908,0.259084474,0.323529412,0.441176471,0.194726166,0.032454361,0.00811359,103.83,2,2,4,7.343869134,0.752241623
E01002115,0,0,0,0,9,3,10,100,8,10,8,10,0,0.175306958,0.154843111,0.201227831,0.273533424,0.195088677,0.139489194,0.438113949,0.332023576,0.078585462,0.011787819,598.634,0,3,11,42.57914609,0.208049113
E01002116,0,0,0,0,10,7,10,100,8,10,7,10,0,0.159574468,0.14893617,0.18498818,0.239361702,0.26713948,0.201470588,0.408823529,0.280882353,0.075,0.033823529,633.536,0,6,14,55.49360446,0.156028369
E01002117,0,0,0,1,4,6,10,100,7,10,7,10,0.235,0.235061076,0.177946517,0.25090789,0.213601849,0.122482668,0.14962963,0.444444444,0.311111111,0.078518519,0.016296296,211.887,1,1,13,71.20357311,0.328161109
E01002118,0,0,0,0,3,10,10,100,6,10,6,10,0,0.209105347,0.140285866,0.253573319,0.22022234,0.176813129,0.331851852,0.460740741,0.167407407,0.032592593,0.007407407,334.056,1,6,13,69.29567131,0.361566967
E01002119,0,1,0,0,6,9,10,100,7,10,7,10,0.428,0.243219209,0.172965763,0.244553135,0.22187639,0.117385505,0.269366197,0.448943662,0.221830986,0.051056338,0.008802817,319.399,1,6,15,96.19332763,0.565584704
E01002120,0,0,0,0,8,9,10,100,8,10,7,10,0,0.239651416,0.176470588,0.184458969,0.246187364,0.153231663,0.426229508,0.368852459,0.163934426,0.032786885,0.008196721,565.976,0,3,12,80.43224299,0.161220044
E01002121,0,0,0,0,9,7,10,100,8,10,8,10,0,0.249062667,0.13765399,0.234065345,0.239957151,0.139260846,0.179487179,0.446886447,0.274725275,0.084249084,0.014652015,604.398,0,5,16,66.08849558,0.148901982
E01002122,0,0,0,0,8,8,10,100,8,10,8,10,0,0.213963964,0.156531532,0.258445946,0.234234234,0.136824324,0.259450172,0.402061856,0.256013746,0.065292096,0.017182131,399.618,1,5,16,86.97355534,0.1875
E01002123,0,1,0,0,4,9,10,100,7,10,7,10,0.582,0.201690141,0.207887324,0.225352113,0.236619718,0.128450704,0.294117647,0.375711575,0.24857685,0.060721063,0.020872865,173.366,1,2,21,103.3178114,0.277183099
E01002124,0,0,0,0,5,3,10,100,7,10,7,10,0,0.244932432,0.190878378,0.233671171,0.227477477,0.103040541,0.146341463,0.493902439,0.284552846,0.069105691,0.006097561,242.594,1,4,17,105.7142857,0.194256757
E01002125,0,0,0,1,4,7,10,100,7,10,7,10,0.59,0.219898248,0.178066704,0.258338044,0.230638779,0.113058225,0.26953125,0.455078125,0.212890625,0.052734375,0.009765625,304.891,1,4,19,104.3657817,0.247032222
E01002126,0,0,0,1,5,8,10,100,7,10,7,10,0.264,0.216216216,0.193988381,0.348825461,0.135387724,0.105582218,0.42394015,0.475477972,0.090606816,0.008312552,0.00166251,235.825,4,9,15,104.3214756,0.583480677
E01002127,0,0,0,0,10,7,10,100,8,10,8,10,0,0.180924855,0.166473988,0.246242775,0.242774566,0.163583815,0.288216561,0.420382166,0.232484076,0.044585987,0.01433121,376.449,1,8,13,62.36481615,0.265895954
E01002128,0,0,0,0,4,10,10,100,6,10,6,10,0,0.205335874,0.178656503,0.309194855,0.195807527,0.111005241,0.410714286,0.479591837,0.088010204,0.017857143,0.003826531,382.768,5,8,16,114.7621651,0.28489757
E01002129,0,0.666666667,0,0.333333333,5,9,10,100,7,10,7,10,0.731,0.213578983,0.178778574,0.334698055,0.19720232,0.075742068,0.429696288,0.436445444,0.113610799,0.016872891,0.003374578,143.933,6,8,17,71.41812865,1.876492665
E01002130,0.333333333,0.333333333,0,0.333333333,6,8,10,100,7,10,7,10,0.903,0.255261107,0.151208106,0.356975838,0.176539361,0.060015588,0.46040724,0.429864253,0.096153846,0.010180995,0.003393665,145.993,1,7,16,77.26588377,1.269680436
E01002131,0,0,0,0,10,4,10,100,9,10,9,10,0,0.219237976,0.174266084,0.22985634,0.222985634,0.153653966,0.370307167,0.421501706,0.170648464,0.035836177,0.001706485,595.478,0,8,15,97.44370055,0.111180512
E01002132,0,0,0,0,10,6,10,100,9,10,9,10,0,0.19471666,0.193864508,0.257775884,0.240306775,0.113336174,0.187198068,0.559178744,0.201690821,0.039855072,0.012077295,637.878,0,2,18,57.87916153,0.247123988
E01002133,0,0,0,0,6,7,10,100,7,10,7,10,0,0.219624026,0.187528657,0.209995415,0.240256763,0.14259514,0.495535714,0.368303571,0.100446429,0.026785714,0.008928571,180.196,1,3,19,55.24316109,0.414030261
E01002134,0,0,0,0,12,2,10,82,9,10,8,10,0,0.174473863,0.202987101,0.249830278,0.215885947,0.156822811,0.140961857,0.512437811,0.258706468,0.064676617,0.023217247,937.499,0,2,15,11.85226907,0.695858792
E01002135,0,0,0,0,7,5,10,100,7,10,7,10,0,0.202386872,0.151168573,0.285430134,0.218299354,0.142715067,0.321156773,0.436834094,0.168949772,0.056316591,0.01674277,317.56,1,2,10,47.80128357,0.370959722
E01002136,0,0,0,1,5,7,10,100,7,10,6,10,0.269,0.228213508,0.150326797,0.216230937,0.258169935,0.147058824,0.239811912,0.501567398,0.203761755,0.05015674,0.004702194,104.828,1,3,18,49.47453517,0.291394336
E01002137,0,0,0,0,10,4,10,100,9,10,8,10,0,0.251250695,0.392996109,0.148971651,0.138410228,0.068371317,0.166666667,0.60042735,0.19017094,0.036324786,0.006410256,843.859,0,5,17,30.33726813,0.549193997
E01002138,0,0,0,0,4,4,10,100,7,10,7,10,0,0.203679369,0.173455979,0.204336399,0.29303548,0.125492773,0.229862475,0.469548134,0.249508841,0.039292731,0.011787819,201.663,2,4,17,103.537415,0.101839685
E01002139,0,0,0,0,12,3,10,76,9,10,8,10,0,0.191860465,0.207848837,0.189680233,0.261627907,0.148982558,0.353413655,0.449799197,0.154618474,0.042168675,0,819.212,0,4,7,59.23374946,0.202761628
E01002140,0,0,0,0,9,3,10,100,8,10,8,10,0,0.215269805,0.157864524,0.190011481,0.263490241,0.173363949,0.204283361,0.484349259,0.258649094,0.039538715,0.013179572,382.957,3,3,7,69.62430056,0.22445465
E01002141,0,0,0,0,10,4,10,100,9,10,8,10,0,0.216582064,0.151720248,0.173716864,0.248166949,0.209813875,0.220588235,0.377941176,0.280882353,0.097058824,0.023529412,525.964,0,3,8,61.86322401,0.222222222
E01002142,0,1,0,0,6,6,10,100,7,10,7,10,0.822,0.202266289,0.132577904,0.20509915,0.267422096,0.192634561,0.196850394,0.396850394,0.28503937,0.092913386,0.028346457,66.644,3,3,8,48.35616438,0.326912181
E01002143,0,0,0,0,11,4,10,100,9,10,8,10,0,0.228432564,0.171931956,0.218104496,0.264884569,0.116646416,0.221172023,0.465028355,0.224952741,0.079395085,0.009451796,675.649,0,3,8,91.03982301,0.078979344
E01002144,0,0,0,0,13,2,10,69,10,9,8,10,0,0.155283505,0.131443299,0.146262887,0.300257732,0.266752577,0.132758621,0.356896552,0.348275862,0.112068966,0.05,718.418,0,3,6,5.24359754,0.392396907
E01002145,0,0,0,0,13,2,10,100,11,10,9,10,0,0.170509709,0.120752427,0.182645631,0.263956311,0.262135922,0.23296355,0.448494453,0.245641838,0.053882726,0.019017433,639.856,0,3,9,52.50079643,0.290048544
E01002146,0,0,0,0,8,3,10,100,8,5,7,10,0,0.186428571,0.135,0.170714286,0.282142857,0.225714286,0.078998073,0.360308285,0.418111753,0.105973025,0.036608863,488.257,1,2,2,16.63102875,0.215
E01002147,0,0,0,0,13,2,10,78,9,5,8,10,0,0.142638037,0.125,0.134202454,0.279141104,0.319018405,0.081673307,0.328685259,0.364541833,0.161354582,0.06374502,607.894,0,2,2,20.84065846,0.196319018
E01002148,0,0,0,0,8,3,10,100,8,7,7,10,0,0.173975557,0.143062545,0.163910855,0.316319195,0.202731848,0.087576375,0.397148676,0.391038697,0.095723014,0.028513238,370.106,1,2,5,41.44815256,0.138030194
E01002149,0,0,0,0,11,2,10,75,9,9,8,10,0,0.165501166,0.108003108,0.132090132,0.297591298,0.296814297,0.054279749,0.302713987,0.475991649,0.139874739,0.027139875,717.366,0,1,6,43.67153037,0.125097125
E01002150,0,0,0.5,0.5,5,4,10,100,7,7,6,10,0.482,0.21677615,0.13542193,0.215765538,0.220818595,0.211217787,0.240762813,0.502979738,0.213349225,0.034564958,0.008343266,126.122,2,2,5,47.66377649,0.510864073
E01002151,0,0,0,0,9,6,10,100,9,10,7,10,0,0.230366492,0.163612565,0.185209424,0.255890052,0.164921466,0.311068702,0.465648855,0.18129771,0.030534351,0.011450382,852.997,0,1,8,50.18062397,0.5
E01002152,0,0,0,0,9,5,10,100,8,10,7,10,0,0.169670603,0.131137352,0.167806091,0.261653201,0.269732753,0.153605016,0.393416928,0.327586207,0.090909091,0.034482759,545.553,0,1,6,34.69167745,0.15848353
E01002153,0,0,0,0,9,5,10,100,8,10,8,10,0,0.185396463,0.143753565,0.198516828,0.257273246,0.215059897,0.149350649,0.438311688,0.311688312,0.073051948,0.027597403,611.143,0,4,14,60.17851013,0.197946378
E01002154,0,0,0,0,6,5,10,100,7,10,7,10,0,0.224782609,0.147391304,0.223478261,0.246521739,0.157826087,0.177197802,0.446428571,0.274725275,0.078296703,0.023351648,1324.814,0,0,11,17.49980978,0.180869565
E01002155,0,0,0,0,10,5,10,100,9,10,8,10,0,0.198787879,0.126666667,0.183636364,0.279393939,0.211515152,0.159126365,0.430577223,0.299531981,0.095163807,0.015600624,701.696,0,3,9,22.08244111,0.196969697
E01002156,0,0,0,0,7,8,10,100,8,10,7,10,0,0.185883997,0.132075472,0.15932914,0.291404612,0.231306778,0.075848303,0.383233533,0.391217565,0.103792415,0.045908184,490.362,1,1,13,37.5,0.307477289
E01002157,0,0,0,1,5,9,10,100,7,10,7,10,0.38,0.192350956,0.177727784,0.233970754,0.241844769,0.154105737,0.224283305,0.462057336,0.256323777,0.043844857,0.013490725,240.711,1,2,13,67.50189825,0.262654668
E01002158,0,0,0,0,10,4,10,100,9,10,8,10,0,0.177549523,0.156272927,0.152604549,0.314013206,0.199559795,0.077393075,0.431771894,0.364562118,0.091649695,0.034623218,556.391,0,3,10,45.84594686,0.127659574
E01002159,0,0,0,1,5,9,10,100,7,10,6,10,0.43,0.185324049,0.152115694,0.230316015,0.263524371,0.168719871,0.235036496,0.465693431,0.246715328,0.040875912,0.011678832,298.081,1,3,18,80.23205844,0.237279057
E01002160,0,0,1,0,2,10,10,100,6,10,6,10,0.33,0.236722931,0.167558666,0.290242898,0.217373405,0.0881021,0.365056818,0.454545455,0.159090909,0.018465909,0.002840909,290.897,2,6,17,80.2709848,0.260189378
E01002161,0,0,0,0,4,9,10,100,7,10,6,10,0,0.222010481,0.172463078,0.219628394,0.239637923,0.146260124,0.247252747,0.471153846,0.21978022,0.056318681,0.005494505,327.384,1,2,19,89.05388205,0.307765603
E01002162,0,0,0,0,12,7,10,100,9,10,8,10,0,0.237366003,0.151097499,0.256763655,0.233282287,0.121490556,0.276564774,0.486171761,0.184861718,0.03930131,0.013100437,1161.909,0,2,15,107.1077091,0.126595202
E01002163,0,0,0,0,7,5,10,100,8,10,7,10,0,0.203517588,0.157035176,0.184673367,0.268844221,0.185929648,0.121042831,0.413407821,0.353817505,0.089385475,0.022346369,814.449,0,2,18,64.95308038,0.09861809
E01002164,0,0,0,0,7,7,10,100,8,10,7,10,0,0.233207953,0.150456744,0.239656099,0.238044062,0.138635142,0.260614934,0.502196193,0.210834553,0.017569546,0.008784773,758.375,0,4,13,70.76045627,0.130037614
E01002165,0,1,0,0,7,5,10,100,7,10,7,10,0.485,0.203969129,0.168136714,0.272326351,0.221058434,0.134509372,0.28219697,0.422348485,0.206439394,0.068181818,0.020833333,353.034,2,4,12,88.05825243,0.235942668
E01002166,0,0,0,0,8,4,10,100,8,10,7,10,0,0.19761194,0.174328358,0.221492537,0.259104478,0.147462687,0.173553719,0.44214876,0.272727273,0.088842975,0.022727273,703.394,0,4,9,99.70238095,0.133134328
E01002167,0,0,0,0,7,3,10,100,7,9,7,10,0,0.205555556,0.187037037,0.212345679,0.255555556,0.139506173,0.247379455,0.381551363,0.299790356,0.064989518,0.006289308,580.858,0,2,11,98.60012173,0.186419753
E01002168,0,0,0,0,8,3,10,100,8,10,7,10,0,0.21446384,0.180798005,0.213216958,0.268703242,0.122817955,0.31702544,0.432485323,0.195694716,0.037181996,0.017612524,508.734,0,1,11,91.86712486,0.180174564
E01002169,0,0,0,0,9,5,10,100,8,10,8,10,0,0.173518742,0.188029021,0.23095526,0.242442563,0.165054414,0.259887006,0.45386064,0.229755179,0.037664783,0.018832392,229.667,1,6,12,80.56502679,0.119709794
E01002170,0,0,0,0,11,4,10,100,8,10,8,10,0,0.194338179,0.173680184,0.198928845,0.270849273,0.16220352,0.181372549,0.397058824,0.301470588,0.102941176,0.017156863,955.687,0,1,11,74.68571429,0.10558531
E01002171,0,0,0,0,5,3,10,100,7,10,7,10,0,0.203331419,0.186674325,0.223434808,0.219988512,0.166570936,0.162921348,0.498127341,0.25093633,0.074906367,0.013108614,896.378,0,2,11,92.65566791,0.33026996
E01002172,0,0,0,0,12,2,10,100,9,10,8,10,0,0.242312423,0.141451415,0.227552276,0.236162362,0.152521525,0.154158215,0.448275862,0.298174442,0.079107505,0.020283976,1119.836,0,2,15,45.11653718,1.04797048
E01002173,0,0,0,0,14,1,10,50,10,10,9,10,0,0.168998321,0.170677112,0.214325686,0.240067152,0.205931729,0.100189036,0.419659735,0.349716446,0.094517958,0.035916824,958.827,0,2,14,88.68486352,0.096250699
E01002174,0,0,0,0,13,4,10,100,9,10,8,10,0,0.18360864,0.135324015,0.213468869,0.263659466,0.203939009,0.157349896,0.370600414,0.354037267,0.093167702,0.02484472,1080.403,0,0,13,75.70947571,0.18678526
E01002175,0,0,0,0,7,4,10,100,7,10,7,10,0,0.182320442,0.160911602,0.227209945,0.243093923,0.186464088,0.165024631,0.369458128,0.327586207,0.103448276,0.034482759,977.231,0,1,11,70.25715672,0.256906077
E01002176,0,0,0,0,8,2,10,100,8,10,8,10,0,0.171757925,0.163688761,0.261095101,0.227665706,0.175792507,0.226168224,0.4,0.278504673,0.065420561,0.029906542,436.845,2,2,15,45.50222922,0.313544669
E01002177,0,0,0,0,5,3,10,100,7,10,6,10,0,0.192831541,0.170609319,0.192114695,0.285304659,0.159139785,0.170353982,0.407079646,0.316371681,0.084070796,0.022123894,244.597,2,2,12,68.28193833,0.284587814
E01002178,0,0,0,0,9,2,10,100,8,10,7,10,0,0.173501577,0.2,0.170977918,0.300946372,0.154574132,0.087649402,0.430278884,0.360557769,0.097609562,0.023904382,646.549,0,2,12,77.81050565,0.096529968
E01002179,0,1,0,0,5,9,10,100,7,10,7,10,0.393,0.241858763,0.166483718,0.290523235,0.199780461,0.101353824,0.408805031,0.401257862,0.152201258,0.027672956,0.010062893,100.514,2,3,19,107.4714904,0.403219905
E01002180,0,0,0,0,6,8,10,100,7,10,7,10,0,0.245881384,0.162685338,0.237644152,0.245057661,0.108731466,0.443167305,0.427841635,0.094508301,0.030651341,0.003831418,408.187,1,3,19,62.69042086,0.627265239
E01002181,0,0,0,0,9,6,10,100,8,10,7,10,0,0.224947808,0.145093946,0.264091858,0.237473904,0.128392484,0.284457478,0.469208211,0.18914956,0.045454545,0.011730205,756.451,0,5,16,46.84596577,0.748956159
E01002182,0,0,0,0,4,8,10,100,7,10,6,10,0,0.22645951,0.150659134,0.285310734,0.225988701,0.111581921,0.298984035,0.474600871,0.174165457,0.039187228,0.013062409,241.969,1,8,15,105.9351621,0.336158192
E01002183,0,0,0,0,5,8,10,100,7,10,6,10,0,0.208183453,0.162320144,0.229766187,0.231564748,0.168165468,0.282991202,0.473607038,0.177419355,0.057184751,0.008797654,408.089,2,2,14,119.4414608,0.144334532
