date,London_total,City of London,City of Westminster,London Borough of Barking and Dagenham,London Borough of Barnet,London Borough of Bexley,London Borough of Brent,London Borough of Bromley,London Borough of Camden,London Borough of Croydon,London Borough of Ealing,London Borough of Enfield,London Borough of Hackney,London Borough of Hammersmith and Fulham,London Borough of Haringey,London Borough of Harrow,London Borough of Havering,London Borough of Hillingdon,London Borough of Hounslow,London Borough of Islington,London Borough of Lambeth,London Borough of Lewisham,London Borough of Merton,London Borough of Newham,London Borough of Redbridge,London Borough of Richmond upon Thames,London Borough of Southwark,London Borough of Sutton,London Borough of Tower Hamlets,London Borough of Waltham Forest,London Borough of Wandsworth,Royal Borough of Greenwich,Royal Borough of Kensington and Chelsea,Royal Borough of Kingston upon Thames
2020-08-30,-23.0,,-39.0,-19.0,-21.0,-20.0,-17.0,-22.0,-40.0,-15.0,-17.0,-15.0,-19.0,-36.0,-27.0,-23.0,-13.0,-16.0,-15.0,-29.0,-19.0,-15.0,-21.0,-19.0,-18.0,,-21.0,-19.0,-29.0,-13.0,-27.0,-15.0,,-22.0
2020-08-31,-24.0,-77.0,-47.0,-20.0,-21.0,-20.0,-13.0,-19.0,-45.0,-18.0,-21.0,-21.0,-25.0,-41.0,-22.0,-18.0,-22.0,-17.0,-19.0,-44.0,-28.0,-16.0,-18.0,-16.0,-11.0,-21.0,-27.0,-18.0,-27.0,-13.0,-27.0,-11.0,-27.0,-20.0
2020-09-01,-15.0,-67.0,-40.0,-8.0,-12.0,-6.0,-7.0,-5.0,-36.0,-4.0,-10.0,-8.0,-8.0,-23.0,-10.0,-10.0,-7.0,-5.0,-9.0,-26.0,-13.0,-1.0,-10.0,-9.0,-5.0,-9.0,-16.0,-5.0,-12.0,-3.0,-13.0,-7.0,-12.0,-12.0
2020-09-02,-18.0,-66.0,-43.0,-9.0,-14.0,-9.0,-9.0,-9.0,-41.0,-10.0,-12.0,-11.0,-11.0,-26.0,-17.0,-12.0,-10.0,-10.0,-14.0,-29.0,-17.0,-2.0,-14.0,-16.0,-11.0,-15.0,-19.0,-9.0,-17.0,-4.0,-18.0,-10.0,-14.0,-18.0
2020-09-03,-18.0,-67.0,-44.0,-8.0,-13.0,-6.0,-9.0,-11.0,-39.0,-6.0,-11.0,-10.0,-12.0,-26.0,-15.0,-13.0,-8.0,-7.0,-12.0,-27.0,-15.0,0.0,-15.0,-15.0,-12.0,-9.0,-19.0,-8.0,-17.0,-7.0,-16.0,-10.0,-12.0,-17.0
2020-09-04,-16.0,-65.0,-42.0,-7.0,-10.0,-8.0,-8.0,-9.0,-35.0,-7.0,-11.0,-10.0,-10.0,-26.0,-13.0,-8.0,-9.0,-8.0,-12.0,-23.0,-14.0,-1.0,-11.0,-13.0,-10.0,-10.0,-16.0,-10.0,-14.0,-7.0,-14.0,-10.0,-11.0,-14.0
2020-09-05,-18.0,,-41.0,-10.0,-16.0,-9.0,-12.0,-15.0,-36.0,-10.0,-12.0,-11.0,-13.0,-28.0,-18.0,-12.0,-10.0,-11.0,-10.0,-17.0,-14.0,-7.0,-13.0,-17.0,-12.0,-8.0,-21.0,-16.0,-15.0,-7.0,-18.0,-13.0,-16.0,-15.0
2020-09-06,-18.0,,-41.0,-13.0,-18.0,-15.0,-10.0,-12.0,-36.0,-9.0,-12.0,-9.0,-17.0,-30.0,-20.0,-13.0,-5.0,-11.0,-6.0,-20.0,-16.0,-10.0,-16.0,-17.0,-10.0,,-18.0,-14.0,-26.0,-8.0,-20.0,-11.0,,-19.0
2020-09-07,-14.0,-68.0,-39.0,-7.0,-9.0,-5.0,-6.0,-11.0,-38.0,-8.0,-9.0,-7.0,-10.0,-27.0,-11.0,-7.0,-9.0,-7.0,-9.0,-26.0,-14.0,-3.0,-11.0,-11.0,-6.0,-7.0,-16.0,-7.0,-13.0,-4.0,-16.0,-6.0,-9.0,-14.0
2020-09-08,-15.0,-64.0,-41.0,-8.0,-11.0,-6.0,-8.0,-8.0,-35.0,-4.0,-11.0,-7.0,-10.0,-24.0,-11.0,-7.0,-7.0,-6.0,-12.0,-25.0,-13.0,-1.0,-14.0,-12.0,-3.0,-9.0,-17.0,-10.0,-14.0,-4.0,-15.0,-9.0,-10.0,-17.0
2020-09-09,-16.0,-64.0,-41.0,-2.0,-12.0,-7.0,-6.0,-11.0,-37.0,-8.0,-11.0,-9.0,-8.0,-25.0,-14.0,-7.0,-12.0,-10.0,-13.0,-25.0,-15.0,0.0,-16.0,-15.0,-7.0,-12.0,-16.0,-9.0,-15.0,-5.0,-15.0,-9.0,-14.0,-19.0
2020-09-10,-14.0,-63.0,-40.0,-3.0,-10.0,-5.0,-4.0,-10.0,-34.0,-2.0,-7.0,-3.0,-6.0,-22.0,-10.0,-4.0,-6.0,-5.0,-11.0,-20.0,-10.0,4.0,-13.0,-10.0,-7.0,-8.0,-14.0,-8.0,-13.0,-2.0,-11.0,-5.0,-9.0,-13.0
2020-09-11,-14.0,-63.0,-41.0,-1.0,-10.0,-5.0,-6.0,-6.0,-35.0,-5.0,-10.0,-6.0,-5.0,-25.0,-12.0,-5.0,-6.0,-7.0,-11.0,-23.0,-10.0,2.0,-10.0,-12.0,-6.0,-6.0,-14.0,-10.0,-11.0,-7.0,-11.0,-7.0,-13.0,-14.0
2020-09-12,-17.0,-44.0,-39.0,-8.0,-14.0,-10.0,-12.0,-13.0,-35.0,-9.0,-12.0,-11.0,-13.0,-25.0,-19.0,-7.0,-12.0,-12.0,-9.0,-17.0,-12.0,-6.0,-15.0,-18.0,-9.0,-10.0,-17.0,-15.0,-14.0,-6.0,-17.0,-11.0,-16.0,-12.0
2020-09-13,-17.0,-40.0,-38.0,-9.0,-14.0,-14.0,-9.0,-12.0,-33.0,-10.0,-11.0,-10.0,-12.0,-31.0,-21.0,-13.0,-8.0,-11.0,-8.0,-20.0,-13.0,-9.0,-18.0,-18.0,-10.0,-11.0,-15.0,-16.0,-24.0,-8.0,-19.0,-10.0,-17.0,-18.0
2020-09-14,-13.0,-65.0,-35.0,-4.0,-8.0,-7.0,-3.0,-8.0,-37.0,-7.0,-8.0,-6.0,-9.0,-23.0,-14.0,-4.0,-10.0,-6.0,-9.0,-23.0,-12.0,-3.0,-11.0,-10.0,-2.0,-4.0,-12.0,-9.0,-10.0,-4.0,-15.0,-6.0,-12.0,-10.0
2020-09-15,-14.0,-62.0,-39.0,-6.0,-11.0,-7.0,-8.0,-8.0,-35.0,-5.0,-12.0,-8.0,-9.0,-20.0,-12.0,-6.0,-9.0,-5.0,-13.0,-22.0,-11.0,-2.0,-15.0,-12.0,1.0,-5.0,-14.0,-10.0,-10.0,-5.0,-15.0,-7.0,-12.0,-13.0
2020-09-16,-16.0,-63.0,-40.0,-2.0,-10.0,-8.0,-6.0,-12.0,-38.0,-10.0,-12.0,-8.0,-10.0,-24.0,-15.0,-7.0,-12.0,-8.0,-14.0,-24.0,-13.0,0.0,-16.0,-14.0,-6.0,-12.0,-14.0,-9.0,-14.0,-4.0,-16.0,-7.0,-15.0,-17.0
2020-09-17,-15.0,-63.0,-41.0,-4.0,-8.0,-8.0,-7.0,-10.0,-35.0,-6.0,-9.0,-7.0,-7.0,-18.0,-14.0,-7.0,-8.0,-5.0,-10.0,-24.0,-14.0,6.0,-16.0,-13.0,-9.0,-7.0,-14.0,-10.0,-14.0,-3.0,-14.0,-7.0,-10.0,-16.0
2020-09-18,-14.0,-63.0,-41.0,-1.0,-7.0,-7.0,-8.0,-8.0,-33.0,-6.0,-11.0,-8.0,-5.0,-21.0,-15.0,-4.0,-10.0,-7.0,-11.0,-24.0,-10.0,1.0,-10.0,-14.0,-7.0,-7.0,-14.0,-10.0,-11.0,-5.0,-14.0,-7.0,-10.0,-15.0
2020-09-19,-18.0,-39.0,-38.0,-7.0,-17.0,-12.0,-13.0,-13.0,-33.0,-9.0,-14.0,-13.0,-12.0,-24.0,-22.0,-8.0,-14.0,-13.0,-8.0,-18.0,-14.0,-7.0,-15.0,-18.0,-12.0,-9.0,-18.0,-18.0,-15.0,-6.0,-20.0,-13.0,-13.0,-15.0
2020-09-20,-18.0,-40.0,-39.0,-11.0,-23.0,-15.0,-11.0,-13.0,-32.0,-12.0,-12.0,-10.0,-18.0,-27.0,-25.0,-10.0,-10.0,-12.0,-9.0,-20.0,-15.0,-10.0,-19.0,-18.0,-11.0,-12.0,-14.0,-17.0,-24.0,-7.0,-20.0,-11.0,-18.0,-19.0
2020-09-21,-12.0,-66.0,-38.0,-3.0,-9.0,-6.0,-5.0,-8.0,-38.0,-4.0,-9.0,-6.0,-11.0,-21.0,-14.0,-2.0,-8.0,-4.0,-7.0,-23.0,-12.0,-1.0,-9.0,-9.0,-5.0,-8.0,-12.0,-8.0,-12.0,-3.0,-15.0,-4.0,-10.0,-10.0
2020-09-22,-14.0,-62.0,-41.0,-7.0,-12.0,-5.0,-7.0,-7.0,-34.0,-3.0,-12.0,-9.0,-9.0,-21.0,-14.0,-6.0,-9.0,-5.0,-12.0,-24.0,-12.0,1.0,-15.0,-11.0,-3.0,-5.0,-14.0,-10.0,-11.0,-4.0,-16.0,-6.0,-9.0,-13.0
2020-09-23,-18.0,-67.0,-45.0,-4.0,-15.0,-7.0,-10.0,-12.0,-40.0,-10.0,-13.0,-10.0,-12.0,-26.0,-18.0,-10.0,-13.0,-10.0,-14.0,-28.0,-17.0,-1.0,-16.0,-16.0,-10.0,-13.0,-18.0,-10.0,-17.0,-6.0,-18.0,-10.0,-16.0,-17.0
2020-09-24,-15.0,-66.0,-45.0,-4.0,-11.0,-5.0,-6.0,-7.0,-36.0,-3.0,-9.0,-4.0,-5.0,-23.0,-13.0,-7.0,-6.0,-4.0,-11.0,-22.0,-13.0,3.0,-15.0,-12.0,-11.0,-7.0,-15.0,-9.0,-15.0,-3.0,-14.0,-6.0,-10.0,-16.0
2020-09-25,-13.0,-65.0,-43.0,-1.0,-10.0,-5.0,-5.0,-7.0,-34.0,-3.0,-9.0,-5.0,-4.0,-20.0,-12.0,-3.0,-8.0,-5.0,-9.0,-23.0,-9.0,2.0,-7.0,-12.0,-8.0,-6.0,-12.0,-8.0,-9.0,-6.0,-11.0,-9.0,-11.0,-14.0
2020-09-26,-17.0,-43.0,-40.0,-9.0,-16.0,-11.0,-11.0,-12.0,-36.0,-7.0,-11.0,-11.0,-11.0,-23.0,-21.0,-9.0,-13.0,-10.0,-8.0,-17.0,-13.0,-5.0,-14.0,-18.0,-12.0,-10.0,-16.0,-16.0,-13.0,-7.0,-18.0,-12.0,-17.0,-16.0
2020-09-27,-21.0,-43.0,-45.0,-14.0,-20.0,-17.0,-10.0,-16.0,-37.0,-11.0,-13.0,-13.0,-19.0,-31.0,-25.0,-14.0,-10.0,-12.0,-13.0,-24.0,-19.0,-13.0,-19.0,-20.0,-14.0,-16.0,-17.0,-16.0,-28.0,-13.0,-23.0,-19.0,-24.0,-22.0
2020-09-28,-13.0,-67.0,-40.0,-4.0,-18.0,-4.0,-4.0,-6.0,-37.0,-3.0,-6.0,-6.0,-13.0,-24.0,-14.0,-5.0,-9.0,-4.0,-7.0,-25.0,-13.0,-2.0,-12.0,-10.0,-5.0,-5.0,-12.0,-5.0,-13.0,-2.0,-14.0,-3.0,-9.0,-12.0
2020-09-29,-15.0,-66.0,-43.0,-9.0,-14.0,-5.0,-8.0,-6.0,-35.0,-4.0,-12.0,-9.0,-9.0,-24.0,-14.0,-5.0,-10.0,-6.0,-12.0,-26.0,-12.0,-1.0,-14.0,-12.0,-5.0,-9.0,-15.0,-10.0,-12.0,-6.0,-14.0,-10.0,-13.0,-15.0
2020-09-30,-17.0,-67.0,-44.0,-3.0,-15.0,-6.0,-8.0,-11.0,-39.0,-8.0,-12.0,-8.0,-9.0,-25.0,-17.0,-8.0,-12.0,-8.0,-12.0,-27.0,-16.0,-1.0,-16.0,-15.0,-11.0,-13.0,-17.0,-8.0,-17.0,-7.0,-17.0,-9.0,-16.0,-16.0
2020-10-01,-12.0,-64.0,-41.0,-1.0,-7.0,-3.0,-3.0,-6.0,-33.0,-1.0,-6.0,-3.0,-3.0,-20.0,-11.0,-4.0,-3.0,-2.0,-7.0,-20.0,-10.0,6.0,-12.0,-8.0,-8.0,-6.0,-13.0,-7.0,-12.0,-1.0,-11.0,-4.0,-10.0,-11.0
2020-10-02,-20.0,-68.0,-44.0,-11.0,-18.0,-12.0,-15.0,-9.0,-41.0,-7.0,-18.0,-14.0,-14.0,-28.0,-24.0,-14.0,-15.0,-13.0,-16.0,-30.0,-17.0,-6.0,-13.0,-21.0,-21.0,-10.0,-21.0,-13.0,-21.0,-16.0,-16.0,-15.0,-19.0,-16.0
2020-10-03,-16.0,-40.0,-37.0,-10.0,-12.0,-8.0,-10.0,-6.0,-37.0,-3.0,-11.0,-10.0,-13.0,-20.0,-19.0,-9.0,-9.0,-12.0,-8.0,-12.0,-11.0,-7.0,-13.0,-15.0,-14.0,-4.0,-19.0,-11.0,-16.0,-8.0,-16.0,-11.0,-16.0,-10.0
2020-10-04,-26.0,-53.0,-47.0,-20.0,-28.0,-20.0,-18.0,-17.0,-45.0,-13.0,-17.0,-17.0,-30.0,-31.0,-30.0,-19.0,-18.0,-17.0,-23.0,-27.0,-25.0,-17.0,-26.0,-25.0,-22.0,-19.0,-25.0,-21.0,-38.0,-17.0,-31.0,-25.0,-31.0,-23.0
2020-10-05,-13.0,-66.0,-35.0,-5.0,-10.0,-7.0,-5.0,-6.0,-38.0,-3.0,-7.0,-7.0,-13.0,-23.0,-14.0,-5.0,-8.0,-6.0,-7.0,-25.0,-13.0,-5.0,-12.0,-8.0,-9.0,-4.0,-14.0,-6.0,-15.0,-6.0,-16.0,-4.0,-10.0,-13.0
2020-10-06,-15.0,-64.0,-37.0,-8.0,-12.0,-6.0,-9.0,-2.0,-35.0,-3.0,-12.0,-9.0,-13.0,-21.0,-15.0,-6.0,-8.0,-9.0,-11.0,-25.0,-13.0,-2.0,-18.0,-4.0,-4.0,-6.0,-16.0,-8.0,-14.0,-4.0,-16.0,-9.0,-11.0,-15.0
2020-10-07,-15.0,-63.0,-36.0,-1.0,-11.0,-8.0,-7.0,-6.0,-36.0,-5.0,-10.0,-8.0,-11.0,-23.0,-14.0,-6.0,-7.0,-8.0,-12.0,-25.0,-12.0,1.0,-17.0,-13.0,-7.0,-7.0,-16.0,-6.0,-16.0,-4.0,-14.0,-3.0,-12.0,-14.0
2020-10-08,-16.0,-63.0,-40.0,-7.0,-13.0,-7.0,-9.0,-8.0,-36.0,-3.0,-9.0,-6.0,-10.0,-22.0,-16.0,-9.0,-7.0,-7.0,-11.0,-23.0,-14.0,0.0,-18.0,-13.0,-13.0,-4.0,-19.0,-10.0,-18.0,-5.0,-14.0,-8.0,-14.0,-16.0
2020-10-09,-14.0,-64.0,-37.0,-2.0,-10.0,-4.0,-8.0,-4.0,-32.0,-3.0,-11.0,-8.0,-6.0,-19.0,-15.0,-5.0,-8.0,-8.0,-12.0,-23.0,-10.0,-1.0,-11.0,-12.0,-12.0,-6.0,-14.0,-9.0,-14.0,-8.0,-13.0,-8.0,-12.0,-13.0
2020-10-10,-16.0,-33.0,-33.0,-11.0,-10.0,-9.0,-12.0,-6.0,-34.0,-6.0,-12.0,-10.0,-11.0,-20.0,-19.0,-6.0,-10.0,-13.0,-8.0,-12.0,-12.0,-6.0,-15.0,-15.0,-13.0,-4.0,-17.0,-13.0,-14.0,-7.0,-16.0,-11.0,-15.0,-9.0
2020-10-11,-18.0,-32.0,-33.0,-15.0,-18.0,-17.0,-11.0,-12.0,-33.0,-10.0,-10.0,-11.0,-22.0,-28.0,-23.0,-11.0,-9.0,-13.0,-9.0,-19.0,-15.0,-12.0,-22.0,-16.0,-13.0,-10.0,-17.0,-17.0,-26.0,-10.0,-19.0,-13.0,-18.0,-18.0
2020-10-12,-17.0,-68.0,-39.0,-12.0,-12.0,-11.0,-9.0,-8.0,-41.0,-8.0,-13.0,-10.0,-15.0,-25.0,-19.0,-8.0,-12.0,-10.0,-12.0,-30.0,-19.0,-9.0,-17.0,-13.0,-12.0,-12.0,-21.0,-11.0,-19.0,-8.0,-20.0,-10.0,-18.0,-17.0
2020-10-13,-19.0,-67.0,-42.0,-16.0,-14.0,-12.0,-12.0,-6.0,-39.0,-7.0,-12.0,-13.0,-18.0,-23.0,-18.0,-8.0,-12.0,-10.0,-15.0,-27.0,-19.0,-6.0,-18.0,-16.0,-11.0,-9.0,-23.0,-12.0,-21.0,-13.0,-19.0,-13.0,-15.0,-17.0
2020-10-14,-14.0,-64.0,-37.0,-1.0,-10.0,-5.0,-7.0,-4.0,-35.0,-4.0,-9.0,-8.0,-7.0,-21.0,-15.0,-6.0,-8.0,-9.0,-13.0,-22.0,-13.0,0.0,-15.0,-11.0,-6.0,-6.0,-17.0,-6.0,-16.0,-4.0,-13.0,-3.0,-12.0,-11.0
2020-10-15,-13.0,-63.0,-38.0,-3.0,-7.0,-5.0,-5.0,-3.0,-31.0,0.0,-5.0,-3.0,-6.0,-17.0,-12.0,-5.0,-4.0,-4.0,-8.0,-19.0,-14.0,3.0,-15.0,-11.0,-9.0,-3.0,-17.0,-7.0,-15.0,-2.0,-10.0,-3.0,-8.0,-9.0
2020-10-16,-10.0,-61.0,-36.0,1.0,-6.0,-2.0,-3.0,1.0,-28.0,1.0,-5.0,-3.0,-1.0,-18.0,-10.0,-1.0,-5.0,-5.0,-9.0,-19.0,-7.0,3.0,-7.0,-8.0,-5.0,-1.0,-11.0,-5.0,-8.0,-5.0,-8.0,-4.0,-7.0,-8.0
2020-10-17,-16.0,-39.0,-35.0,-9.0,-11.0,-8.0,-13.0,-7.0,-34.0,-5.0,-8.0,-10.0,-11.0,-21.0,-20.0,-8.0,-12.0,-13.0,-6.0,-13.0,-12.0,-8.0,-14.0,-16.0,-12.0,-4.0,-18.0,-14.0,-13.0,-7.0,-17.0,-11.0,-12.0,-12.0
2020-10-18,-18.0,-41.0,-37.0,-15.0,-14.0,-14.0,-11.0,-13.0,-34.0,-11.0,-9.0,-13.0,-16.0,-29.0,-21.0,-12.0,-7.0,-13.0,-8.0,-20.0,-16.0,-11.0,-22.0,-18.0,-12.0,-11.0,-18.0,-16.0,-27.0,-10.0,-17.0,-13.0,-18.0,-17.0
2020-10-19,-14.0,-66.0,-36.0,-6.0,-7.0,-8.0,-5.0,-7.0,-37.0,-5.0,-8.0,-7.0,-10.0,-23.0,-16.0,-5.0,-9.0,-6.0,-10.0,-24.0,-14.0,-6.0,-12.0,-11.0,-8.0,-7.0,-16.0,-8.0,-15.0,-4.0,-16.0,-5.0,-8.0,-14.0
2020-10-20,-15.0,-64.0,-38.0,-8.0,-10.0,-7.0,-8.0,-4.0,-34.0,-4.0,-9.0,-9.0,-11.0,-22.0,-13.0,-6.0,-7.0,-8.0,-13.0,-23.0,-15.0,-2.0,-17.0,-12.0,-4.0,-6.0,-17.0,-9.0,-14.0,-7.0,-14.0,-8.0,-10.0,-14.0
2020-10-21,-21.0,-66.0,-42.0,-8.0,-15.0,-11.0,-13.0,-13.0,-42.0,-12.0,-17.0,-13.0,-17.0,-26.0,-21.0,-14.0,-17.0,-14.0,-18.0,-29.0,-19.0,-9.0,-21.0,-19.0,-17.0,-15.0,-25.0,-11.0,-26.0,-11.0,-18.0,-13.0,-18.0,-21.0
2020-10-22,-12.0,-63.0,-37.0,-1.0,-5.0,-7.0,-1.0,-5.0,-31.0,-1.0,-4.0,-2.0,-4.0,-19.0,-10.0,-4.0,-2.0,-2.0,-7.0,-19.0,-13.0,3.0,-14.0,-8.0,-7.0,-2.0,-16.0,-6.0,-16.0,0.0,-10.0,-3.0,-5.0,-9.0
2020-10-23,-12.0,-62.0,-35.0,-2.0,-5.0,-8.0,-6.0,-5.0,-30.0,-3.0,-7.0,-5.0,-3.0,-20.0,-10.0,-1.0,-6.0,-6.0,-11.0,-20.0,-9.0,0.0,-10.0,-9.0,-9.0,-5.0,-13.0,-9.0,-14.0,-6.0,-10.0,-4.0,-9.0,-11.0
2020-10-24,-18.0,-39.0,-36.0,-11.0,-12.0,-11.0,-16.0,-10.0,-37.0,-9.0,-12.0,-13.0,-14.0,-20.0,-22.0,-10.0,-13.0,-15.0,-10.0,-15.0,-15.0,-9.0,-17.0,-18.0,-16.0,-9.0,-19.0,-18.0,-20.0,-9.0,-18.0,-13.0,-17.0,-13.0
2020-10-25,-16.0,-37.0,-32.0,-13.0,-10.0,-16.0,-8.0,-11.0,-31.0,-10.0,-5.0,-9.0,-15.0,-23.0,-21.0,-10.0,-8.0,-12.0,-8.0,-17.0,-14.0,-10.0,-20.0,-14.0,-13.0,-9.0,-15.0,-14.0,-25.0,-9.0,-19.0,-8.0,-13.0,-16.0
2020-10-26,-14.0,-66.0,-32.0,-10.0,-8.0,-10.0,-6.0,-4.0,-35.0,-4.0,-8.0,-9.0,-13.0,-22.0,-15.0,-7.0,-11.0,-6.0,-11.0,-26.0,-16.0,-7.0,-14.0,-10.0,-11.0,-7.0,-15.0,-6.0,-18.0,-6.0,-16.0,-3.0,-8.0,-11.0
2020-10-27,-19.0,-64.0,-41.0,-15.0,-15.0,-12.0,-12.0,-4.0,-36.0,-6.0,-14.0,-13.0,-16.0,-23.0,-17.0,-14.0,-10.0,-11.0,-17.0,-28.0,-18.0,-9.0,-20.0,-14.0,-12.0,-11.0,-20.0,-12.0,-22.0,-11.0,-19.0,-13.0,-16.0,-14.0
2020-10-28,-16.0,-63.0,-38.0,-8.0,-9.0,-9.0,-7.0,-6.0,-35.0,-5.0,-12.0,-8.0,-11.0,-21.0,-14.0,-8.0,-8.0,-10.0,-14.0,-26.0,-15.0,-1.0,-19.0,-13.0,-10.0,-11.0,-19.0,-7.0,-22.0,-6.0,-17.0,-7.0,-12.0,-15.0
2020-10-29,-17.0,-64.0,-42.0,-10.0,-12.0,-8.0,-9.0,-7.0,-35.0,-4.0,-11.0,-6.0,-10.0,-21.0,-18.0,-13.0,-7.0,-7.0,-12.0,-25.0,-18.0,-4.0,-18.0,-13.0,-14.0,-8.0,-20.0,-10.0,-24.0,-7.0,-14.0,-7.0,-14.0,-15.0
2020-10-30,-11.0,-61.0,-35.0,-2.0,-8.0,-4.0,-3.0,1.0,-29.0,0.0,-6.0,-3.0,-5.0,-22.0,-11.0,-5.0,-3.0,-6.0,-8.0,-19.0,-8.0,1.0,-8.0,-8.0,-10.0,-2.0,-11.0,-5.0,-15.0,-6.0,-10.0,-3.0,-9.0,-11.0
2020-10-31,-15.0,-37.0,-37.0,-9.0,-8.0,-6.0,-10.0,-3.0,-34.0,-5.0,-9.0,-8.0,-12.0,-22.0,-17.0,-6.0,-7.0,-8.0,-5.0,-11.0,-11.0,-5.0,-12.0,-13.0,-12.0,-6.0,-17.0,-11.0,-17.0,-6.0,-13.0,-10.0,-16.0,-14.0
2020-11-01,-16.0,-39.0,-33.0,-9.0,-11.0,-14.0,-6.0,-10.0,-33.0,-9.0,-5.0,-8.0,-15.0,-27.0,-17.0,-8.0,-2.0,-9.0,-6.0,-18.0,-14.0,-8.0,-18.0,-10.0,-9.0,-10.0,-14.0,-12.0,-31.0,-7.0,-18.0,-10.0,-15.0,-16.0
2020-11-02,-9.0,-64.0,-32.0,-2.0,-3.0,-1.0,-1.0,2.0,-35.0,2.0,-3.0,-2.0,-7.0,-21.0,-11.0,0.0,2.0,-1.0,-2.0,-22.0,-11.0,0.0,-9.0,-2.0,-2.0,-3.0,-11.0,0.0,-16.0,0.0,-10.0,1.0,-7.0,-10.0
2020-11-03,-11.0,-60.0,-33.0,-7.0,-6.0,1.0,-4.0,4.0,-32.0,3.0,-6.0,-3.0,-7.0,-19.0,-10.0,-1.0,1.0,-3.0,-6.0,-21.0,-10.0,3.0,-16.0,-4.0,2.0,-1.0,-12.0,-4.0,-17.0,-3.0,-10.0,-2.0,-6.0,-10.0
2020-11-04,-8.0,-57.0,-28.0,3.0,-4.0,2.0,2.0,3.0,-32.0,1.0,-1.0,1.0,-1.0,-13.0,-8.0,2.0,2.0,-2.0,-5.0,-21.0,-8.0,8.0,-15.0,-2.0,0.0,-2.0,-9.0,2.0,-16.0,2.0,-7.0,3.0,-2.0,-9.0
2020-11-05,-18.0,-74.0,-49.0,-6.0,-10.0,-12.0,-8.0,-11.0,-38.0,-6.0,-9.0,-6.0,-4.0,-24.0,-15.0,-12.0,-12.0,-10.0,-13.0,-20.0,-15.0,-1.0,-20.0,-15.0,-13.0,-9.0,-21.0,-15.0,-27.0,-5.0,-12.0,-11.0,-13.0,-25.0
2020-11-06,-15.0,-74.0,-48.0,-1.0,-9.0,-9.0,-4.0,-6.0,-35.0,-3.0,-9.0,-6.0,-1.0,-24.0,-11.0,-7.0,-12.0,-9.0,-10.0,-17.0,-10.0,-1.0,-13.0,-13.0,-7.0,-4.0,-16.0,-13.0,-20.0,-5.0,-8.0,-8.0,-13.0,-17.0
2020-11-07,-18.0,-62.0,-50.0,-8.0,-10.0,-12.0,-11.0,-10.0,-38.0,-9.0,-11.0,-12.0,-6.0,-25.0,-16.0,-10.0,-18.0,-13.0,-8.0,-8.0,-13.0,-6.0,-17.0,-19.0,-13.0,-3.0,-18.0,-18.0,-22.0,-5.0,-12.0,-10.0,-16.0,-19.0
2020-11-08,-23.0,-69.0,-51.0,-15.0,-18.0,-18.0,-10.0,-16.0,-41.0,-17.0,-14.0,-16.0,-17.0,-34.0,-23.0,-15.0,-22.0,-18.0,-21.0,-19.0,-20.0,-14.0,-27.0,-23.0,-13.0,-13.0,-21.0,-20.0,-39.0,-11.0,-27.0,-16.0,-21.0,-26.0
2020-11-09,-19.0,-75.0,-47.0,-8.0,-12.0,-12.0,-8.0,-12.0,-43.0,-10.0,-12.0,-11.0,-14.0,-33.0,-18.0,-9.0,-13.0,-11.0,-13.0,-27.0,-21.0,-9.0,-20.0,-16.0,-12.0,-12.0,-19.0,-12.0,-25.0,-8.0,-18.0,-11.0,-14.0,-21.0
2020-11-10,-16.0,-73.0,-46.0,-9.0,-11.0,-7.0,-5.0,-5.0,-36.0,-3.0,-9.0,-7.0,-8.0,-25.0,-13.0,-4.0,-8.0,-7.0,-11.0,-21.0,-13.0,-1.0,-16.0,-12.0,-5.0,-2.0,-16.0,-11.0,-20.0,-7.0,-12.0,-8.0,-9.0,-18.0
2020-11-11,-17.0,-72.0,-46.0,-2.0,-11.0,-7.0,-4.0,-9.0,-39.0,-7.0,-11.0,-7.0,-9.0,-28.0,-14.0,-6.0,-12.0,-11.0,-12.0,-22.0,-15.0,-2.0,-18.0,-14.0,-7.0,-5.0,-17.0,-3.0,-22.0,-5.0,-12.0,-5.0,-10.0,-19.0
2020-11-12,-13.0,-73.0,-46.0,-2.0,-8.0,-3.0,-1.0,-5.0,-34.0,0.0,-4.0,-2.0,-2.0,-23.0,-11.0,-4.0,-4.0,-2.0,-5.0,-18.0,-12.0,4.0,-15.0,-10.0,-8.0,0.0,-15.0,-7.0,-20.0,-1.0,-7.0,-3.0,-8.0,-17.0
2020-11-13,-11.0,-71.0,-45.0,2.0,-8.0,-1.0,2.0,0.0,-32.0,1.0,-5.0,-2.0,4.0,-23.0,-8.0,4.0,-7.0,-1.0,-4.0,-16.0,-5.0,4.0,-6.0,-8.0,-2.0,0.0,-11.0,-2.0,-15.0,-3.0,-3.0,-3.0,-6.0,-12.0
2020-11-14,-21.0,-63.0,-54.0,-11.0,-17.0,-10.0,-15.0,-10.0,-43.0,-11.0,-15.0,-14.0,-12.0,-32.0,-20.0,-14.0,-17.0,-17.0,-11.0,-12.0,-15.0,-8.0,-17.0,-20.0,-14.0,-9.0,-21.0,-16.0,-26.0,-10.0,-13.0,-13.0,-22.0,-22.0
