objectid,lsoa11cd,lsoa11nm,Borough,All Ages,HubName,HubDist,NUMPOINTS(,NUMPOINT_1,NUMPOINT_2
23431,E01001365,Ealing 026F,Ealing,2265 ,1010005834,1069.407889,0,1,9
23432,E01001362,Ealing 026C,Ealing,2142 ,1010010932,470.6912861,1,3,8
23433,E01001363,Ealing 026D,Ealing,1744 ,1010010932,879.1054292,0,1,7
23434,E01001360,Ealing 026B,Ealing,2024 ,1010010932,307.2081769,1,2,5
23435,E01001361,Ealing 023E,Ealing,2198 ,1010010932,94.4517455,2,2,5
23450,E01001257,Ealing 008A,Ealing,1674 ,1010005833,417.5845201,2,4,12
23451,E01001254,Ealing 030D,Ealing,1607 ,1010007459,444.2629579,1,1,11
23452,E01001255,Ealing 028C,Ealing,1534 ,1010003315,592.6048378,0,6,13
23453,E01001252,Ealing 030B,Ealing,2153 ,1010007459,35.01627429,1,4,11
23454,E01001253,Ealing 030C,Ealing,1841 ,1010007459,459.2615934,1,2,10
23455,E01001250,Ealing 028B,Ealing,2019 ,1010003315,308.076082,3,7,19
23456,E01001251,Ealing 030A,Ealing,1621 ,1010007459,284.3176376,1,2,10
23457,E01001258,Ealing 010B,Ealing,1619 ,1010016516,440.0467677,1,4,15
23458,E01001259,Ealing 014B,Ealing,1377 ,1010010936,535.718335,0,5,11
23508,E01033456,Brent 027F,Brent,2431 ,1010005389,294.4816008,1,1,7
23725,E01002397,Hillingdon 021C,Hillingdon,2091 ,1010005837,426.4589564,1,3,8
23727,E01002396,Hillingdon 026A,Hillingdon,1866 ,1010003312,431.1615551,2,3,10
23729,E01002395,Hillingdon 021B,Hillingdon,1475 ,1010007456,684.0410362,0,3,10
23731,E01002394,Hillingdon 021A,Hillingdon,1731 ,1010007456,549.3459364,1,2,11
23733,E01002393,Hillingdon 020B,Hillingdon,2183 ,1010009170,857.335374,0,1,9
23735,E01002392,Hillingdon 020A,Hillingdon,1833 ,1010007456,1403.467,0,1,9
23756,E01002399,Hillingdon 021E,Hillingdon,1647 ,1010007456,313.245503,1,3,11
23758,E01002398,Hillingdon 021D,Hillingdon,1907 ,1010005837,216.3781965,2,2,9
23848,E01002497,Hillingdon 033B,Hillingdon,2424 ,1010002992,258.3180192,3,4,6
23850,E01002496,Hillingdon 033A,Hillingdon,1877 ,1010005030,260.9841651,1,3,12
23852,E01002495,Hillingdon 010E,Hillingdon,2325 ,1010013962,407.4826044,1,4,10
23854,E01002494,Hillingdon 009C,Hillingdon,1732 ,1010006659,1275.155232,0,0,12
23917,E01001346,Ealing 007B,Ealing,1851 ,1010014919,665.6575904,0,3,11
23918,E01001347,Ealing 007C,Ealing,1779 ,1010004428,202.7923275,1,3,7
23919,E01001344,Ealing 007A,Ealing,2314 ,1010004428,707.7962069,0,1,10
23920,E01001345,Ealing 005D,Ealing,1767 ,1010002989,393.6745517,1,3,8
23921,E01001342,Ealing 005B,Ealing,1874 ,1010002989,554.1172455,0,1,9
23922,E01001343,Ealing 005C,Ealing,1452 ,1010004428,920.930326,0,1,11
23923,E01001340,Ealing 029G,Ealing,1893 ,1010007459,1177.037285,0,0,4
23924,E01001341,Ealing 005A,Ealing,1731 ,1010004428,811.0302767,0,2,11
23925,E01001348,Ealing 007D,Ealing,1576 ,1010014919,1006.255449,0,1,12
23926,E01001349,Ealing 006E,Ealing,1392 ,1010001807,419.4028819,1,5,9
23937,E01001236,Ealing 020E,Ealing,1467 ,1010006503,234.4406881,5,9,24
23938,E01001237,Ealing 031E,Ealing,1520 ,1010006503,524.4291603,0,8,25
23939,E01001234,Ealing 027B,Ealing,1372 ,1010003966,304.6501168,2,7,23
23940,E01001235,Ealing 020D,Ealing,1690 ,1010010654,414.6157964,2,8,27
23941,E01001232,Ealing 031C,Ealing,1517 ,1010003966,795.4030643,0,5,24
23943,E01001230,Ealing 031B,Ealing,1382 ,1010003967,536.0355706,0,7,24
23944,E01001231,Ealing 027A,Ealing,1910 ,1010001810,287.303942,2,5,26
23945,E01001238,Ealing 015B,Ealing,4405 ,1010005860,391.3847636,2,5,14
23946,E01001239,Ealing 015C,Ealing,1486 ,1010005860,389.8734889,2,3,14
24092,E01001198,Ealing 021C,Ealing,1545 ,1010009213,171.7700653,3,7,18
24095,E01001218,Ealing 012A,Ealing,1806 ,1010010936,1105.86457,0,0,10
24138,E01001284,Ealing 022A,Ealing,1484 ,1010008435,307.606797,1,4,10
24158,E01000600,Brent 027E,Brent,3686 ,1010005389,386.5641509,1,2,8
19347,E01000056,Barking and Dagenham 018C,Barking and Dagenham,1675 ,1010000788,627.9084078,0,5,9
19352,E01000053,Barking and Dagenham 020A,Barking and Dagenham,1604 ,1010000408,230.7538426,3,3,9
19355,E01000058,Barking and Dagenham 018D,Barking and Dagenham,1990 ,1010009272,553.4442331,0,4,11
19356,E01000059,Barking and Dagenham 013C,Barking and Dagenham,1649 ,1010000788,718.6187593,0,7,11
19454,E01002366,Havering 023E,Havering,1448 ,1010005537,504.8998379,0,4,13
19455,E01002367,Havering 020E,Havering,1671 ,1010010159,216.2477943,3,6,13
19456,E01002364,Havering 023C,Havering,1466 ,1010013896,562.4045852,0,4,14
19457,E01002365,Havering 023D,Havering,1411 ,1010005537,170.0398322,3,3,12
19458,E01002362,Havering 022D,Havering,1557 ,1010014997,465.97246,1,2,11
19459,E01002363,Havering 020D,Havering,1543 ,1010015072,721.7481942,0,5,13
19461,E01002360,Havering 020B,Havering,1480 ,1010010917,620.6138096,0,5,14
19463,E01002361,Havering 020C,Havering,1993 ,1010015072,243.1325976,3,6,15
19470,E01002368,Havering 028A,Havering,2028 ,1010005532,1799.819111,0,0,6
19471,E01002369,Havering 028B,Havering,2031 ,1010005538,846.813719,0,1,3
19501,E01002256,Havering 018B,Havering,1552 ,1010005539,404.1625378,1,1,5
19502,E01002257,Havering 019C,Havering,1759 ,1010002038,419.2181484,1,5,6
19503,E01002254,Havering 019B,Havering,1575 ,1010005539,318.6026558,1,1,6
19504,E01002255,Havering 022A,Havering,1651 ,1010014997,391.6800579,1,3,13
19505,E01002252,Havering 018A,Havering,1589 ,1010005539,888.9367909,0,1,1
19506,E01002253,Havering 019A,Havering,1577 ,1010005539,1116.252381,0,0,6
19508,E01002250,Havering 017E,Havering,1879 ,1010010915,891.5209825,0,3,14
19510,E01002251,Havering 017F,Havering,1473 ,1010010172,689.6173056,0,1,16
19517,E01002258,Havering 018C,Havering,1782 ,1010005539,742.9979095,0,1,3
19518,E01002259,Havering 018D,Havering,1486 ,1010005539,1080.711307,0,0,3
19629,E01000408,Bexley 004D,Bexley,1852 ,1010000627,614.5528472,0,2,8
19839,E01000036,Barking and Dagenham 010B,Barking and Dagenham,1458 ,1010005532,322.8081074,1,2,8
19840,E01000037,Barking and Dagenham 003B,Barking and Dagenham,1912 ,1010010172,377.1337078,1,2,17
19841,E01000034,Barking and Dagenham 003A,Barking and Dagenham,1640 ,1010010172,1165.276467,0,0,6
19842,E01000035,Barking and Dagenham 010A,Barking and Dagenham,1841 ,1010005532,588.6450365,0,2,9
19844,E01000033,Barking and Dagenham 006A,Barking and Dagenham,1598 ,1010005531,800.9135885,0,1,10
19845,E01000030,Barking and Dagenham 001D,Barking and Dagenham,2396 ,1010008107,133.7053953,1,1,8
19846,E01000031,Barking and Dagenham 002A,Barking and Dagenham,1810 ,1010003191,540.6987601,0,3,12
19847,E01000038,Barking and Dagenham 003C,Barking and Dagenham,1425 ,1010010172,269.8648566,1,1,16
19848,E01000039,Barking and Dagenham 003D,Barking and Dagenham,1710 ,1010010172,726.3360395,0,1,12
19849,E01002346,Havering 030C,Havering,1551 ,1010006288,643.2859841,0,1,2
19850,E01002347,Havering 030D,Havering,1650 ,1010006288,1092.540671,0,0,2
19851,E01002344,Havering 029B,Havering,1818 ,1010006288,1177.156921,0,0,2
19852,E01002345,Havering 030B,Havering,1911 ,1010006288,376.4879533,1,1,2
19853,E01002342,Havering 030A,Havering,1704 ,1010006288,766.900208,0,1,2
19854,E01002343,Havering 029A,Havering,1733 ,1010006288,1243.186373,0,0,2
19856,E01002340,Havering 009F,Havering,1426 ,1010003761,449.2532739,1,7,18
19858,E01002341,Havering 008E,Havering,1304 ,1010014462,486.0369501,1,1,4
19865,E01002348,Havering 029C,Havering,1476 ,1010004353,2189.314158,0,0,2
19866,E01002349,Havering 029D,Havering,1466 ,1010004353,1882.143077,0,0,3
20219,E01002371,Havering 028D,Havering,1687 ,1010005538,364.9103607,1,2,3
20226,E01002378,Havering 010E,Havering,1674 ,1010005535,338.6474666,1,1,9
20227,E01002379,Havering 012D,Havering,1663 ,1010005546,398.9301868,2,2,18
20738,E01000016,Barking and Dagenham 009B,Barking and Dagenham,1724 ,1010005531,264.2056598,1,5,11
20740,E01000017,Barking and Dagenham 009C,Barking and Dagenham,1538 ,1010014848,601.1136957,0,5,11
20743,E01000015,Barking and Dagenham 009A,Barking and Dagenham,2452 ,1010007335,506.0725914,0,5,11
20747,E01000013,Barking and Dagenham 013A,Barking and Dagenham,1855 ,1010007335,175.9070284,3,3,11
20751,E01000090,Barking and Dagenham 020E,Barking and Dagenham,1729 ,1010018670,900.1016549,0,1,7
20752,E01000018,Barking and Dagenham 009D,Barking and Dagenham,1718 ,1010005531,561.495233,0,4,12
20766,E01002326,Havering 005D,Havering,1666 ,1010012801,246.1653605,2,3,7
20767,E01002327,Havering 009A,Havering,1482 ,1010006466,535.4757724,0,3,8
20768,E01002324,Havering 021E,Havering,1471 ,1010014460,570.4352524,0,4,17
20769,E01002325,Havering 011C,Havering,1951 ,1010012801,581.1364959,0,2,8
20770,E01002322,Havering 021C,Havering,1944 ,1010006287,834.6280849,0,3,11
20772,E01002320,Havering 021A,Havering,1467 ,1010014460,231.8343751,2,3,23
20774,E01002321,Havering 021B,Havering,1766 ,1010016804,178.9168973,2,4,19
20780,E01002328,Havering 009B,Havering,1766 ,1010010618,770.6407278,0,2,18
20793,E01002297,Havering 004D,Havering,1652 ,1010015073,553.5557446,0,7,7
20796,E01002296,Havering 007C,Havering,1734 ,1010008077,1339.056221,0,0,2
20798,E01002295,Havering 010C,Havering,1919 ,1010008077,657.285641,0,3,9
20800,E01002294,Havering 007B,Havering,1502 ,1010008077,342.1695689,1,1,6
20802,E01002293,Havering 007A,Havering,2707 ,1010006290,331.5646508,1,3,9
20807,E01002291,Havering 023B,Havering,1654 ,1010013896,210.9610571,1,1,13
20811,E01002290,Havering 025E,Havering,1446 ,1010013896,316.9177648,1,1,14
20823,E01002299,Havering 002E,Havering,1964 ,1010008077,807.575287,0,2,7
20825,E01002298,Havering 007D,Havering,1567 ,1010008077,548.9244078,0,1,8
21185,E01000106,Barking and Dagenham 014D,Barking and Dagenham,2192 ,1010005532,540.8461701,0,4,9
21187,E01000107,Barking and Dagenham 010C,Barking and Dagenham,1803 ,1010005532,656.6317463,0,1,8
21189,E01000104,Barking and Dagenham 014B,Barking and Dagenham,2010 ,1010005532,483.2472413,1,1,9
21191,E01000105,Barking and Dagenham 014C,Barking and Dagenham,2299 ,1010010916,365.4401947,3,4,10
21195,E01000103,Barking and Dagenham 014A,Barking and Dagenham,1689 ,1010005532,829.7042933,0,1,9
21197,E01000100,Barking and Dagenham 004B,Barking and Dagenham,1764 ,1010014848,629.2238775,0,5,13
21199,E01000101,Barking and Dagenham 004C,Barking and Dagenham,1620 ,1010002511,292.1888922,2,4,13
21201,E01000108,Barking and Dagenham 010D,Barking and Dagenham,1892 ,1010005532,104.582804,1,1,8
21203,E01000109,Barking and Dagenham 004D,Barking and Dagenham,2768 ,1010000787,393.6793098,2,4,12
21207,E01000064,Barking and Dagenham 006E,Barking and Dagenham,2204 ,1010005531,386.7026134,1,2,10
21208,E01000065,Barking and Dagenham 007A,Barking and Dagenham,1779 ,1010014848,220.6626882,1,3,12
21209,E01000062,Barking and Dagenham 006D,Barking and Dagenham,2378 ,1010005531,233.9557096,1,4,10
21210,E01000063,Barking and Dagenham 004A,Barking and Dagenham,1843 ,1010014848,303.8269783,2,4,12
21211,E01000060,Barking and Dagenham 006B,Barking and Dagenham,1999 ,1010002511,379.0792952,1,4,11
21212,E01000061,Barking and Dagenham 006C,Barking and Dagenham,1869 ,1010002511,314.407152,2,3,10
21243,E01002306,Havering 003D,Havering,1763 ,1010014462,950.9664993,0,3,4
21244,E01002387,Havering 024B,Havering,1598 ,1010006762,358.3429708,2,4,6
21246,E01002307,Havering 003E,Havering,1844 ,1010008583,687.5778907,0,1,4
21247,E01002386,Havering 022E,Havering,2105 ,1010000405,305.5529643,4,5,9
21248,E01002304,Havering 003C,Havering,1599 ,1010014462,1194.975802,0,0,4
21249,E01002385,Havering 024A,Havering,1640 ,1010010918,1117.522293,0,0,5
21250,E01002305,Havering 005B,Havering,1657 ,1010008583,340.6973607,1,1,4
21251,E01002384,Havering 019D,Havering,1603 ,1010006762,307.0349822,1,5,6
21252,E01002302,Havering 005A,Havering,1681 ,1010008583,340.4388481,2,3,4
21253,E01002383,Havering 010F,Havering,1698 ,1010006290,580.7338151,0,3,10
21254,E01002303,Havering 003B,Havering,2113 ,1010014462,442.8031852,1,2,4
21255,E01002382,Havering 014F,Havering,1954 ,1010005546,398.3880921,2,2,22
21258,E01002300,Havering 007E,Havering,1863 ,1010008077,291.1032335,1,2,9
21259,E01002381,Havering 012F,Havering,1693 ,1010015744,411.200305,2,4,15
21262,E01002301,Havering 003A,Havering,1678 ,1010006466,621.4956744,0,4,4
21263,E01002380,Havering 012E,Havering,2437 ,1010005546,694.2358587,0,3,11
21276,E01002308,Havering 005C,Havering,1821 ,1010008583,165.1658258,1,3,4
21277,E01002389,Havering 024D,Havering,1472 ,1010010918,860.6758147,0,1,6
21278,E01002309,Havering 006A,Havering,1848 ,1010015993,698.5410594,0,2,8
21279,E01002388,Havering 024C,Havering,1633 ,1010010918,680.9594965,0,3,6
21284,E01002266,Havering 027A,Havering,1425 ,1010011531,209.8818262,1,2,7
21285,E01002267,Havering 027B,Havering,1575 ,1010011531,295.5430779,1,2,6
21286,E01002264,Havering 026E,Havering,1684 ,1010014996,620.0231556,0,5,7
21287,E01002265,Havering 025A,Havering,1396 ,1010004353,131.3035492,1,2,6
21288,E01002262,Havering 026C,Havering,1819 ,1010014996,403.3804884,1,4,6
21289,E01002263,Havering 026D,Havering,1637 ,1010004353,586.0927593,0,2,7
21291,E01002260,Havering 026A,Havering,1855 ,1010003762,519.6665697,0,3,11
21293,E01002261,Havering 026B,Havering,1716 ,1010003762,211.1424803,3,3,9
21299,E01002268,Havering 010A,Havering,1436 ,1010008077,974.502446,0,3,8
21300,E01002269,Havering 010B,Havering,1812 ,1010001769,264.5980902,1,1,5
21568,E01000027,Barking and Dagenham 001A,Barking and Dagenham,1846 ,1010008107,394.8479118,1,1,6
21616,E01002376,Havering 012C,Havering,1392 ,1010005546,890.7225205,0,3,11
21617,E01002377,Havering 010D,Havering,1749 ,1010005535,264.8759324,1,2,9
21618,E01002374,Havering 027E,Havering,1630 ,1010005538,472.0610014,1,2,5
21619,E01002375,Havering 028E,Havering,1815 ,1010005538,770.4028048,0,2,5
21620,E01002372,Havering 027C,Havering,1694 ,1010011531,500.0319484,0,2,7
21621,E01002373,Havering 027D,Havering,1661 ,1010005538,523.3326213,0,2,6
21623,E01002370,Havering 028C,Havering,2293 ,1010005538,478.2965548,1,2,3
21881,E01000336,Bexley 003C,Bexley,2110 ,1010000627,591.0538178,0,3,6
21884,E01000335,Bexley 003B,Bexley,2708 ,1010000627,185.8137775,2,2,4
21891,E01002246,Havering 017A,Havering,1865 ,1010010914,217.7870973,1,3,19
21892,E01002247,Havering 017B,Havering,2282 ,1010010914,353.3364098,1,7,19
21893,E01002244,Havering 011A,Havering,1933 ,1010010914,477.1892995,2,11,16
21894,E01002245,Havering 011B,Havering,1634 ,1010005548,473.5636995,3,11,17
21896,E01002243,Havering 013A,Havering,2045 ,1010003761,188.4726293,2,14,17
21907,E01002248,Havering 017C,Havering,1682 ,1010010172,265.3604977,1,2,20
21908,E01002249,Havering 017D,Havering,3980 ,1010010172,408.3918403,1,6,17
21969,E01032742,Havering 013F,Havering,1559 ,1010006056,393.0107935,2,9,21
21972,E01032741,Havering 013E,Havering,2057 ,1010000785,88.63911211,7,12,21
22831,E01000087,Barking and Dagenham 020B,Barking and Dagenham,1620 ,1010018670,355.9154313,2,4,9
22833,E01000086,Barking and Dagenham 013F,Barking and Dagenham,1469 ,1010005533,528.2867476,0,6,10
22834,E01000085,Barking and Dagenham 013E,Barking and Dagenham,1889 ,1010005533,395.2797696,3,5,10
22836,E01000084,Barking and Dagenham 013D,Barking and Dagenham,1426 ,1010005533,240.7747598,3,5,11
22840,E01000082,Barking and Dagenham 007E,Barking and Dagenham,2079 ,1010014848,294.2724258,1,3,15
22841,E01000081,Barking and Dagenham 007D,Barking and Dagenham,1846 ,1010014848,562.3306461,0,1,13
22845,E01000089,Barking and Dagenham 020D,Barking and Dagenham,1886 ,1010018670,928.7450775,0,1,7
22847,E01000088,Barking and Dagenham 020C,Barking and Dagenham,2105 ,1010018670,632.4933979,0,3,7
22858,E01002356,Havering 013C,Havering,2498 ,1010015875,144.9961566,7,12,18
22859,E01002354,Havering 012B,Havering,1390 ,1010006056,647.1801289,0,2,16
22860,E01002355,Havering 014E,Havering,1502 ,1010005546,752.3727184,0,4,19
22861,E01002352,Havering 016D,Havering,2007 ,1010006287,999.5977886,0,6,21
22862,E01002353,Havering 013B,Havering,2135 ,1010000404,271.7809766,5,12,19
22863,E01002350,Havering 016B,Havering,1818 ,1010007336,425.9911211,1,8,19
22865,E01002351,Havering 016C,Havering,1776 ,1010006287,453.6000656,1,5,22
22872,E01002358,Havering 016E,Havering,2256 ,1010007336,468.0031551,1,10,19
22873,E01002359,Havering 020A,Havering,1306 ,1010010917,355.0744627,3,5,13
22885,E01002287,Havering 023A,Havering,1522 ,1010014996,302.5485652,3,4,10
22888,E01002286,Havering 025C,Havering,1606 ,1010004353,507.9519258,0,5,11
22890,E01002285,Havering 025B,Havering,1306 ,1010013896,338.4387769,1,2,9
22891,E01002284,Havering 004C,Havering,2026 ,1010003763,245.5018495,4,5,7
22893,E01002283,Havering 002D,Havering,1670 ,1010008077,1062.978,0,0,7
22895,E01002282,Havering 004B,Havering,2022 ,1010003763,71.58584146,4,5,7
22899,E01002281,Havering 002C,Havering,2495 ,1010015073,675.3880354,0,1,7
22903,E01002280,Havering 004A,Havering,1867 ,1010008078,292.2656756,3,4,6
22916,E01002289,Havering 022B,Havering,1690 ,1010014997,478.3248404,1,1,10
22918,E01002288,Havering 025D,Havering,1571 ,1010004353,296.8494446,1,3,6
22995,E01000465,Bexley 002E,Bexley,1785 ,1010003432,1415.584869,0,0,7
23216,E01002336,Havering 008C,Havering,1636 ,1010014462,558.2701284,0,1,14
23218,E01002337,Havering 012A,Havering,1315 ,1010006056,1041.654607,0,0,17
23219,E01002334,Havering 008B,Havering,1695 ,1010006056,1182.339422,0,1,12
23220,E01002335,Havering 009D,Havering,1606 ,1010014462,769.858567,0,2,13
23221,E01002332,Havering 009C,Havering,1689 ,1010006466,443.6363454,2,3,7
23222,E01002333,Havering 008A,Havering,1348 ,1010014462,216.9019418,1,1,7
23224,E01002330,Havering 011E,Havering,1992 ,1010000407,445.0518727,2,2,16
23226,E01002331,Havering 005E,Havering,1565 ,1010012801,301.656392,1,3,4
23233,E01002338,Havering 009E,Havering,1368 ,1010003761,908.8323921,0,2,19
23234,E01002339,Havering 008D,Havering,1615 ,1010006056,662.6095638,0,5,17
23671,E01000114,Barking and Dagenham 004E,Barking and Dagenham,2437 ,1010010915,296.0635566,2,3,13
23675,E01000112,Barking and Dagenham 002E,Barking and Dagenham,2164 ,1010003191,357.4258277,2,3,14
23679,E01000110,Barking and Dagenham 002C,Barking and Dagenham,1464 ,1010000787,904.8601467,0,3,11
23681,E01000111,Barking and Dagenham 002D,Barking and Dagenham,2052 ,1010000787,338.9466013,1,4,14
23697,E01000079,Barking and Dagenham 009E,Barking and Dagenham,1772 ,1010014848,821.228172,0,5,13
23726,E01002316,Havering 004F,Havering,1952 ,1010015993,342.8226157,1,6,8
23728,E01002317,Havering 014C,Havering,1595 ,1010016804,598.6175042,0,5,20
23730,E01002314,Havering 004E,Havering,1841 ,1010008078,483.0749817,3,5,7
23732,E01002315,Havering 006D,Havering,1827 ,1010015993,709.6892799,0,4,7
23734,E01002312,Havering 001C,Havering,1651 ,1010008078,685.1932273,0,4,5
23736,E01002313,Havering 001D,Havering,2234 ,1010008078,596.2889152,0,3,6
23739,E01002310,Havering 006B,Havering,1814 ,1010015993,282.5235959,2,2,8
23740,E01002391,Havering 018E,Havering,1711 ,1010005539,503.3964692,0,1,5
23743,E01002311,Havering 006C,Havering,1870 ,1010015993,805.0714344,0,2,8
23744,E01002390,Havering 024E,Havering,1416 ,1010010918,511.6296158,0,5,6
23757,E01002318,Havering 014D,Havering,1620 ,1010015072,543.4470847,0,7,14
23759,E01002319,Havering 016A,Havering,1763 ,1010006287,103.2637202,1,3,25
23764,E01002276,Havering 001A,Havering,2163 ,1010008078,840.2025499,0,4,5
23765,E01002277,Havering 002A,Havering,1589 ,1010008077,1430.981922,0,0,6
23766,E01002274,Havering 014B,Havering,1633 ,1010005534,312.5984288,1,4,11
23767,E01002275,Havering 015D,Havering,1325 ,1010010159,673.0261271,0,4,15
23768,E01002272,Havering 014A,Havering,1262 ,1010015744,295.2556698,2,3,20
23769,E01002273,Havering 015C,Havering,1282 ,1010014997,1135.040583,0,0,11
23771,E01002270,Havering 015A,Havering,1671 ,1010005534,513.1378232,0,3,11
23773,E01002271,Havering 015B,Havering,1532 ,1010001769,781.4062931,0,1,10
23780,E01002278,Havering 001B,Havering,1707 ,1010015073,558.3146795,0,4,7
23781,E01002279,Havering 002B,Havering,1745 ,1010015073,946.5898065,0,1,6
24111,E01000014,Barking and Dagenham 013B,Barking and Dagenham,1661 ,1010007335,443.3742515,3,3,12
24113,E01002323,Havering 021D,Havering,1668 ,1010006287,462.7166455,1,3,15
24114,E01002329,Havering 011D,Havering,1752 ,1010010618,377.8644783,2,2,19
24115,E01002292,Havering 022C,Havering,1639 ,1010014997,840.2526627,0,2,11
19540,E01002504,Hillingdon 027D,Hillingdon,2888 ,1010014444,867.4110606,0,4,11
19569,E01002509,Hillingdon 017D,Hillingdon,1425 ,1010001805,797.5568461,0,1,10
19594,E01002466,Hillingdon 010B,Hillingdon,1643 ,1010013962,655.9564313,0,3,15
19595,E01002467,Hillingdon 009B,Hillingdon,1511 ,1010006659,422.7088143,1,7,13
19596,E01002464,Hillingdon 011E,Hillingdon,1591 ,1010009267,701.4766884,0,1,8
19597,E01002465,Hillingdon 009A,Hillingdon,1654 ,1010001213,858.0352815,0,2,16
19598,E01002462,Hillingdon 011D,Hillingdon,1477 ,1010009267,996.5712171,0,0,4
19599,E01002463,Hillingdon 013B,Hillingdon,1529 ,1010009270,667.1427683,0,2,4
19601,E01002460,Hillingdon 011C,Hillingdon,1350 ,1010009267,217.9682741,1,2,7
19602,E01002461,Hillingdon 013A,Hillingdon,1497 ,1010003313,1548.237071,0,0,6
19609,E01002468,Hillingdon 010C,Hillingdon,1774 ,1010001213,611.3252988,0,2,15
19610,E01002469,Hillingdon 010D,Hillingdon,1669 ,1010001213,487.4674557,1,5,16
20374,E01002554,Hillingdon 022F,Hillingdon,3736 ,1010000499,198.4990658,4,4,8
20376,E01002552,Hillingdon 025D,Hillingdon,1689 ,1010002599,573.3759194,2,4,8
20377,E01002553,Hillingdon 025E,Hillingdon,1662 ,1010014150,935.3404109,0,5,10
20379,E01002550,Hillingdon 022E,Hillingdon,1932 ,1010000499,732.9838539,0,5,11
20381,E01002551,Hillingdon 025C,Hillingdon,1990 ,1010014150,475.7272524,1,1,10
20462,E01002444,Hillingdon 031A,Hillingdon,2266 ,1010018565,471.6252892,1,1,2
20463,E01002445,Hillingdon 029A,Hillingdon,1827 ,1010005840,568.9809739,0,2,7
20464,E01002442,Hillingdon 003E,Hillingdon,1550 ,1010009162,1429.210799,0,0,1
20467,E01002440,Hillingdon 003C,Hillingdon,1510 ,1010009162,628.3413039,0,1,1
20469,E01002441,Hillingdon 003D,Hillingdon,1584 ,1010009162,457.5971713,1,1,1
20683,E01002196,Harrow 022D,Harrow,1689 ,1010016094,483.0988862,1,2,13
20685,E01002195,Harrow 022C,Harrow,1669 ,1010016094,153.408809,1,2,14
20687,E01002194,Harrow 022B,Harrow,1718 ,1010016094,567.8223143,0,4,13
20689,E01002193,Harrow 016D,Harrow,1973 ,1010016094,407.9291995,1,4,14
20691,E01002192,Harrow 016C,Harrow,1604 ,1010004201,463.8976914,2,4,11
20695,E01002191,Harrow 022A,Harrow,1937 ,1010016094,766.8937607,0,3,13
20699,E01002190,Harrow 009D,Harrow,1573 ,1010004201,974.2619629,0,1,7
20792,E01002216,Harrow 028C,Harrow,1753 ,1010005028,698.7647354,0,3,15
20797,E01002214,Harrow 031A,Harrow,1896 ,1010005030,253.7483323,1,2,14
20806,E01002210,Harrow 032D,Harrow,1616 ,1010005028,480.1077439,1,3,14
20829,E01032576,Harrow 032E,Harrow,1608 ,1010005030,1038.608152,0,3,16
20830,E01032577,Hillingdon 033E,Hillingdon,1812 ,1010005030,451.6875538,1,2,14
20891,E01002426,Hillingdon 021F,Hillingdon,1966 ,1010009929,630.6247041,0,2,7
20893,E01002427,Hillingdon 018E,Hillingdon,1628 ,1010009929,683.8102762,0,2,8
20895,E01002425,Hillingdon 018D,Hillingdon,1866 ,1010009929,396.7002299,1,1,5
20896,E01002422,Hillingdon 018A,Hillingdon,1530 ,1010009929,175.3889253,1,1,5
20897,E01002423,Hillingdon 018B,Hillingdon,1742 ,1010010934,218.4478468,1,1,7
20899,E01002420,Hillingdon 008C,Hillingdon,1615 ,1010012644,694.358918,0,5,16
20901,E01002421,Hillingdon 008D,Hillingdon,1668 ,1010012644,993.8095509,0,0,14
20908,E01002428,Hillingdon 018F,Hillingdon,1509 ,1010009929,481.3694845,1,1,5
20909,E01002429,Hillingdon 019C,Hillingdon,1478 ,1010010934,1220.623795,0,0,6
21312,E01002406,Hillingdon 027B,Hillingdon,2907 ,1010014444,101.5689572,2,6,11
21316,E01002404,Hillingdon 024E,Hillingdon,2061 ,1010010934,1063.090098,0,0,11
21317,E01002485,Hillingdon 002F,Hillingdon,1987 ,1010015663,191.2078378,2,2,7
21318,E01002405,Hillingdon 027A,Hillingdon,2071 ,1010014444,856.994413,0,1,10
21319,E01002484,Hillingdon 002E,Hillingdon,1363 ,1010015663,640.6549065,0,4,5
21320,E01002402,Hillingdon 024C,Hillingdon,1633 ,1010010934,582.5144123,0,1,7
21321,E01002483,Hillingdon 002D,Hillingdon,2013 ,1010015663,255.3122062,2,3,9
21322,E01002403,Hillingdon 024D,Hillingdon,2345 ,1010010934,714.8465612,0,1,10
21323,E01002482,Hillingdon 001E,Hillingdon,1611 ,1010015663,1033.390677,0,0,5
21326,E01002400,Hillingdon 024A,Hillingdon,1840 ,1010010934,702.6746885,0,1,6
21327,E01002481,Hillingdon 004E,Hillingdon,1607 ,1010015810,789.4258931,0,2,12
21330,E01002401,Hillingdon 024B,Hillingdon,2283 ,1010010934,404.2707883,1,1,9
21331,E01002480,Hillingdon 004D,Hillingdon,1727 ,1010004201,461.4682529,1,3,10
21344,E01002408,Hillingdon 019A,Hillingdon,1638 ,1010009931,407.4168616,1,3,4
21346,E01002409,Hillingdon 019B,Hillingdon,2047 ,1010009931,643.6775615,0,2,5
21833,E01002146,Harrow 004B,Harrow,1400 ,1010005034,488.2569825,1,2,2
21850,E01002149,Harrow 004D,Harrow,1287 ,1010005034,717.3662033,0,1,6
21920,E01002536,Hillingdon 009D,Hillingdon,1564 ,1010005832,518.6772269,0,6,9
