LSOA11 Code,Area,id_count,PointDen,HubDist,NUMPOINTS(,NUMPOINT_1,NUMPOINT_2
E01000447,9.916 ,,,1406.611 ,0 ,0 ,6 
E01000448,4.555 ,,,1044.424 ,0 ,0 ,7 
E01000449,4.566 ,,,1352.393 ,0 ,0 ,8 
E01000351,3.126 ,,,536.217 ,0 ,1 ,9 
E01000443,2.738 ,,,365.836 ,1 ,1 ,10 
E01000445,5.912 ,1 ,0.169 ,482.665 ,1 ,1 ,2 
E01000446,2.801 ,,,616.145 ,0 ,2 ,9 
E01000461,5.411 ,,,687.995 ,0 ,3 ,11 
E01000339,2.552 ,,,306.424 ,1 ,3 ,11 
E01000344,2.264 ,1 ,0.442 ,74.513 ,1 ,2 ,11 
E01000423,2.832 ,,,782.214 ,0 ,1 ,11 
E01000425,3.669 ,,,845.263 ,0 ,1 ,12 
E01000463,2.359 ,,,554.706 ,0 ,3 ,13 
E01000424,3.856 ,,,367.386 ,2 ,5 ,9 
E01000426,2.561 ,,,1242.648 ,0 ,0 ,12 
E01000427,4.072 ,,,1020.451 ,0 ,2 ,10 
E01000457,2.977 ,3 ,1.008 ,278.897 ,3 ,5 ,10 
E01000462,4.630 ,2 ,0.432 ,54.776 ,2 ,3 ,12 
E01000382,5.849 ,,,829.741 ,0 ,1 ,10 
E01000384,2.998 ,,,554.560 ,0 ,4 ,11 
E01000387,3.074 ,,,316.330 ,1 ,1 ,8 
E01000428,8.929 ,,,328.196 ,2 ,4 ,7 
E01000458,3.384 ,,,697.454 ,0 ,5 ,9 
E01000459,3.101 ,,,211.675 ,3 ,4 ,10 
E01000381,20.566 ,,,497.575 ,1 ,1 ,6 
E01000383,27.861 ,,,858.255 ,0 ,2 ,6 
E01000385,5.974 ,1 ,0.167 ,486.476 ,1 ,3 ,8 
E01000386,5.517 ,,,233.357 ,1 ,3 ,10 
E01000587,1.980 ,,,471.882 ,1 ,6 ,16 
E01000589,2.908 ,1 ,0.344 ,578.102 ,1 ,5 ,11 
E01000590,2.669 ,,,534.632 ,0 ,5 ,15 
E01000592,1.980 ,,,584.116 ,0 ,6 ,19 
E01000593,1.807 ,,,380.894 ,1 ,5 ,18 
E01000594,2.429 ,,,310.593 ,2 ,6 ,13 
E01000513,1.680 ,,,693.800 ,0 ,1 ,17 
E01000514,1.569 ,,,915.370 ,0 ,1 ,16 
E01000516,2.460 ,,,667.782 ,0 ,6 ,18 
E01000520,2.427 ,,,680.295 ,0 ,4 ,17 
E01000588,3.501 ,4 ,1.143 ,224.946 ,4 ,6 ,16 
E01000515,3.822 ,,,1176.157 ,0 ,1 ,14 
E01000517,2.294 ,,,329.308 ,2 ,3 ,13 
E01000543,1.961 ,,,336.997 ,2 ,4 ,9 
E01000591,3.225 ,2 ,0.620 ,226.176 ,3 ,4 ,12 
E01033463,4.185 ,,,637.264 ,0 ,3 ,10 
E01000536,3.335 ,1 ,0.300 ,377.286 ,1 ,2 ,13 
E01000538,3.986 ,,,1130.253 ,0 ,0 ,10 
E01000539,2.844 ,,,770.351 ,0 ,2 ,10 
E01000540,3.755 ,,,654.096 ,0 ,2 ,9 
E01000541,2.435 ,,,881.092 ,0 ,1 ,12 
E01000518,5.003 ,,,817.648 ,0 ,1 ,15 
E01000519,7.329 ,,,435.131 ,1 ,1 ,14 
E01000623,1.913 ,1 ,0.523 ,215.666 ,1 ,3 ,15 
E01000624,2.637 ,,,354.784 ,1 ,1 ,8 
E01000629,1.831 ,,,302.931 ,1 ,1 ,12 
E01000480,2.979 ,,,526.030 ,0 ,2 ,16 
E01000484,3.117 ,,,865.279 ,0 ,3 ,9 
E01000485,1.776 ,,,889.722 ,0 ,4 ,9 
E01000486,7.444 ,,,603.270 ,0 ,2 ,15 
E01000487,3.070 ,,,392.433 ,2 ,2 ,15 
E01000572,2.153 ,,,941.222 ,0 ,4 ,8 
E01000573,2.357 ,,,302.173 ,2 ,2 ,13 
E01000574,2.204 ,,,772.226 ,0 ,3 ,10 
E01000575,2.698 ,2 ,0.741 ,352.101 ,2 ,3 ,12 
E01000577,3.461 ,,,473.006 ,1 ,3 ,13 
E01000562,3.123 ,,,653.070 ,0 ,1 ,14 
E01000563,3.751 ,,,1046.707 ,0 ,1 ,11 
E01000566,2.089 ,,,517.786 ,0 ,1 ,11 
E01000568,8.054 ,2 ,0.248 ,343.144 ,3 ,3 ,14 
E01000569,3.768 ,,,899.969 ,0 ,2 ,11 
E01000479,3.141 ,,,612.934 ,0 ,4 ,16 
E01000481,2.544 ,,,409.933 ,1 ,4 ,17 
E01000482,3.420 ,1 ,0.292 ,292.529 ,1 ,7 ,16 
E01000483,2.257 ,2 ,0.886 ,261.848 ,2 ,5 ,14 
E01000625,2.676 ,,,384.356 ,2 ,4 ,14 
E01000498,2.846 ,,,1204.552 ,0 ,0 ,16 
E01000622,6.261 ,,,587.755 ,1 ,5 ,13 
E01000626,2.074 ,,,399.283 ,3 ,4 ,14 
E01033464,2.412 ,,,694.374 ,0 ,2 ,12 
E01000497,3.019 ,1 ,0.331 ,227.476 ,2 ,3 ,18 
E01000499,5.278 ,,,683.041 ,0 ,1 ,18 
E01000501,1.606 ,,,675.600 ,0 ,2 ,18 
E01000502,3.764 ,,,921.454 ,0 ,3 ,14 
E01000503,4.053 ,,,583.247 ,0 ,3 ,18 
E01000570,1.334 ,,,469.165 ,1 ,4 ,15 
E01000571,3.517 ,,,729.476 ,0 ,8 ,14 
E01000576,2.925 ,,,630.105 ,0 ,4 ,15 
E01000578,3.302 ,,,663.001 ,1 ,6 ,15 
E01000564,2.027 ,1 ,0.493 ,221.633 ,1 ,1 ,14 
E01000565,1.856 ,,,655.105 ,0 ,1 ,9 
E01000607,1.963 ,,,371.798 ,1 ,2 ,10 
E01000608,5.677 ,1 ,0.176 ,483.497 ,1 ,2 ,7 
E01000613,2.177 ,,,256.813 ,1 ,1 ,14 
E01000506,2.939 ,1 ,0.340 ,197.252 ,1 ,4 ,14 
E01000509,1.297 ,,,204.745 ,2 ,3 ,12 
E01000510,1.759 ,2 ,1.137 ,282.249 ,2 ,4 ,11 
E01000511,1.684 ,,,391.513 ,1 ,4 ,13 
E01000627,2.207 ,,,311.288 ,2 ,5 ,12 
E01000628,3.525 ,,,324.983 ,3 ,4 ,12 
E01000553,1.423 ,,,226.489 ,4 ,8 ,17 
E01000554,2.167 ,,,460.612 ,2 ,5 ,17 
E01000555,2.069 ,,,658.575 ,0 ,8 ,16 
E01000556,0.979 ,,,169.450 ,4 ,8 ,21 
E01000557,1.172 ,,,381.589 ,3 ,8 ,20 
E01000558,1.737 ,,,172.197 ,1 ,9 ,26 
E01000567,2.062 ,,,247.604 ,1 ,2 ,5 
E01000606,2.355 ,1 ,0.425 ,294.749 ,2 ,2 ,8 
E01000609,2.481 ,,,452.327 ,1 ,3 ,7 
E01000611,1.230 ,,,183.230 ,1 ,1 ,9 
E01000615,6.647 ,1 ,0.150 ,61.954 ,1 ,6 ,17 
E01000617,2.712 ,,,623.908 ,0 ,5 ,14 
E01000618,1.825 ,,,719.997 ,0 ,1 ,14 
E01000619,2.133 ,,,565.127 ,0 ,1 ,17 
E01033424,4.291 ,5 ,1.165 ,59.014 ,5 ,9 ,15 
E01033457,1.801 ,,,278.965 ,4 ,7 ,15 
E01000504,1.451 ,,,598.915 ,1 ,7 ,14 
E01000505,1.565 ,,,595.419 ,0 ,5 ,15 
E01000507,2.312 ,,,656.613 ,0 ,2 ,14 
E01000512,1.521 ,,,256.993 ,1 ,2 ,15 
E01000559,1.141 ,1 ,0.876 ,212.034 ,2 ,7 ,19 
E01000610,2.858 ,,,888.271 ,0 ,5 ,14 
E01000612,2.559 ,,,451.517 ,1 ,1 ,12 
E01000631,2.529 ,,,647.267 ,0 ,3 ,11 
E01000633,1.646 ,,,388.869 ,2 ,3 ,12 
E01000634,1.686 ,,,489.931 ,3 ,5 ,14 
E01000616,1.707 ,,,309.302 ,2 ,8 ,14 
E01000620,4.390 ,,,932.629 ,0 ,2 ,14 
E01000621,2.135 ,,,1117.179 ,0 ,0 ,12 
E01000635,2.325 ,1 ,0.430 ,60.709 ,3 ,5 ,15 
E01000636,2.131 ,,,617.862 ,0 ,7 ,13 
E01000596,1.898 ,,,561.346 ,0 ,1 ,12 
E01000601,6.964 ,1 ,0.144 ,472.108 ,1 ,2 ,12 
E01000602,1.341 ,,,748.389 ,0 ,2 ,14 
E01000603,1.228 ,,,435.891 ,1 ,1 ,16 
E01000604,1.690 ,,,883.957 ,0 ,3 ,15 
E01000605,1.716 ,,,584.184 ,0 ,1 ,11 
E01000488,1.626 ,,,418.928 ,1 ,4 ,20 
E01000637,0.719 ,,,286.209 ,1 ,5 ,16 
E01000639,0.966 ,,,307.385 ,2 ,4 ,20 
E01000642,1.591 ,2 ,1.257 ,144.625 ,3 ,4 ,21 
E01000644,1.232 ,,,241.772 ,1 ,4 ,15 
E01000490,1.321 ,1 ,0.757 ,334.206 ,3 ,7 ,33 
E01000494,2.192 ,,,396.915 ,2 ,6 ,29 
E01000495,1.719 ,1 ,0.582 ,460.711 ,1 ,9 ,30 
E01000560,2.075 ,,,292.947 ,2 ,8 ,27 
E01000561,1.180 ,,,359.999 ,2 ,6 ,32 
E01000638,2.938 ,,,377.891 ,1 ,2 ,15 
E01000640,1.233 ,1 ,0.811 ,109.456 ,1 ,3 ,17 
E01000641,1.079 ,,,389.843 ,1 ,3 ,17 
E01000643,5.714 ,,,550.326 ,0 ,2 ,12 
E01000508,2.288 ,,,679.985 ,0 ,3 ,12 
E01000521,1.410 ,,,474.004 ,1 ,3 ,8 
E01000522,1.439 ,,,566.938 ,0 ,2 ,10 
E01000526,1.386 ,,,857.390 ,0 ,3 ,10 
E01000527,1.264 ,,,755.750 ,0 ,3 ,9 
E01000528,1.112 ,,,586.764 ,0 ,2 ,10 
E01000471,1.390 ,,,511.117 ,0 ,2 ,9 
E01000474,1.965 ,,,739.772 ,0 ,3 ,12 
E01000476,2.272 ,,,1014.816 ,0 ,0 ,10 
E01000477,3.851 ,,,1604.565 ,0 ,0 ,13 
E01000630,2.861 ,2 ,0.699 ,205.700 ,3 ,3 ,13 
E01000595,1.920 ,,,288.308 ,1 ,1 ,9 
E01000599,0.875 ,,,188.598 ,1 ,1 ,9 
E01000600,20.270 ,,,386.564 ,1 ,2 ,8 
E01033456,2.648 ,1 ,0.378 ,294.482 ,1 ,1 ,7 
E01000545,1.159 ,,,255.586 ,4 ,12 ,34 
E01000546,0.950 ,1 ,1.053 ,86.448 ,3 ,13 ,36 
E01000547,0.758 ,,,206.824 ,6 ,13 ,36 
E01000548,1.082 ,,,213.123 ,5 ,14 ,34 
E01000549,1.112 ,,,446.892 ,8 ,12 ,35 
E01000472,4.328 ,1 ,0.231 ,152.385 ,1 ,2 ,9 
E01000473,1.736 ,,,949.595 ,0 ,4 ,9 
E01000475,3.122 ,1 ,0.320 ,336.912 ,1 ,2 ,9 
E01000478,1.921 ,,,658.232 ,0 ,2 ,9 
E01000632,2.847 ,,,753.553 ,0 ,4 ,9 
E01000489,3.194 ,,,331.216 ,1 ,4 ,21 
E01000491,3.718 ,,,694.502 ,0 ,9 ,30 
E01000492,1.582 ,,,705.456 ,0 ,3 ,21 
E01000493,1.872 ,,,670.410 ,0 ,4 ,17 
E01000581,1.658 ,,,354.783 ,1 ,5 ,27 
E01000523,1.400 ,,,360.821 ,2 ,3 ,9 
E01000524,1.575 ,2 ,1.270 ,301.066 ,2 ,3 ,10 
E01000525,1.561 ,,,389.427 ,2 ,3 ,8 
E01000533,1.867 ,,,292.993 ,2 ,2 ,10 
E01000535,1.880 ,,,594.833 ,0 ,3 ,11 
E01033455,0.621 ,,,254.673 ,2 ,3 ,10 
E01033485,1.445 ,,,235.730 ,2 ,3 ,10 
E01000579,1.128 ,,,357.270 ,3 ,4 ,21 
E01000580,4.455 ,3 ,0.673 ,141.763 ,4 ,11 ,28 
E01000582,1.935 ,,,361.931 ,2 ,7 ,26 
E01000583,1.953 ,,,174.115 ,4 ,11 ,29 
E01000586,1.494 ,2 ,1.339 ,24.305 ,2 ,7 ,26 
E01000530,1.758 ,,,407.234 ,1 ,2 ,15 
E01000531,1.076 ,1 ,0.929 ,158.616 ,1 ,3 ,14 
E01000532,1.027 ,,,327.905 ,1 ,4 ,19 
E01000534,1.536 ,,,608.455 ,0 ,3 ,12 
E01000584,1.258 ,,,335.759 ,1 ,3 ,21 
E01000585,1.003 ,,,262.669 ,2 ,4 ,21 
E01000544,0.721 ,,,722.380 ,0 ,7 ,37 
E01000550,1.424 ,,,335.765 ,4 ,11 ,33 
E01000551,1.367 ,1 ,0.732 ,274.142 ,1 ,12 ,30 
E01000552,0.867 ,,,628.636 ,0 ,11 ,41 
E01000779,11.607 ,1 ,0.086 ,191.995 ,1 ,2 ,11 
E01000780,2.101 ,,,537.515 ,0 ,2 ,7 
E01000781,1.720 ,,,460.156 ,1 ,2 ,9 
E01000782,2.835 ,,,241.974 ,1 ,1 ,8 
E01000783,1.888 ,,,266.357 ,1 ,1 ,6 
E01000785,2.103 ,1 ,0.476 ,175.646 ,1 ,1 ,8 
E01000689,13.862 ,,,803.884 ,0 ,1 ,7 
E01000690,3.326 ,1 ,0.301 ,235.791 ,2 ,3 ,6 
E01000691,2.417 ,1 ,0.414 ,141.875 ,1 ,3 ,5 
E01000692,3.525 ,1 ,0.284 ,105.022 ,2 ,3 ,6 
E01000784,2.239 ,,,536.596 ,0 ,2 ,6 
E01000799,2.161 ,2 ,0.925 ,86.861 ,4 ,8 ,22 
E01000802,1.851 ,,,408.019 ,1 ,6 ,21 
E01000803,2.610 ,,,515.281 ,0 ,6 ,19 
E01000804,6.633 ,,,784.264 ,0 ,6 ,23 
E01000805,1.606 ,,,337.359 ,3 ,5 ,24 
E01000740,7.146 ,1 ,0.140 ,259.531 ,2 ,5 ,20 
E01000741,1.361 ,,,177.500 ,1 ,6 ,19 
E01000742,2.668 ,,,375.234 ,1 ,6 ,20 
E01000745,4.683 ,,,647.517 ,0 ,3 ,20 
E01000746,1.808 ,,,315.178 ,5 ,6 ,16 
E01000709,2.434 ,,,368.553 ,1 ,7 ,18 
E01000710,5.428 ,,,434.852 ,1 ,3 ,21 
E01000711,2.816 ,1 ,0.355 ,433.255 ,1 ,7 ,18 
E01000714,3.321 ,4 ,1.204 ,68.117 ,5 ,6 ,13 
E01000718,3.379 ,,,775.715 ,0 ,2 ,18 
E01000645,7.804 ,,,1380.604 ,0 ,0 ,5 
E01000649,8.540 ,,,1365.056 ,0 ,0 ,4 
E01000694,10.087 ,,,997.023 ,0 ,2 ,5 
E01000695,7.565 ,,,566.936 ,0 ,3 ,4 
E01000696,20.588 ,,,905.052 ,0 ,1 ,4 
E01000697,5.185 ,,,1276.853 ,0 ,0 ,3 
E01000674,2.014 ,,,471.508 ,1 ,5 ,15 
E01000676,3.320 ,2 ,0.602 ,252.274 ,2 ,8 ,14 
E01000820,5.939 ,1 ,0.168 ,273.763 ,1 ,3 ,15 
E01000822,2.219 ,,,327.897 ,2 ,3 ,15 
E01000823,2.444 ,,,363.386 ,2 ,7 ,14 
E01000824,1.654 ,1 ,0.605 ,45.996 ,2 ,5 ,16 
E01000825,1.761 ,,,383.697 ,1 ,8 ,14 
E01000743,3.126 ,1 ,0.320 ,296.675 ,3 ,9 ,23 
E01000744,2.144 ,,,182.420 ,1 ,6 ,22 
E01000796,0.992 ,,,470.979 ,2 ,9 ,20 
E01000798,1.352 ,,,337.686 ,4 ,8 ,19 
E01000800,2.311 ,,,295.623 ,3 ,9 ,23 
E01000806,1.644 ,1 ,0.608 ,123.459 ,2 ,7 ,20 
E01000693,26.653 ,1 ,0.038 ,997.333 ,0 ,0 ,5 
E01000698,11.284 ,,,1074.071 ,0 ,0 ,7 
E01000736,3.970 ,,,741.116 ,0 ,1 ,4 
E01000737,3.682 ,,,415.046 ,1 ,1 ,5 
E01000672,3.270 ,,,1117.203 ,0 ,1 ,16 
E01000673,4.774 ,,,1528.029 ,0 ,0 ,18 
E01000716,4.022 ,,,936.902 ,0 ,1 ,13 
E01000717,3.134 ,,,1376.884 ,0 ,0 ,16 
E01000828,3.413 ,,,1073.598 ,0 ,0 ,15 
E01000712,3.600 ,,,314.632 ,3 ,5 ,13 
E01000713,4.152 ,,,848.558 ,0 ,2 ,13 
E01000715,3.008 ,,,620.778 ,0 ,5 ,8 
E01000770,6.854 ,1 ,0.146 ,403.282 ,1 ,7 ,13 
E01000772,3.231 ,,,443.343 ,1 ,4 ,12 
E01000700,2.001 ,,,543.265 ,1 ,8 ,20 
E01000702,1.384 ,,,254.115 ,2 ,8 ,21 
E01000703,2.411 ,2 ,0.830 ,248.373 ,2 ,7 ,20 
E01000706,3.013 ,,,726.626 ,0 ,7 ,23 
E01000797,6.553 ,1 ,0.153 ,340.798 ,2 ,5 ,22 
E01000729,2.604 ,1 ,0.384 ,173.864 ,1 ,2 ,7 
E01000730,3.730 ,,,576.373 ,0 ,3 ,4 
E01000735,5.141 ,,,828.458 ,0 ,1 ,9 
E01000738,5.152 ,1 ,0.194 ,386.918 ,2 ,2 ,6 
E01000739,2.245 ,,,411.106 ,2 ,3 ,4 
E01000699,1.365 ,1 ,0.733 ,144.552 ,4 ,7 ,18 
E01000701,1.338 ,,,336.988 ,2 ,8 ,24 
E01000704,3.255 ,,,291.682 ,2 ,5 ,21 
E01000705,1.522 ,1 ,0.657 ,143.319 ,1 ,7 ,20 
E01000801,1.852 ,2 ,1.080 ,262.085 ,4 ,10 ,22 
E01000646,3.522 ,1 ,0.284 ,145.561 ,1 ,2 ,14 
E01000647,2.519 ,,,359.515 ,1 ,3 ,14 
E01000648,3.791 ,1 ,0.264 ,426.146 ,1 ,3 ,13 
E01000653,4.973 ,,,756.030 ,0 ,1 ,14 
E01000678,2.992 ,,,525.234 ,2 ,10 ,14 
E01000670,4.840 ,,,346.747 ,2 ,7 ,13 
E01000675,5.766 ,4 ,0.694 ,303.010 ,5 ,10 ,15 
E01000677,3.816 ,1 ,0.262 ,459.380 ,1 ,8 ,14 
E01000762,3.200 ,,,745.295 ,0 ,1 ,13 
E01000829,2.229 ,,,477.316 ,2 ,8 ,14 
E01000719,3.489 ,1 ,0.287 ,378.706 ,1 ,2 ,5 
E01000720,75.056 ,1 ,0.013 ,769.196 ,0 ,2 ,5 
E01000721,2.664 ,,,561.794 ,0 ,1 ,4 
E01000724,4.117 ,,,586.696 ,0 ,1 ,6 
E01000728,27.479 ,2 ,0.073 ,498.080 ,0 ,2 ,6 
E01000651,2.905 ,,,890.746 ,0 ,3 ,9 
E01000668,7.017 ,1 ,0.143 ,88.897 ,1 ,3 ,11 
E01000669,1.732 ,,,408.167 ,1 ,2 ,9 
E01000671,3.429 ,1 ,0.292 ,152.059 ,2 ,7 ,14 
E01000679,2.953 ,,,387.742 ,2 ,4 ,12 
E01000826,5.182 ,,,702.998 ,0 ,1 ,9 
E01000827,3.742 ,1 ,0.267 ,255.101 ,1 ,1 ,14 
E01000830,5.934 ,,,774.225 ,0 ,2 ,14 
E01000831,4.057 ,,,706.153 ,0 ,5 ,13 
E01000833,3.589 ,,,516.799 ,0 ,1 ,12 
E01000650,8.859 ,,,694.485 ,0 ,1 ,9 
E01000652,5.775 ,1 ,0.173 ,174.085 ,1 ,1 ,8 
E01000807,8.006 ,2 ,0.250 ,164.409 ,4 ,4 ,5 
E01000809,5.428 ,,,573.877 ,0 ,4 ,5 
E01000722,5.783 ,,,811.861 ,0 ,2 ,7 
E01000725,3.388 ,,,351.145 ,1 ,1 ,6 
E01000731,2.336 ,,,1017.181 ,0 ,0 ,8 
E01000732,3.542 ,,,1504.050 ,0 ,0 ,11 
E01000733,3.739 ,,,1121.514 ,0 ,1 ,10 
E01000769,12.014 ,,,383.982 ,1 ,3 ,13 
E01000773,3.108 ,,,885.385 ,0 ,7 ,15 
E01000775,11.096 ,1 ,0.090 ,489.397 ,1 ,2 ,15 
E01000777,2.490 ,1 ,0.402 ,335.983 ,2 ,4 ,14 
E01000778,2.064 ,,,301.428 ,1 ,5 ,17 
E01000808,3.338 ,,,991.518 ,0 ,3 ,8 
E01000810,3.718 ,,,529.161 ,0 ,4 ,8 
E01000811,2.986 ,,,327.534 ,3 ,4 ,5 
E01000813,6.097 ,2 ,0.328 ,619.575 ,0 ,4 ,7 
E01000815,4.878 ,,,566.992 ,0 ,4 ,4 
E01000661,9.379 ,,,757.353 ,0 ,1 ,4 
E01000662,5.237 ,,,253.129 ,1 ,1 ,8 
E01000663,3.193 ,,,914.322 ,0 ,1 ,6 
E01000664,7.922 ,,,1027.455 ,0 ,0 ,11 
E01000763,8.454 ,,,887.530 ,0 ,2 ,10 
E01000764,5.062 ,,,900.521 ,0 ,3 ,11 
E01000766,3.693 ,,,421.307 ,1 ,2 ,8 
E01000767,3.163 ,1 ,0.316 ,234.443 ,2 ,2 ,6 
E01000834,2.107 ,,,979.179 ,0 ,2 ,8 
E01000727,3.845 ,1 ,0.260 ,331.230 ,1 ,3 ,5 
E01000734,3.239 ,,,1091.848 ,0 ,1 ,11 
E01000790,5.208 ,3 ,0.576 ,23.041 ,2 ,3 ,6 
E01000812,3.798 ,,,417.831 ,1 ,4 ,9 
E01000814,4.773 ,,,605.361 ,0 ,3 ,9 
E01000723,4.242 ,,,1025.698 ,0 ,0 ,6 
E01000726,2.820 ,,,614.451 ,0 ,1 ,6 
E01000787,3.412 ,,,578.920 ,0 ,2 ,6 
E01000788,3.690 ,,,277.001 ,2 ,4 ,6 
E01000791,4.009 ,,,847.970 ,0 ,4 ,5 
E01000832,8.652 ,,,487.720 ,1 ,4 ,10 
E01000835,3.325 ,3 ,0.902 ,107.550 ,4 ,4 ,9 
E01000836,2.130 ,,,808.407 ,0 ,2 ,9 
E01000837,4.789 ,,,279.462 ,2 ,5 ,9 
E01000838,5.400 ,,,646.712 ,0 ,4 ,7 
E01000839,2.750 ,,,425.780 ,2 ,5 ,8 
E01000840,7.973 ,,,544.361 ,0 ,4 ,8 
E01000841,3.415 ,1 ,0.293 ,152.308 ,3 ,4 ,8 
E01000753,8.707 ,,,1022.716 ,0 ,0 ,9 
E01000754,3.876 ,,,1337.646 ,0 ,0 ,9 
E01000755,3.430 ,,,1345.294 ,0 ,0 ,12 
E01000757,5.427 ,,,1341.321 ,0 ,0 ,10 
E01000758,3.035 ,,,1022.688 ,0 ,0 ,8 
E01000786,9.488 ,1 ,0.105 ,782.804 ,0 ,1 ,5 
E01000789,1.434 ,,,1221.442 ,0 ,0 ,5 
E01000792,3.158 ,,,1149.588 ,0 ,0 ,5 
E01000793,4.667 ,,,716.795 ,0 ,4 ,7 
E01000795,2.858 ,,,212.370 ,1 ,1 ,7 
E01000665,8.337 ,,,1045.999 ,0 ,0 ,6 
E01000666,29.823 ,1 ,0.034 ,669.312 ,0 ,1 ,5 
E01000667,10.570 ,,,456.949 ,1 ,5 ,5 
E01000756,10.132 ,3 ,0.296 ,481.197 ,2 ,4 ,5 
E01000759,46.004 ,,,782.379 ,0 ,1 ,4 
E01000760,5.051 ,1 ,0.198 ,234.504 ,1 ,1 ,7 
E01000761,5.766 ,,,464.046 ,1 ,1 ,5 
E01000765,22.942 ,1 ,0.044 ,491.677 ,1 ,2 ,4 
E01000768,4.831 ,,,433.414 ,2 ,3 ,6 
E01000681,3.141 ,,,734.757 ,0 ,2 ,6 
E01000682,2.783 ,1 ,0.359 ,297.194 ,1 ,2 ,6 
E01000683,2.604 ,,,398.311 ,1 ,1 ,6 
E01000684,4.021 ,,,785.743 ,0 ,3 ,7 
E01000794,4.641 ,,,947.113 ,0 ,3 ,7 
E01000749,92.259 ,,,1391.362 ,0 ,0 ,2 
E01000750,3.109 ,,,878.731 ,0 ,1 ,6 
E01000751,18.397 ,1 ,0.054 ,361.983 ,2 ,4 ,6 
E01000752,13.837 ,,,955.988 ,0 ,1 ,6 
E01000680,82.491 ,1 ,0.012 ,150.711 ,1 ,1 ,1 
E01000685,11.109 ,,,696.195 ,0 ,1 ,6 
E01000686,4.412 ,,,348.609 ,2 ,2 ,4 
E01000687,5.857 ,1 ,0.171 ,327.693 ,1 ,2 ,4 
E01000688,9.199 ,,,823.267 ,0 ,1 ,4 
E01000654,10.599 ,,,403.199 ,1 ,4 ,4 
E01000655,3.806 ,1 ,0.263 ,624.830 ,0 ,1 ,4 
E01000656,34.047 ,,,795.544 ,0 ,2 ,4 
E01000657,3.076 ,1 ,0.325 ,188.609 ,1 ,4 ,4 
E01000659,5.092 ,,,120.972 ,1 ,4 ,4 
E01000907,1.072 ,,,434.873 ,2 ,9 ,28 
E01000908,1.750 ,,,312.400 ,1 ,6 ,23 
E01000909,2.286 ,1 ,0.437 ,85.160 ,1 ,3 ,23 
E01000912,8.961 ,,,639.702 ,0 ,6 ,28 
E01000913,16.170 ,,,500.493 ,0 ,3 ,16 
E01000893,5.278 ,,,410.238 ,2 ,3 ,22 
E01000894,2.217 ,,,342.273 ,1 ,4 ,20 
E01000895,0.981 ,,,152.790 ,1 ,3 ,20 
E01000896,1.511 ,,,493.258 ,1 ,4 ,19 
E01000899,10.826 ,,,477.366 ,1 ,1 ,20 
E01000910,1.302 ,,,459.715 ,1 ,6 ,32 
E01000911,0.881 ,,,346.374 ,1 ,11 ,36 
E01000921,1.244 ,2 ,1.608 ,154.928 ,3 ,8 ,45 
E01000923,0.854 ,,,208.461 ,5 ,9 ,47 
E01000928,2.525 ,3 ,1.188 ,322.167 ,2 ,9 ,41 
E01000878,1.921 ,,,324.070 ,1 ,6 ,31 
E01000879,1.773 ,1 ,0.564 ,253.193 ,1 ,9 ,25 
E01000880,2.037 ,,,613.400 ,0 ,10 ,30 
E01000884,2.452 ,,,554.400 ,0 ,3 ,22 
E01000885,3.043 ,,,431.340 ,1 ,3 ,23 
E01000871,3.063 ,1 ,0.326 ,438.290 ,1 ,9 ,30 
E01000872,1.469 ,1 ,0.681 ,96.201 ,1 ,10 ,27 
E01000873,1.220 ,,,387.354 ,1 ,8 ,35 
E01000874,0.856 ,,,162.590 ,4 ,6 ,34 
E01000877,1.105 ,,,149.712 ,2 ,6 ,32 
E01000886,1.031 ,,,884.004 ,0 ,5 ,30 
E01000887,0.999 ,,,193.639 ,2 ,4 ,23 
E01000888,0.942 ,,,471.871 ,1 ,3 ,25 
E01000892,1.223 ,,,386.104 ,3 ,4 ,28 
E01000903,1.019 ,,,489.657 ,1 ,6 ,32 
E01000889,1.173 ,,,1017.314 ,0 ,8 ,32 
E01000890,0.763 ,,,844.363 ,0 ,4 ,32 
E01000891,0.776 ,,,870.460 ,0 ,11 ,34 
E01000901,1.060 ,,,613.738 ,0 ,9 ,31 
E01000922,1.911 ,,,202.573 ,6 ,11 ,39 
E01000927,1.006 ,2 ,1.988 ,147.420 ,5 ,14 ,32 
E01000881,1.478 ,,,336.173 ,2 ,13 ,29 
E01000882,1.219 ,,,483.718 ,2 ,13 ,27 
E01000883,1.405 ,2 ,1.423 ,164.789 ,6 ,10 ,29 
E01000897,1.980 ,,,496.229 ,1 ,10 ,21 
E01000898,1.705 ,2 ,1.173 ,111.560 ,3 ,4 ,27 
E01000866,1.455 ,,,273.284 ,3 ,16 ,38 
E01000870,1.267 ,,,315.875 ,6 ,11 ,46 
E01000924,0.983 ,,,531.689 ,3 ,10 ,46 
E01000925,0.828 ,,,329.266 ,4 ,10 ,48 
E01000926,0.924 ,,,539.517 ,0 ,13 ,50 
E01000969,1.668 ,3 ,1.799 ,146.861 ,4 ,9 ,35 
E01000970,0.690 ,,,161.563 ,4 ,8 ,36 
E01000971,0.803 ,,,295.945 ,3 ,7 ,34 
E01000972,1.400 ,1 ,0.714 ,247.257 ,3 ,12 ,30 
E01000973,2.355 ,1 ,0.425 ,142.007 ,3 ,15 ,35 
