,time:Treat,"(0, '15,069 < 30,138 ft2 (1,400 < 2,800 m2)')","(0, '3,013 < 15,069 ft2 (280 < 1,400 m2)')","(0, '30,138 ft2 > (2,800 m2)')","(0, '< 3,013 ft2 (280m2)')",FoodPTt,FoodPT15n,FoodPT30n,FoodPT15pct,FoodPT30pct,FoodCyct,FoodCyc15n,FoodCyc30n,FoodCyc45n,FoodCyc60n,FoodCyc15pct,FoodCyc30pct,FoodCyc45pct,FoodCyc60pct,FoodCart,FoodCar15n,NUMPOINTS,PointsDens,NearestDist_mean,NearestDist_median,NUMPOINTS(500m)_mean,NUMPOINTS(500m)_median,NUMPOINT(1km)_mean,NUMPOINT(1km)_median,NUMPOINT(2km)_mean,NUMPOINT(2km)_median,0-18,19-34,35-49,50-64,65+,Total_pop,IMD - Average rank ,IMD - Rank of average rank ,IMD - Average score ,IMD - Rank of average score ,IMD - Proportion of LSOAs in most deprived 10% nationally ,IMD - Rank of proportion of LSOAs in most deprived 10% nationally ,IMD 2019 - Extent ,IMD 2019 - Rank of extent ,IMD 2019 - Local concentration ,IMD 2019 - Rank of local concentration ,Income - Average rank,Income - Rank of average rank,Income - Average score,Income - Rank of average score,Income - Proportion of LSOAs in most deprived 10% nationally,Income - Rank of Proportion of LSOAs in most deprived 10% nationally,Income - Scale,Income - Rank of scale,Employment - Average rank,Employment - Rank of average rank,Employment - Average score,Employment - Rank of average score,Employment - Proportion of LSOAs in most deprived 10% nationally,Employment - Rank of proportion of LSOAs in most deprived 10% nationally,Employment - Scale,Employment - Rank of scale,"Education, Skills and Training - Average rank","Education, Skills and Training - Rank of average rank","Education, Skills and Training - Average score","Education, Skills and Training - Rank of average score","Education, Skills and Training - Proportion of LSOAs in most deprived 10% nationally","Education, Skills and Training - Rank of proportion of LSOAs in most deprived 10% nationally",Health Deprivation and Disability - Average rank,Health Deprivation and Disability - Rank of average rank,Health Deprivation and Disability - Average score,Health Deprivation and Disability - Rank of average score,Health Deprivation and Disability - Proportion of LSOAs in most deprived 10% nationally,Health Deprivation and Disability - Rank of proportion of LSOAs in most deprived 10% nationally,Crime - Average rank,Crime - Rank of average rank,Crime - Average score,Crime - Rank of average score,Crime - Proportion of LSOAs in most deprived 10% nationally,Crime - Rank of proportion of LSOAs in most deprived 10% nationally,Barriers to Housing and Services - Average rank,Barriers to Housing and Services - Rank of average rank,Barriers to Housing and Services - Average score,Barriers to Housing and Services - Rank of average score,Barriers to Housing and Services - Proportion of LSOAs in most deprived 10% nationally,Barriers to Housing and Services - Rank of proportion of LSOAs in most deprived 10% nationally,Living Environment - Average rank,Living Environment - Rank of average rank,Living Environment - Average score,Living Environment - Rank of average score,Living Environment - Proportion of LSOAs in most deprived 10% nationally,Living Environment - Rank of proportion of LSOAs in most deprived 10% nationally,Cars: No cars or vans in household; measures: Value,Cars: 1 car or van in household; measures: Value,Cars: 2 cars or vans in household; measures: Value,Cars: 3 cars or vans in household; measures: Value,Cars: 4 or more cars or vans in household; measures: Value,Total_car,WA_HubDist,WA_NUMPOINTS(500m),WA_NUMPOINTS(1km),WA_NUMPOINTS(2km),pop_den,NNI,z.score,p,expected.mean.distance,observed.mean.distance,Employee,employee/pop
Barriers to Housing and Services - Rank of average score,-0.04536233971655595,0.1246758134219903,0.07699066620719253,-0.15929460502928428,-0.03402651217143597,0.018209125228085037,-0.00942019869686129,0.028172077519047642,0.0015441680357889806,-0.27758704491680936,-0.022858459575045724,-0.07147859339874311,0.0801351149214696,0.07758585982334266,0.07758585982334266,0.009312089473721521,0.07758585982334269,0.07758585982334269,0.07758585982334269,-0.07583423526508563,0.07111652506505661,0.05083782561818497,-0.07829848793188149,-0.009143903457762819,0.014724894330018012,-0.0169500360752321,-0.024249332818454265,-0.03214191976214621,-0.022400581544430188,-0.05146362194284455,-0.07073710913683227,-0.16359007266084474,-0.27478126389361185,0.2715964805878751,0.2512924150680046,0.39101662550575556,-0.30102257513738984,-0.6394982137508101,0.6419985844181697,-0.6096449616995855,0.6325220106045344,-0.2917784537227938,0.4116729898671018,-0.4720596357508411,0.5441710721898447,-0.5254756345960163,0.5139450625064379,-0.5525356571899727,0.5603408171565765,-0.4654468190572073,0.5452489901856417,-0.29141967239682465,0.30803706496583255,-0.5320615654097802,0.39206793237167187,-0.5355197916780895,0.5405467410065206,6.018845875558309e-17,0.501567712282179,0.06378638821385586,0.10252638736360141,-0.48546942968893764,0.3578571623612979,-0.3519724154267387,0.2858852270338195,-0.32145167608927006,0.27358865610861505,,-0.23095054163058934,-0.4547012579868027,0.43440160165323005,-0.4906768459112389,0.4576628876263169,,0.20911806309088013,-0.32191475745528386,0.35642059436051277,-0.25919833168195666,0.3448950922017941,-0.36807434294602276,0.42681285148773795,-0.9207653076741872,0.9877674230113627,-0.804728578607139,1.0,-0.6263947169322321,0.8329184688152736,-0.2117694537952838,0.22141809512260766,-0.2053499779518724,0.21972018251059433,-0.15647041837231776,0.2884125370927461,-0.24236741756965896,0.25355041509742876,0.23411669307319094,0.17204683145086758,0.18083898074587962,0.0022663741016153063,0.009321329602043432,-0.020603047002871393,-0.03327464754787945,-0.05261817553062598,-0.17553425660811464,-0.10486154362936904,-0.09562648269336978,-0.19718831101459236,-0.0966369167189971,-0.11842934379621814,0.15009058736593545,-0.09413137456154808
Barriers to Housing and Services - Proportion of LSOAs in most deprived 10% nationally,-0.06905635711971084,-0.1834108400550869,0.013394444353834595,0.18478512021307275,-0.02791517700371668,0.017546520135424872,-0.09291627765762828,0.09059820456713256,0.12225890990141916,0.1747183453665963,0.019932969400199847,0.13529209535120681,0.07563704801553736,0.055837821715097796,0.055837821715097796,0.06028653973818429,0.055837821715097775,0.055837821715097775,0.055837821715097775,0.21107898980449735,-0.15656592471198344,-0.41579824274575533,0.08552124962476239,0.04703383916051468,0.03518790960928328,0.0024618745830962394,0.014649800081975844,0.0311843697034506,0.020977216991497898,0.02084953873064412,0.03619660117879455,0.32050523707906586,0.05438869518394589,-0.1579304161694488,-0.11315673011472788,-0.2913434783181654,0.06484255521208868,0.5850747583825651,-0.5488968350834144,0.6027389600990145,-0.5568410146617325,0.46329756844228887,-0.5638873702571806,0.558904734792825,-0.5328071403515549,0.4132305273932339,-0.44305171354968825,0.4445027882804148,-0.4169745042430174,0.4751961678132739,-0.40802643284365864,0.22090200276304012,-0.2683562681277652,0.3891483683589635,-0.17499644878031426,0.45418410187989083,-0.45578112593595743,-7.541552067458419e-18,-0.4160971627534988,-0.1707723806125172,-0.14167666201600426,0.2988083090384002,-0.12331385886747476,0.4137925805396098,-0.45848589685017155,0.41786373945195704,-0.4288174142328928,,0.137034943674018,0.3267752457643131,-0.3122313340142451,0.34019737304543896,-0.32801437386838256,,-0.08448829099004793,0.18212103230480037,-0.22214564422751043,0.09466579204851126,-0.20571857189524714,0.17009264051397133,-0.300354253904264,0.8525766774183406,-0.5878921425187427,0.9451281220884793,-0.6263947169322321,1.0,-0.8168968896441442,0.2251313972108512,-0.26771072777982446,0.18751568681520836,-0.27134399179151053,0.04058514159608966,-0.1861760739259207,0.21881109289049072,-0.18944654502030203,-0.2309450894437094,-0.18673473980695676,-0.22878134212875778,-0.16389364806375295,0.03536471172625457,0.0072080109061839065,0.03345901412116668,0.019233116331446365,0.010439710822981136,0.2706247854407652,0.26777666584110865,0.13572358214645763,0.06659384989350958,0.19270836886817846,-0.13667200310953406,0.22423881994242578
Barriers to Housing and Services - Rank of proportion of LSOAs in most deprived 10% nationally,-0.14810070005565198,0.1414582898582439,0.036798645988742815,-0.3223582808643057,0.08759189310605447,-0.17433610946270947,0.22890598211829433,0.07340738022570481,0.10455278329337053,-0.17690198096820647,-0.20462214105772214,0.034723174700667575,0.09120942277175678,0.09877566546246061,0.09877566546246061,0.05680791321207492,0.0987756654624607,0.0987756654624607,0.0987756654624607,-0.3215064886241035,0.11628870360340356,0.2568712635059673,0.030407503611813852,-0.15867771087477026,-0.14267244231090953,0.10885024395787539,0.09318976265919364,0.08483131915840458,0.09491341731073258,0.09532008996278075,0.06333084650617786,-0.3138843659434742,0.06595597959761873,0.14670565657132126,-0.030991471154221698,0.16467671510600299,-0.23740856395427568,-0.49782170766943784,0.49358009049969775,-0.4892439078673699,0.4947515033093334,-0.39854750040505477,0.459771837279633,-0.3895118667470955,0.43107873078889,-0.4149464931176511,0.4185583082643801,-0.3853195185868926,0.3906707264610915,-0.37011827702570393,0.37396151015619383,-0.23029069152055318,0.1817369327184309,-0.41128229099345465,0.24971253690938544,-0.4037511859304913,0.41046345324338485,-5.0445587040774686e-17,0.371335095158457,0.20647775061288887,0.05495751000767886,-0.3405291219719876,0.2076107796796667,-0.3578171901108415,0.3653147722716587,-0.3566121561306005,0.3570601491589852,,-0.1263856658535518,-0.24350903651090908,0.22921777274220498,-0.2798364574508732,0.2585510071145931,,-0.047247401522998014,-0.1925012799313595,0.22355252933714725,-0.13577132142006265,0.2112087889529915,-0.1827697923965978,0.23568065950123016,-0.8904885025292649,0.7775783080511651,-0.8630494623871715,0.8329184688152736,-0.8168968896441442,1.0,-0.07290016502831291,0.10490872755935644,-0.046184057146987145,0.10323848678140754,0.005832466274478336,0.09377168087828401,-0.0435621530441214,0.03864892148609981,0.05352040391521728,0.006602379642377078,0.04078367050912954,-0.11102482214114735,-0.1437336270598003,0.11021766448787361,0.08437240022284613,0.09781521971485807,0.11392985818109409,-0.09704860398529654,-0.09853869433813736,-0.23809868077043556,-0.25693442281922757,-0.2823567155069326,0.262187135030176,-0.14577628445680207
Living Environment - Average rank,-0.2971064024245733,-0.32031914592080135,-0.03946155110482724,-0.3883829967739717,0.42331322132538524,-0.7899445302680704,0.7792679589549351,0.5244525768346712,0.7607040391721172,0.38162921638904096,-0.8047392461907273,0.7401557205219828,0.17514184715219872,0.11808785459313059,0.11808785459313059,0.4883251993696958,0.11808785459313058,0.11808785459313058,0.11808785459313058,-0.5806565633192301,0.3746197161425383,0.1468086015884453,0.5212439307363029,-0.7967501764351208,-0.7956954222566038,0.5629866666558245,0.5781689165107448,0.5433234418214087,0.5416488201620673,0.608901738958212,0.6052757240703356,-0.4537700207317064,0.7196391691577801,0.4825543621992543,-0.5556699171449013,-0.6833522520442239,-0.16149484211521747,0.5281386123582245,-0.5415386305228325,0.5245962224316287,-0.5302986805107063,0.25344942602559656,-0.46981823673489254,0.39581815468482107,-0.475661655549743,0.39575735909676224,-0.4241954433478177,0.36553110625931046,-0.36686327091754567,0.4141504230802405,-0.4263045127816332,0.5248235265450282,-0.5613338419984999,0.22691104772330062,-0.08527906447725583,0.34875248690134253,-0.3606773815971287,-1.6851951551689428e-15,-0.39445872878772203,0.3971104068818859,-0.5121449065137217,0.277008703926189,-0.12068886258057902,-0.21214584012046303,0.21796779898105031,-0.2351756751178093,0.24644615108095883,,0.4174463220847971,0.4839529129626533,-0.4740708314905155,0.3623051078449367,-0.4024240486449041,,-0.45551240820368016,0.3279169891342906,-0.3675959356571905,0.21603656558669657,-0.3532981273755818,0.4380866823309767,-0.5076474999744909,0.3076541437419447,-0.2329804866951231,0.2603571378771936,-0.2117694537952838,0.2251313972108512,-0.07290016502831291,1.0,-0.9801705520933536,0.9873214486631433,-0.9832674200793666,0.7810766926485545,-0.9247063270029726,0.8555535519252905,-0.6902951990306854,-0.8994658291002994,-0.9073651727169773,-0.9010118719023317,-0.7369458750581187,-0.800648767293719,0.5703208409423901,0.5435034341461235,0.6124756692947647,0.7593167180853232,0.25833189780793475,0.25270297092873273,0.18690577364042302,-0.7426928714754859,-0.6450228753473476,0.3961482548985069,0.18904485927928197
Living Environment - Rank of average rank,0.2703280916178168,0.3013195868339315,0.0681282678658601,0.37381509650696526,-0.4294282983144148,0.740211573759795,-0.7232805585454151,-0.5514695102509218,-0.7431635576970362,-0.46962701895982484,0.7536319027555763,-0.7493714639609652,-0.1484275419078179,-0.08491818581661845,-0.08491818581661845,-0.5109357601029946,-0.08491818581661843,-0.08491818581661843,-0.08491818581661843,0.5109617269334213,-0.3644924066825863,-0.12080650267358592,-0.4847538214611379,0.7478356777059983,0.745277265681894,-0.5220174705883044,-0.5418551284016808,-0.5037826955362809,-0.49572937656377497,-0.5658946162287762,-0.55789042757484,0.36806530639105517,-0.7068185791179616,-0.4987742174653322,0.5940382341042103,0.7306089226515656,0.1274192294080232,-0.532035130467369,0.5431703650929549,-0.5276534128671597,0.5280205038404301,-0.22681273417012654,0.44724407685402984,-0.3886452756176592,0.4616922000981958,-0.3507254964759612,0.38422276418327905,-0.3922017646865479,0.3917576699596855,-0.42676425274871105,0.43546335911489786,-0.5100136188577027,0.5285134156804009,-0.2630373250703366,0.10507996663435272,-0.35808752017401907,0.37086726164030903,-5.2612450416770244e-17,0.389422898914977,-0.31412987090526423,0.4455499241553595,-0.29825030557574267,0.12929960683061914,0.20266546410882205,-0.2126905330528952,0.228096073573405,-0.2411552802408319,,-0.4833448430641461,-0.48719556659217156,0.47705923652232923,-0.3793048093835643,0.41727349157010624,,0.4006451659968191,-0.3281258747938309,0.36573152364337236,-0.2191245754283183,0.3506203146497688,-0.4290109170501012,0.483401491118748,-0.32884815486561303,0.23336724165155476,-0.2927550165116609,0.22141809512260766,-0.26771072777982446,0.10490872755935644,-0.9801705520933536,1.0,-0.9433979061919241,0.9977238556017355,-0.6702356433344817,0.8808978648815714,-0.8177642036512169,0.6250294882638341,0.8776460605514877,0.8965832703594896,0.906983593299946,0.713764077630839,0.7558356890930584,-0.5297078614789369,-0.5043791835842145,-0.5691038314676271,-0.7171797127701482,-0.24372585414442258,-0.23850355374090002,-0.15033822950793888,0.7045145123928842,0.6098732153888589,-0.35279001821129685,-0.18019709557930005
Living Environment - Average score,-0.34464243592982036,-0.35385605070136067,-0.03143797966365176,-0.41075789973166155,0.44657619116839053,-0.821195498910939,0.8155643808774216,0.4707215215755244,0.7433550131194884,0.33156721536063305,-0.8297989865442176,0.7067386929384011,0.18089256097752962,0.1311694478349757,0.1311694478349757,0.4640291759647965,0.13116944783497572,0.13116944783497572,0.13116944783497572,-0.611464202316848,0.3770363711346723,0.18668250944255363,0.5842121551573217,-0.8285213077786484,-0.8294327646322623,0.6223145403195672,0.6311112735269051,0.604266545651542,0.6045742640216234,0.6667862337940094,0.6669986576056117,-0.5314652268382882,0.7235292699501876,0.4462941651116908,-0.5039303030348796,-0.6284104299435823,-0.19209958225697804,0.4934867896434544,-0.5079626449019571,0.4888950899859471,-0.49811652165780906,0.2277628342391865,-0.4341297191788209,0.36425548195746177,-0.45155971243172077,0.39019104750586003,-0.40979355835879117,0.3118396012503055,-0.31424787493152556,0.38163989122623887,-0.38143532077318804,0.5052793107769132,-0.5439028634682049,0.1852498960978101,-0.036060325856900395,0.307316995768383,-0.31901754293028284,1.728947523230603e-16,-0.3581132598481302,0.425562090393051,-0.5084503637368174,0.2432676717428603,-0.07878593133344496,-0.23663382805647373,0.24222926358252356,-0.25843396534339724,0.2711037858191363,,0.36297135239883194,0.46841236597295843,-0.45761680317711917,0.3414240034616011,-0.38007206355239054,,-0.4965568164716366,0.26872937577472733,-0.312862129461268,0.15502031113460885,-0.29877072430543805,0.41647526339427143,-0.48702013964857005,0.28418961721938557,-0.2340554420080664,0.22413382662078746,-0.2053499779518724,0.18751568681520836,-0.046184057146987145,0.9873214486631433,-0.9433979061919241,1.0,-0.9518810939960367,0.8606565460100001,-0.9497033320433471,0.8759572350175918,-0.7444054702240066,-0.9014699845946719,-0.8967452688746987,-0.8751815933232383,-0.7412562506610292,-0.8308480795361307,0.6294948725730596,0.6045777649536739,0.6705173687968264,0.7535079298164299,0.27368316663353076,0.2600586447337861,0.19803166045271944,-0.7657978516508499,-0.6740631927900559,0.45315627040407286,0.2501127589420999
Living Environment - Rank of average score,0.2770294949139012,0.3188866208268239,0.07446423244540226,0.3703319546329362,-0.44157470788166264,0.7468245485501592,-0.7283582385567172,-0.5241004499036055,-0.7365659793003475,-0.4538663380063175,0.7596334951774568,-0.7292461982678895,-0.16329768145373819,-0.09930361053940244,-0.09930361053940244,-0.5103200449567228,-0.09930361053940234,-0.09930361053940234,-0.09930361053940234,0.5159816739456304,-0.3571253637876049,-0.12626109373674996,-0.5011311643924651,0.7516677569723756,0.7503080495330977,-0.5366985415159597,-0.552102421192775,-0.5189184319237342,-0.5114470687241977,-0.5797224119299726,-0.5735111549235317,0.38107751967862386,-0.6974519239363087,-0.48981881817982553,0.5688319179834517,0.7128471556212123,0.1365039341753836,-0.5299505710275263,0.5412233298306593,-0.5264816056576094,0.5278168885732586,-0.2403385668311141,0.4550791370473907,-0.3918198117898463,0.4648421543435937,-0.35915821397696274,0.3926439557035607,-0.3806773365604782,0.38034643622418546,-0.4165712354171626,0.4275238035666181,-0.513701841593971,0.5328504985783576,-0.2553533508137371,0.09183170114668157,-0.3544646432132608,0.3669040703816085,-2.0938731859496127e-16,0.3882366651749173,-0.3263522773625249,0.4546517670709211,-0.2922654513798124,0.11814362821457405,0.20003907973258633,-0.20772836467017536,0.22319202507615205,-0.23512598742866658,,-0.45774922523794703,-0.4869519661095775,0.4767833629993178,-0.3766889722259026,0.4151268092525879,,0.4120033102012345,-0.3174206553909402,0.35726058216843937,-0.20472610421958107,0.34247988246205086,-0.425278224183778,0.48505455330909775,-0.3274363278411045,0.23208753072102903,-0.2914092551711004,0.21972018251059433,-0.27134399179151053,0.10323848678140754,-0.9832674200793666,0.9977238556017355,-0.9518810939960367,1.0,-0.6910610157737087,0.8867493841683554,-0.82118513683309,0.6360718396210712,0.8773745474087754,0.8922849860153146,0.8979884320502555,0.7116521011674214,0.7588875001616396,-0.5439860835322463,-0.5195562144636258,-0.5829787129978026,-0.7102424091507897,-0.24905526216408105,-0.2418719397514788,-0.14441605690150078,0.7047563315367539,0.6107306268563922,-0.3680027023171443,-0.19861694696156487
Living Environment - Proportion of LSOAs in most deprived 10% nationally,-0.3695855186365487,-0.3275173977498684,-0.022558497988130505,-0.34107051530378263,0.38476281753059943,-0.7390878974018846,0.7556596756663011,0.21879995136684727,0.5208009698326457,0.14082517803727698,-0.7373231343457335,0.4578150439060669,0.16427176594757079,0.14082517803727715,0.14082517803727715,0.3185518787170207,0.1408251780372771,0.1408251780372771,0.1408251780372771,-0.5857043235256326,0.3576809142417997,0.24094512668561563,0.6032342084025036,-0.7538530434826695,-0.7615369660864536,0.6299867711914301,0.6363158308092463,0.6196630618545498,0.6288337121432167,0.667269219511888,0.6809730182733723,-0.6512170677121053,0.5639259453096135,0.30269114494835475,-0.23176452428001398,-0.33064462581812776,-0.23918162854437375,0.3066637990435775,-0.3236576573519011,0.2987537554389619,-0.3213702182689274,0.13465462536381045,-0.3281250557972408,0.21651651818887505,-0.30158740304683557,0.33203186016930075,-0.3308921190471848,0.09814967171888855,-0.10581652899305272,0.1976189627486944,-0.1950732262186674,0.4068075392680242,-0.42800671526100054,0.016750045195969582,0.08700463551507055,0.13290827902753802,-0.14212428580838554,5.3602072734334214e-17,-0.19949669163382813,0.5878033859317421,-0.5327186058917864,0.09308626455621744,0.02880334971176288,-0.27559924845142464,0.2755662010171779,-0.2948430352759098,0.3062933573024075,,0.14312371936067136,0.30629598953235737,-0.2925430770984601,0.16870707606984628,-0.20171979969698564,,-0.4486216035193993,0.09764069312823283,-0.13848655956815736,0.011537453063911934,-0.12582204306622843,0.2870156068576788,-0.3360892214811399,0.17709936166746004,-0.20909844054329652,0.08332323037866665,-0.15647041837231776,0.04058514159608966,0.005832466274478336,0.7810766926485545,-0.6702356433344817,0.8606565460100001,-0.6910610157737087,1.0,-0.8679374640452644,0.7550505890461091,-0.7506909417304016,-0.7205708420918301,-0.6805473797428259,-0.6161039566713532,-0.5995830321779221,-0.7537961395624337,0.6369049256636068,0.6213354317348873,0.6726698028800261,0.6256487922525187,0.24911105488000748,0.2227075342546249,0.30513843102025723,-0.6736980260227825,-0.6102593802003028,0.5586672609779249,0.3101123650128665
Living Environment - Rank of proportion of LSOAs in most deprived 10% nationally,0.4053668359284418,0.3780448124718295,0.045421897569631976,0.41720097337983114,-0.4743718172150123,0.8451263243145303,-0.8480928290543954,-0.35398558131986185,-0.6733890962676476,-0.24874066764008032,0.8368104954078026,-0.6346465458202141,-0.16207136542108888,-0.11933800817414278,-0.11933800817414278,-0.42416427090839626,-0.11933800817414275,-0.11933800817414275,-0.11933800817414275,0.6531216850712704,-0.4105299663453103,-0.2627740580127102,-0.6149347684161394,0.8245313927504333,0.8308452843808859,-0.6545052019424992,-0.6607148449127046,-0.6400220454248748,-0.6323032228203092,-0.7063263921655776,-0.6933127833071512,0.5524075740759362,-0.7820047797176054,-0.30260479842879795,0.5337067150787235,0.6323208040097664,0.15103997274793418,-0.5509788921164321,0.5649976747513642,-0.5362779803825727,0.5576416016200471,-0.1292318356218545,0.39587313814149366,-0.38735852619617317,0.5072912799262546,-0.46315925037371625,0.46443069622286115,-0.37420031076183574,0.37826119534105823,-0.39243578701738785,0.4483225376777385,-0.5707223009810324,0.5813746004925974,-0.2444613436306298,0.0927341803029892,-0.379304507762475,0.39060372729300435,-7.005061249675417e-18,0.4237690022920763,-0.4179545399395797,0.4642791490002072,-0.3047424222105684,0.1361043203090488,0.1460501741507167,-0.17622587754156302,0.17963206285413313,-0.21044033497661405,,-0.23818784859488554,-0.5550612338401231,0.5402353625121232,-0.4394471981956908,0.46218814233344513,,0.48058348245815163,-0.2791344186251797,0.33122543326461656,-0.16756472800611236,0.31380348652914947,-0.4297910011135114,0.5087138793040015,-0.33451847518755906,0.32942648447968426,-0.24606222937337818,0.2884125370927461,-0.1861760739259207,0.09377168087828401,-0.9247063270029726,0.8808978648815714,-0.9497033320433471,0.8867493841683554,-0.8679374640452644,1.0,-0.9175456074740228,0.8166969520046722,0.9269120812468719,0.9030371733854112,0.8643365627991219,0.7247014109961789,0.8322615709862693,-0.6646718003059681,-0.6427395911186494,-0.7120648642239337,-0.7713056842005233,-0.2852345779365433,-0.26138414659140347,-0.24238918536197737,0.7826970163316855,0.6983053612264895,-0.4872228965751423,-0.2688802637062555
Cars: No cars or vans in household; measures: Value,-0.5580421413717694,-0.46164212599899007,0.05445468691433686,-0.5042665069058961,0.4832097576530728,-0.9020675766738446,0.8946637254136438,0.3944002826215753,0.7605705875526569,0.22183161442879898,-0.8818773219141915,0.6838086492748523,0.19215385712183963,0.15550741898802017,0.15550741898802017,0.4455251256841245,0.15550741898802012,0.15550741898802012,0.15550741898802012,-0.6931507729997449,0.37116073204921357,0.22591663406870696,0.7008005926101818,-0.86001543998569,-0.8580665347411114,0.7373631040292159,0.7202005406093087,0.7236165170111124,0.7066968567129289,0.7930143317578052,0.7524690397570294,-0.5904687542927781,0.861208300654766,0.18336824574882274,-0.5942076301564151,-0.6463360724421159,-0.21949762670837966,0.5731774458518278,-0.5778188747214232,0.574257534917015,-0.5825547481201907,0.20854580043412058,-0.4422080497793029,0.45888466412408707,-0.5604593577089461,0.47794465948455045,-0.48630667675539424,0.4089870543937858,-0.39986514317500194,0.45888415853204995,-0.47255320835182674,0.6050354863451404,-0.6374242228776561,0.24706479230968992,-0.06357379443831342,0.42194723702171866,-0.43226473972502694,6.639446725732808e-16,-0.4705407033935973,0.3973327309317672,-0.46149553168317986,0.3025326203441444,-0.10711648844191,-0.09668291144100875,0.12045749991357635,-0.12032272792154283,0.1467038074517428,,0.2383488015677663,0.5935223896350529,-0.5791431914622597,0.48522808287772384,-0.5054443243612765,,-0.5443400099070625,0.26789584803499245,-0.3239018365245801,0.1448971879515199,-0.3090757744023846,0.5609768583476016,-0.6055703711816073,0.3116046983092053,-0.2796854716901202,0.2498936423366434,-0.24236741756965896,0.21881109289049072,-0.0435621530441214,0.8555535519252905,-0.8177642036512169,0.8759572350175918,-0.82118513683309,0.7550505890461091,-0.9175456074740228,1.0,-0.9367300050995819,-0.9828898727718972,-0.9476142079519629,-0.9096790192428477,-0.8236117746003448,-0.8688411798746942,0.7492633286446164,0.726951447710665,0.7976354179559355,0.8171613727394716,0.2836873502634611,0.2646786204201831,0.14705763464842694,-0.8252516785176344,-0.7559404357144036,0.5508180888562988,0.3430831602955947
Cars: 1 car or van in household; measures: Value,0.6781366023879519,0.47183526180247876,-0.06347445755982045,0.47396333448190126,-0.4628555325825419,0.825039152260588,-0.8254926432531287,-0.2549058771319019,-0.5886808028520254,-0.11512990043227778,0.7814161278936453,-0.5103112313539462,-0.13924121023434394,-0.1131951654588435,-0.1131951654588435,-0.3058757587105427,-0.11319516545884348,-0.11319516545884348,-0.11319516545884348,0.59972873817545,-0.3274393705278436,-0.20255039709360292,-0.7754725671649007,0.8011132141212892,0.800215673784068,-0.7951816852714487,-0.7565992793856827,-0.7908570066023423,-0.7749921690033472,-0.8442350848503684,-0.7973975734704808,0.6641278606156646,-0.7763582172173621,0.030061493626035198,0.41717311176340716,0.440384516491567,0.2762681272370926,-0.4683987742847242,0.4710173480317298,-0.46777129069533563,0.4854160661293388,-0.20978918545890962,0.39037641360305525,-0.38383175195601577,0.4760463718299646,-0.43824804425639796,0.43313867328054423,-0.29886975376332164,0.2949738840673582,-0.3340430973624493,0.37194061179593774,-0.551983296495935,0.5742203019418382,-0.15311375543025185,-0.034792285210233025,-0.3332922986526468,0.33903711368753264,1.4887799233303504e-15,0.38634827634477514,-0.44325152780482446,0.4327875930878484,-0.20171525032513146,0.0061743563237603915,0.08940843253572793,-0.1173718297190132,0.10581779875949777,-0.13414888663540914,,-0.12889074943889522,-0.46629016360018044,0.44802742068960466,-0.3704078788138976,0.37426008666549043,,0.496802293434098,-0.11296458592216706,0.17181859034596803,0.004573677215805693,0.15991186000932783,-0.5052277334014885,0.526680674005448,-0.2929687031096375,0.3033697496569641,-0.21441793913791105,0.25355041509742876,-0.18944654502030203,0.03864892148609981,-0.6902951990306854,0.6250294882638341,-0.7444054702240066,0.6360718396210712,-0.7506909417304016,0.8166969520046722,-0.9367300050995819,1.0,0.8568354114033373,0.7786862315797244,0.716018545161773,0.7512761179598401,0.8104069002936367,-0.8061924297394586,-0.7945471301036993,-0.8483084081011388,-0.7136578283010939,-0.30399062445288455,-0.2808470268154471,-0.16318467440150508,0.768021984899395,0.7124508876135336,-0.6595837699076704,-0.4641257976777974
